pc_t_ms,t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,mad_roll_mdeg,mad_pitch_mdeg,mad_yaw_mdeg,mad_us,ekf_roll_mdeg,ekf_pitch_mdeg,ekf_yaw_mdeg,traceP_1e6,ekf_us,bx_uradps,by_uradps,bz_uradps
8224,32146,17336,-290,-4098,-535,-38,46,13342,898,2,7,13371,854,-4547,2159311,165,265,1621,7287
8234,32156,17310,-266,-4114,-541,-37,38,13388,825,1,7,13371,854,-4552,2160533,165,265,1621,7286
8245,32166,17322,-276,-4094,-541,-36,34,13318,873,2,7,13368,854,-4550,2162012,165,270,1620,7273
8255,32177,17336,-284,-4096,-538,-38,49,13273,946,3,7,13366,856,-4549,2164044,165,274,1621,7260
8265,32187,17358,-246,-4188,-538,-41,48,13346,907,1,7,13371,854,-4568,2166633,166,263,1626,7297
8275,32197,17390,-322,-4120,-535,-46,46,13334,992,2,7,13370,859,-4563,2168683,165,265,1632,7281
8285,32207,17364,-242,-4128,-535,-49,44,13350,908,2,7,13371,857,-4569,2171270,165,265,1628,7283
8295,32217,17368,-280,-4170,-541,-41,46,13433,902,0,7,13374,858,-4584,2173947,165,258,1637,7310
8305,32227,17344,-290,-4176,-544,-44,40,13514,924,0,7,13378,860,-4599,2176235,165,249,1649,7343
8315,32237,17346,-260,-4144,-537,-40,44,13458,861,0,7,13380,859,-4612,2178080,165,246,1652,7364
8325,32247,17372,-258,-4104,-539,-43,44,13377,844,1,7,13377,858,-4611,2179674,165,251,1647,7347
8335,32257,17340,-268,-4150,-546,-43,39,13459,860,0,7,13380,858,-4623,2181713,165,246,1651,7366
8345,32267,17304,-292,-4090,-542,-46,42,13384,898,0,7,13378,860,-4611,2183388,165,251,1647,7328
8355,32277,17380,-226,-4212,-531,-40,43,13452,848,0,7,13384,857,-4651,2186360,165,238,1660,7412
8366,32288,17356,-230,-4102,-527,-39,42,13383,800,1,7,13381,854,-4664,2187468,166,243,1656,7429
8376,32298,17308,-232,-4136,-536,-39,42,13445,741,1,7,13383,851,-4683,2188054,166,240,1657,7460
8386,32308,17350,-278,-4112,-542,-36,44,13394,809,1,7,13381,852,-4682,2188093,165,243,1657,7447
8396,32318,17374,-298,-4120,-543,-34,41,13364,889,2,7,13379,854,-4674,2188881,165,245,1657,7422
8406,32328,17352,-224,-4140,-534,-40,41,13390,808,2,7,13380,851,-4693,2190544,165,243,1656,7452
8416,32338,17348,-246,-4122,-537,-37,37,13321,758,3,7,13379,848,-4703,2191531,165,244,1655,7463
8426,32348,17306,-304,-4126,-537,-45,49,13353,838,3,7,13380,852,-4694,2192225,165,242,1657,7437
8436,32358,17316,-290,-4130,-541,-41,48,13399,910,2,7,13381,855,-4691,2194003,165,240,1658,7424
8446,32368,17336,-298,-4016,-544,-41,47,13316,921,2,7,13372,858,-4664,2196344,165,259,1647,7348
8457,32378,17366,-304,-4142,-540,-32,42,13389,961,1,7,13372,861,-4671,2200300,165,257,1656,7358
8467,32388,17346,-300,-4170,-542,-46,47,13473,963,0,7,13376,863,-4689,2204234,165,249,1671,7395
8477,32399,17330,-326,-4088,-544,-38,44,13395,996,0,7,13373,868,-4667,2207669,166,254,1669,7339
8487,32409,17370,-258,-4136,-538,-40,45,13394,911,0,7,13374,867,-4676,2212151,166,253,1669,7349
8497,32419,17388,-228,-4152,-543,-47,43,13411,827,0,7,13375,864,-4695,2216577,165,251,1667,7376
8507,32429,17360,-278,-4156,-544,-52,42,13465,893,0,7,13378,864,-4709,2220624,165,246,1675,7402
8517,32439,17380,-278,-4106,-544,-36,49,13381,893,0,7,13376,865,-4701,2224402,165,250,1669,7370
8527,32449,17328,-278,-4178,-534,-42,42,13465,893,-1,7,13381,866,-4728,2228683,165,241,1685,7430
8537,32459,17358,-230,-4174,-536,-40,46,13494,812,-1,7,13384,863,-4765,2232245,165,234,1694,7501
8548,32469,17390,-264,-4172,-543,-53,44,13486,897,-1,7,13387,862,-4782,2234532,165,229,1701,7532
8558,32480,17332,-254,-4130,-546,-47,47,13425,838,-1,7,13388,861,-4796,2236078,167,228,1702,7550
8568,32490,17340,-230,-4144,-546,-52,53,13439,753,-1,7,13390,859,-4825,2237352,165,226,1707,7601
8578,32500,17334,-258,-4166,-535,-47,50,13499,814,-2,7,13394,858,-4840,2237346,165,219,1712,7626
8588,32510,17410,-218,-4176,-541,-41,43,13491,729,-2,7,13396,854,-4877,2237243,165,215,1720,7698
8599,32520,17342,-194,-4088,-535,-41,47,13414,693,-1,7,13393,849,-4933,2234467,165,225,1731,7802
8609,32531,17410,-184,-4164,-534,-43,48,13443,612,-1,7,13394,842,-4975,2228277,166,222,1735,7879
8619,32541,17366,-228,-4030,-539,-45,40,13362,637,0,7,13386,839,-5044,2218018,169,243,1760,8013
8629,32551,17368,-236,-4098,-538,-45,47,13313,706,0,7,13383,837,-5073,2201071,165,250,1767,8064
8639,32561,17362,-260,-4104,-540,-43,44,13304,791,0,7,13381,837,-5093,2182160,165,255,1775,8096
8649,32571,17390,-266,-4108,-543,-37,43,13286,874,0,7,13378,837,-5113,2163297,165,261,1783,8129
8659,32581,17344,-254,-4066,-542,-42,40,13214,829,1,7,13373,837,-5149,2142886,165,273,1797,8193
8669,32591,17344,-278,-4140,-539,-49,38,13294,853,0,7,13375,838,-5148,2120285,165,270,1798,8182
8679,32601,17384,-272,-4166,-535,-51,43,13378,861,0,7,13378,838,-5139,2101324,165,264,1794,8155
8689,32611,17326,-276,-4114,-541,-47,45,13325,928,0,7,13378,840,-5147,2084393,165,265,1798,8164
8700,32621,17304,-284,-4114,-542,-48,49,13406,906,-1,7,13379,842,-5154,2068129,165,266,1804,8170
8710,32632,17332,-220,-4112,-538,-42,43,13381,823,-1,7,13378,838,-5159,2053547,166,267,1795,8165
8720,32642,17362,-296,-4056,-540,-49,43,13307,864,0,7,13372,841,-5194,2040411,165,281,1817,8230
8730,32652,17388,-282,-4084,-541,-42,40,13231,898,1,7,13368,843,-5217,2025499,165,290,1830,8269
8740,32662,17364,-258,-4144,-541,-39,41,13309,869,0,7,13369,842,-5216,2009584,165,287,1826,8257
8750,32672,17294,-306,-4150,-535,-43,43,13380,914,-1,7,13373,846,-5225,1994588,165,280,1839,8275
8760,32682,17344,-290,-4118,-539,-42,45,13311,964,0,7,13372,848,-5236,1981071,165,281,1848,8290
8771,32692,17342,-280,-4202,-539,-41,42,13393,947,-1,7,13379,849,-5240,1968271,165,268,1852,8295
8781,32703,17366,-272,-4130,-545,-41,39,13375,862,-1,7,13379,849,-5245,1956798,166,268,1853,8296
8791,32713,17362,-240,-4112,-546,-36,46,13333,787,-1,7,13377,847,-5250,1946178,165,271,1847,8290
8801,32723,17336,-274,-4130,-542,-45,50,13383,857,-2,7,13378,849,-5256,1936322,165,270,1850,8292
8811,32733,17378,-244,-4100,-540,-39,47,13313,809,-1,7,13375,847,-5260,1927678,165,275,1845,8286
8821,32743,17342,-246,-4096,-539,-43,35,13246,756,0,7,13372,845,-5264,1919490,165,280,1840,8281
8831,32753,17306,-220,-4180,-532,-43,33,13329,743,0,7,13378,841,-5252,1911901,165,268,1824,8245
8842,32763,17384,-296,-4116,-530,-34,43,13324,829,0,7,13376,843,-5260,1906870,165,271,1832,8256
8852,32774,17374,-242,-4100,-538,-42,50,13268,766,0,7,13373,842,-5267,1901962,166,276,1828,8256
8862,32784,17324,-268,-4104,-537,-35,40,13312,838,0,8,13372,842,-5275,1897032,165,279,1831,8263
8872,32794,17372,-244,-4116,-539,-44,44,13337,757,0,7,13371,841,-5279,1892749,165,281,1827,8258
8882,32804,17346,-254,-4110,-536,-46,43,13326,842,0,7,13370,840,-5284,1888831,165,283,1825,8259
8892,32814,17356,-310,-4190,-541,-46,47,13398,886,0,7,13375,844,-5286,1885493,165,273,1834,8259
8902,32824,17352,-264,-4076,-549,-44,46,13316,869,0,7,13371,844,-5296,1882628,165,281,1836,8265
8912,32834,17360,-250,-4078,-544,-42,42,13247,821,0,7,13367,843,-5302,1879945,165,290,1833,8263
8922,32844,17288,-256,-4134,-535,-33,45,13330,823,0,7,13369,843,-5302,1877237,165,285,1829,8253
8933,32854,17384,-308,-4154,-539,-42,45,13377,893,-1,7,13371,846,-5313,1875749,165,282,1842,8273
8943,32865,17396,-258,-4106,-544,-38,45,13307,845,0,7,13368,846,-5318,1874213,166,286,1840,8269
8953,32875,17340,-266,-4112,-543,-37,45,13387,868,-2,7,13367,846,-5324,1872730,166,288,1841,8271
8963,32885,17318,-280,-4074,-543,-49,46,13305,886,-1,7,13364,848,-5334,1871406,165,295,1846,8280
8973,32895,17302,-242,-4154,-537,-44,50,13379,846,-2,7,13368,846,-5332,1870109,165,287,1839,8266
8983,32905,17330,-244,-4160,-535,-38,41,13454,806,-3,7,13371,845,-5330,1869646,165,280,1832,8253
8993,32915,17378,-220,-4162,-540,-44,48,13466,721,-3,7,13373,841,-5328,1869923,165,275,1820,8234
9004,32926,17330,-224,-4162,-535,-48,41,13551,717,-4,7,13377,838,-5323,1870633,166,267,1808,8212
9014,32936,17344,-226,-4128,-537,-45,37,13468,721,-2,7,13378,835,-5328,1871976,165,267,1802,8211
9024,32946,17348,-226,-4116,-538,-42,39,13384,724,-1,7,13377,831,-5338,1873434,165,268,1797,8218
9034,32956,17328,-240,-4170,-533,-42,41,13464,749,-2,7,13381,830,-5322,1874797,165,259,1784,8176
9044,32966,17394,-262,-4078,-531,-43,39,13384,776,0,7,13376,830,-5352,1877175,165,270,1797,8228
9054,32976,17412,-270,-4100,-535,-49,38,13315,821,1,7,13374,830,-5373,1878721,165,277,1807,8262
9065,32986,17368,-266,-4082,-536,-41,40,13236,850,2,7,13370,830,-5396,1879577,165,285,1817,8301
9075,32997,17400,-324,-4036,-538,-37,46,13177,912,3,7,13361,836,-5448,1879779,166,303,1852,8402
9085,33007,17360,-264,-4040,-534,-44,45,13112,858,4,7,13355,836,-5470,1877395,165,318,1861,8436
9095,33017,17362,-274,-4108,-545,-49,49,13195,867,3,7,13354,838,-5487,1874296,165,321,1869,8460
9105,33027,17368,-262,-4154,-537,-42,46,13278,859,1,7,13356,838,-5487,1870980,165,315,1867,8452
9115,33037,17338,-274,-4146,-534,-44,28,13361,868,1,7,13359,838,-5494,1868187,165,311,1872,8461
9125,33047,17364,-244,-4162,-529,-45,45,13429,819,1,7,13362,837,-5486,1865766,165,304,1863,8435
9135,33057,17354,-286,-4062,-532,-40,37,13351,849,2,7,13357,839,-5509,1864291,165,315,1876,8473
9145,33067,17350,-256,-4134,-536,-35,41,13424,809,1,7,13358,838,-5509,1862096,165,312,1873,8465
9155,33077,17344,-242,-4170,-537,-41,43,13504,782,1,7,13362,836,-5500,1860492,165,303,1863,8435
9165,33087,17360,-226,-4116,-532,-45,41,13425,755,2,7,13361,833,-5494,1860001,165,304,1851,8410
9176,33098,17362,-228,-4156,-533,-39,43,13496,709,2,7,13364,831,-5481,1860304,166,298,1836,8371
9186,33108,17316,-258,-4118,-545,-44,43,13437,769,2,7,13364,831,-5485,1861460,166,297,1836,8368
9196,33118,17360,-250,-4052,-540,-41,43,13353,778,3,7,13358,830,-5508,1862905,165,310,1842,8402
9206,33128,17358,-240,-4114,-542,-37,48,13275,748,4,7,13357,828,-5508,1863739,165,311,1836,8388
9216,33138,17360,-266,-4132,-543,-45,41,13337,805,3,7,13358,829,-5513,1864992,165,309,1837,8390
9226,33148,17340,-264,-4078,-544,-48,42,13260,838,4,7,13355,829,-5533,1866324,165,317,1846,8419
9236,33158,17324,-268,-4060,-541,-47,35,13180,865,5,7,13351,829,-5559,1867101,165,326,1857,8461
9246,33168,17374,-252,-4086,-540,-43,43,13238,803,4,7,13348,829,-5569,1867244,165,332,1858,8470
9256,33178,17390,-208,-4122,-540,-41,44,13287,734,3,7,13348,825,-5542,1867404,165,332,1832,8397
9266,33188,17316,-234,-4106,-539,-40,46,13365,762,2,7,13347,823,-5533,1868960,169,332,1821,8364
9277,33198,17370,-274,-4120,-544,-40,47,13349,846,2,7,13347,824,-5550,1871287,165,333,1830,8391
9287,33209,17344,-298,-4100,-531,-41,43,13314,925,3,7,13346,828,-5587,1873254,166,336,1854,8462
9297,33219,17318,-296,-4086,-531,-44,40,13245,974,5,8,13344,831,-5623,1873923,165,341,1878,8534
9307,33229,17352,-294,-4116,-534,-42,43,13325,950,4,7,13344,834,-5653,1873289,165,342,1897,8589
9317,33239,17372,-294,-4100,-534,-41,43,13242,938,6,7,13342,837,-5682,1871605,165,346,1916,8642
9327,33249,17358,-282,-4124,-532,-35,41,13322,916,5,7,13342,838,-5702,1868692,165,345,1927,8677
9337,33259,17354,-278,-4206,-536,-42,49,13406,910,4,7,13349,840,-5722,1865261,165,332,1939,8715
9347,33269,17356,-288,-4148,-534,-42,42,13483,941,3,7,13351,842,-5741,1861166,165,328,1952,8749
9357,33279,17350,-320,-4130,-536,-40,41,13421,998,4,7,13352,847,-5769,1856440,165,327,1975,8804
9367,33289,17390,-272,-4142,-540,-38,49,13405,915,4,7,13353,848,-5781,1850847,165,325,1979,8818
9377,33299,17342,-236,-4122,-542,-36,44,13386,832,4,7,13353,846,-5780,1844892,165,323,1971,8802
9388,33310,17388,-252,-4142,-542,-37,47,13424,756,3,7,13354,845,-5785,1840383,167,321,1969,8801
9398,33320,17336,-232,-4146,-538,-45,38,13502,723,3,7,13356,842,-5789,1836002,167,316,1962,8796
9408,33330,17342,-224,-4142,-544,-47,42,13419,718,3,7,13359,838,-5790,1832256,165,312,1953,8785
9418,33340,17386,-232,-4118,-545,-33,50,13338,740,4,7,13357,836,-5793,1829406,165,313,1946,8775
9428,33350,17344,-210,-4094,-536,-37,45,13282,676,5,7,13355,832,-5792,1826864,165,317,1933,8758
9438,33360,17364,-254,-4132,-541,-40,40,13332,743,4,7,13355,831,-5795,1825152,165,315,1931,8752
9448,33370,17344,-260,-4120,-539,-43,42,13359,824,4,7,13356,831,-5800,1823781,165,315,1931,8752
9458,33380,17342,-260,-4128,-536,-40,46,13437,853,3,7,13356,832,-5803,1822710,165,313,1930,8749
9468,33390,17374,-286,-4136,-541,-40,47,13387,921,4,7,13357,834,-5810,1822131,165,312,1936,8755
9478,33400,17356,-276,-4160,-537,-39,45,13465,891,2,7,13360,835,-5812,1821689,165,305,1938,8752
9488,33410,17356,-244,-4068,-541,-40,48,13387,861,3,7,13355,834,-5821,1821528,165,314,1936,8754
9499,33421,17332,-234,-4070,-537,-43,36,13315,815,5,7,13351,832,-5826,1821373,166,321,1931,8751
9509,33431,17352,-264,-4066,-538,-44,41,13234,836,6,7,13347,832,-5840,1821467,165,330,1936,8768
9519,33441,17376,-306,-4046,-532,-39,45,13178,900,7,7,13341,836,-5870,1821394,165,343,1956,8823
9529,33451,17332,-344,-4114,-527,-43,48,13233,966,7,7,13341,843,-5918,1820075,165,344,1994,8921
9539,33461,17384,-282,-4166,-534,-46,48,13314,946,6,7,13345,845,-5939,1816795,165,338,2006,8957
9549,33471,17380,-278,-4138,-532,-46,44,13383,898,5,7,13346,847,-5953,1812828,165,336,2013,8977
9559,33481,17334,-280,-4120,-532,-46,40,13300,911,7,7,13347,848,-5965,1808400,165,335,2020,8994
9569,33491,17392,-258,-4158,-534,-47,36,13373,868,7,7,13350,847,-5976,1804362,165,331,2022,9007
9579,33501,17378,-274,-4134,-536,-38,39,13424,935,6,7,13350,847,-5986,1800252,165,329,2026,9018
9589,33511,17332,-256,-4180,-541,-35,46,13489,881,5,7,13355,847,-6006,1796033,165,319,2033,9052
9600,33522,17344,-248,-4188,-535,-39,49,13549,822,4,7,13361,846,-6026,1791348,166,309,2038,9083
9610,33532,17342,-274,-4122,-542,-41,48,13470,848,5,7,13361,847,-6032,1786005,166,308,2039,9083
9620,33542,17338,-278,-4142,-537,-37,45,13418,916,6,7,13362,848,-6040,1781220,165,305,2044,9093
9630,33552,17342,-296,-4176,-540,-44,48,13499,939,5,7,13367,851,-6054,1776762,165,296,2054,9114
9640,33562,17390,-254,-4134,-541,-36,45,13439,880,5,7,13367,850,-6063,1772475,165,296,2054,9121
9650,33572,17372,-284,-4136,-538,-45,46,13368,926,6,7,13368,852,-6066,1768286,165,295,2056,9117
9660,33582,17348,-252,-4116,-534,-41,47,13353,842,7,7,13367,851,-6072,1764535,165,296,2054,9119
9670,33592,17392,-234,-4098,-541,-42,47,13292,784,8,7,13364,849,-6076,1761331,165,301,2047,9111
9680,33602,17342,-214,-4076,-534,-41,45,13244,714,9,7,13360,845,-6081,1758297,165,308,2037,9104
9691,33612,17352,-240,-4140,-535,-43,47,13323,739,8,7,13362,843,-6089,1755818,165,305,2034,9108
9701,33623,17358,-232,-4072,-540,-47,38,13240,743,9,7,13358,840,-6096,1753476,166,313,2029,9106
9711,33633,17368,-264,-4096,-537,-44,45,13263,825,9,7,13356,840,-6102,1751446,166,317,2030,9108
9720,33643,17388,-260,-4132,-534,-43,39,13346,831,8,7,13356,840,-6107,1749778,165,317,2029,9107
9731,33653,17366,-256,-4088,-536,-42,37,13263,823,10,7,13353,839,-6113,1748272,165,322,2028,9108
9741,33663,17386,-238,-4090,-544,-40,45,13229,744,10,7,13350,837,-6117,1747099,165,328,2023,9101
9751,33673,17330,-242,-4110,-541,-46,37,13310,768,9,7,13350,835,-6119,1746054,165,328,2018,9091
9761,33683,17340,-316,-4078,-542,-44,43,13285,849,9,7,13347,840,-6143,1745447,165,334,2037,9132
9771,33693,17348,-318,-4096,-536,-43,38,13284,935,9,7,13346,844,-6166,1744199,165,338,2055,9172
9782,33703,17354,-310,-4162,-542,-43,50,13365,959,8,7,13349,848,-6192,1742375,165,332,2074,9220
9792,33714,17380,-298,-4106,-542,-51,44,13282,955,9,7,13349,851,-6202,1739780,166,335,2082,9230
9802,33724,17342,-288,-4132,-534,-45,44,13363,935,8,7,13350,853,-6218,1737128,166,333,2092,9255
9812,33734,17378,-288,-4130,-530,-43,38,13396,856,8,7,13351,855,-6229,1734372,165,332,2099,9271
9822,33744,17342,-278,-4120,-535,-33,44,13339,920,9,7,13350,856,-6239,1731362,165,332,2103,9281
9832,33754,17342,-262,-4144,-532,-39,40,13405,868,8,7,13352,855,-6254,1728499,165,328,2108,9301
9842,33764,17366,-282,-4136,-532,-43,42,13384,950,9,7,13353,856,-6266,1725555,165,326,2114,9317
9852,33774,17344,-332,-4156,-536,-34,48,13436,1018,9,7,13356,862,-6292,1722476,165,321,2136,9366
9862,33784,17360,-264,-4076,-543,-37,47,13368,967,9,7,13352,862,-6273,1718514,165,327,2123,9315
9872,33794,17314,-216,-4180,-544,-44,48,13419,899,8,7,13358,858,-6307,1716226,165,317,2128,9370
9883,33805,17382,-296,-4114,-535,-45,51,13344,936,9,7,13357,861,-6307,1712982,166,319,2129,9359
9893,33815,17344,-224,-4150,-540,-35,49,13383,861,8,7,13359,857,-6326,1710290,166,314,2128,9383
9903,33825,17388,-246,-4090,-534,-41,40,13308,824,10,7,13356,855,-6320,1707367,165,320,2119,9359
9913,33835,17362,-258,-4106,-544,-43,44,13265,898,10,7,13354,855,-6322,1705293,169,322,2115,9349
9924,33845,17340,-298,-4052,-543,-39,39,13190,938,11,7,13349,857,-6313,1703596,165,332,2114,9320
9933,33855,17382,-230,-4118,-538,-40,36,13238,867,11,7,13348,853,-6310,1703087,165,332,2103,9299
9944,33865,17346,-292,-4034,-546,-51,44,13162,904,11,7,13342,856,-6303,1703025,165,344,2101,9272
9954,33876,17328,-264,-4106,-544,-49,41,13243,878,10,7,13342,855,-6307,1703671,166,345,2099,9268
9964,33886,17324,-260,-4110,-537,-43,48,13321,846,9,7,13342,855,-6310,1704541,165,345,2097,9263
9974,33896,17368,-220,-4098,-540,-44,41,13295,765,9,7,13341,851,-6293,1705691,165,347,2078,9214
9984,33906,17366,-296,-4096,-537,-39,49,13284,850,9,7,13339,854,-6309,1707688,165,351,2088,9235
9994,33916,17368,-266,-4102,-544,-38,43,13352,899,8,7,13337,854,-6311,1709478,165,353,2086,9228
10004,33926,17360,-250,-4094,-536,-40,47,13296,835,9,7,13335,853,-6305,1711438,165,356,2078,9202
10014,33936,17350,-212,-4142,-537,-40,46,13351,770,8,7,13337,848,-6286,1713809,165,351,2057,9152
10024,33946,17362,-228,-4114,-530,-43,41,13311,695,9,7,13337,845,-6275,1716802,165,350,2043,9117
10034,33956,17354,-234,-4146,-535,-40,50,13387,729,9,7,13339,843,-6266,1720110,165,345,2031,9086
10044,33967,17346,-258,-4136,-536,-39,45,13407,813,9,7,13341,843,-6266,1723641,166,342,2029,9078
10055,33977,17372,-286,-4104,-535,-37,50,13344,870,10,7,13339,846,-6280,1727243,166,344,2037,9097
10065,33987,17340,-250,-4166,-539,-46,50,13423,838,8,7,13344,845,-6277,1730794,165,336,2031,9081
10075,33997,17388,-266,-4136,-536,-44,48,13343,864,10,7,13345,845,-6282,1734435,165,334,2031,9080
10085,34007,17370,-274,-4194,-543,-41,48,13427,869,8,7,13351,846,-6283,1738130,165,324,2031,9074
10095,34017,17342,-280,-4180,-544,-41,41,13509,888,7,7,13356,848,-6284,1741848,165,314,2033,9070
10105,34027,17380,-306,-4154,-540,-40,44,13459,957,7,7,13358,851,-6284,1745605,165,310,2037,9062
10115,34037,17394,-214,-4094,-541,-42,42,13407,891,8,7,13355,847,-6296,1749398,165,315,2031,9070
10125,34048,17344,-292,-4150,-536,-43,48,13468,949,7,7,13357,849,-6297,1753163,166,311,2034,9065
10136,34058,17362,-284,-4168,-536,-37,49,13521,883,6,7,13361,851,-6300,1756961,166,304,2037,9063
10146,34068,17366,-288,-4092,-541,-43,47,13438,897,7,7,13358,853,-6297,1760770,165,309,2037,9049
10156,34078,17340,-274,-4094,-537,-47,41,13356,888,9,7,13357,854,-6298,1764613,165,312,2036,9041
10166,34088,17398,-276,-4068,-533,-46,40,13273,886,11,7,13352,854,-6295,1768466,165,321,2033,9022
10176,34098,17288,-236,-4100,-532,-44,38,13314,810,11,7,13352,852,-6298,1772358,165,321,2027,9017
10186,34108,17352,-254,-4092,-536,-43,43,13230,821,12,7,13350,851,-6301,1776257,165,325,2024,9010
10197,34118,17356,-226,-4100,-538,-42,45,13276,748,12,7,13348,847,-6302,1780157,165,328,2015,8997
10207,34129,17404,-210,-4180,-538,-46,44,13356,721,11,7,13352,843,-6298,1784048,166,320,2002,8977
10217,34139,17386,-248,-4120,-539,-37,47,13328,803,11,7,13351,842,-6304,1787900,165,321,1999,8976
10227,34149,17354,-258,-4148,-537,-48,48,13411,821,10,7,13354,842,-6303,1791761,165,317,1996,8966
10237,34159,17350,-294,-4212,-543,-39,50,13486,860,8,7,13361,845,-6290,1795593,165,303,1994,8935
10247,34169,17350,-222,-4172,-542,-45,47,13506,777,8,7,13365,842,-6299,1799203,165,296,1989,8940
10257,34179,17392,-248,-4110,-540,-45,43,13423,784,9,7,13364,841,-6314,1802864,165,299,1990,8957
10268,34189,17366,-304,-4118,-532,-50,44,13390,862,10,7,13364,844,-6309,1806633,165,300,1993,8941
10278,34200,17350,-308,-4106,-536,-44,34,13346,936,11,7,13363,847,-6304,1810359,167,302,1996,8926
10288,34210,17342,-274,-4140,-531,-42,45,13416,888,11,7,13364,848,-6306,1813995,165,299,1997,8922
10298,34220,17352,-296,-4088,-536,-39,48,13337,919,12,7,13361,851,-6304,1817608,165,304,1999,8908
10308,34230,17310,-278,-4150,-540,-48,46,13421,905,10,7,13365,853,-6310,1821123,165,298,2002,8911
10319,34240,17356,-266,-4142,-531,-40,48,13423,819,11,7,13366,853,-6316,1824678,165,296,2003,8916
10329,34251,17372,-298,-4078,-529,-36,36,13351,865,13,7,13362,855,-6307,1828281,166,302,2001,8889
10339,34261,17368,-284,-4124,-538,-44,49,13362,951,13,7,13362,857,-6309,1831692,165,303,2003,8885
10349,34271,17372,-266,-4132,-542,-52,43,13377,866,12,7,13363,857,-6316,1835079,165,302,2003,8887
10359,34281,17354,-272,-4064,-539,-51,44,13294,869,13,7,13359,857,-6309,1838506,165,310,1998,8861
10369,34291,17338,-294,-4098,-546,-39,39,13298,955,13,7,13357,859,-6310,1841720,165,313,2000,8854
10380,34301,17316,-248,-4130,-549,-48,43,13350,886,11,7,13359,857,-6320,1844862,165,310,1999,8862
10390,34312,17342,-270,-4170,-541,-49,45,13434,877,10,7,13364,858,-6337,1848171,166,303,2005,8886
10400,34322,17316,-260,-4174,-540,-48,46,13515,849,8,7,13369,857,-6357,1851705,165,295,2012,8916
10410,34332,17340,-274,-4204,-539,-44,49,13596,871,7,7,13376,858,-6377,1855432,165,284,2020,8948
10420,34342,17380,-228,-4164,-551,-44,47,13541,808,7,7,13378,855,-6408,1859290,165,280,2025,8993
10430,34352,17394,-260,-4208,-538,-51,42,13619,839,6,7,13384,854,-6424,1863229,165,271,2030,9016
10440,34362,17376,-192,-4140,-525,-36,46,13560,779,8,7,13384,849,-6479,1867124,165,271,2040,9106
10450,34372,17376,-238,-4106,-534,-39,45,13477,774,9,7,13382,847,-6504,1870478,165,276,2044,9141
10460,34382,17330,-294,-4168,-538,-51,39,13500,857,9,7,13386,849,-6484,1873435,165,269,2039,9098
10471,34393,17304,-250,-4134,-544,-40,42,13434,803,10,7,13387,847,-6498,1876914,165,266,2040,9114
10481,34403,17330,-292,-4108,-537,-45,42,13384,872,11,7,13386,850,-6485,1880306,165,268,2036,9079
10491,34413,17338,-256,-4144,-535,-37,42,13448,816,10,7,13387,849,-6495,1884040,165,266,2038,9089
10501,34423,17366,-252,-4070,-535,-38,45,13364,814,12,7,13382,848,-6511,1887723,165,275,2040,9107
10511,34433,17374,-300,-4140,-546,-49,44,13386,897,11,7,13383,851,-6499,1891298,165,274,2038,9075
10522,34443,17346,-254,-4082,-548,-43,52,13312,856,11,7,13379,850,-6511,1895131,165,280,2038,9082
10532,34454,17370,-230,-4168,-544,-48,47,13383,810,10,7,13383,848,-6529,1898948,166,276,2038,9105
10542,34464,17326,-280,-4068,-540,-47,38,13309,849,11,7,13379,849,-6532,1902575,165,284,2039,9099
10552,34474,17338,-254,-4114,-541,-45,48,13374,794,10,7,13378,848,-6541,1906292,165,285,2039,9105
10562,34484,17340,-226,-4086,-536,-37,39,13301,751,11,7,13374,844,-6560,1909976,169,291,2038,9127
10572,34494,17338,-290,-4132,-543,-40,38,13343,825,10,7,13375,846,-6559,1913451,165,289,2040,9117
10583,34505,17368,-264,-4092,-544,-48,40,13262,846,11,7,13372,846,-6569,1917088,166,295,2041,9122
10593,34515,17366,-244,-4114,-541,-45,42,13323,786,10,7,13372,844,-6577,1920695,165,297,2039,9126
10603,34525,17358,-266,-4130,-539,-35,45,13379,850,9,7,13371,844,-6582,1924270,165,296,2040,9125
10613,34535,17284,-290,-4168,-541,-46,44,13456,886,8,7,13377,847,-6578,1927823,165,287,2040,9110
10623,34545,17332,-260,-4156,-539,-51,40,13498,811,7,7,13380,846,-6582,1931583,165,283,2040,9109
10633,34555,17352,-230,-4086,-539,-46,41,13418,787,9,7,13377,843,-6600,1935368,165,289,2039,9129
10643,34565,17332,-274,-4042,-537,-49,48,13339,813,10,7,13371,845,-6614,1938980,165,300,2045,9144
10654,34575,17368,-254,-4068,-542,-37,46,13254,814,11,7,13366,844,-6626,1942504,165,309,2045,9153
10664,34586,17352,-270,-4140,-543,-43,53,13334,840,9,7,13367,845,-6631,1945929,166,307,2046,9152
10674,34596,17346,-292,-4082,-547,-45,48,13276,902,9,7,13364,848,-6646,1949369,165,313,2054,9168
10684,34606,17340,-258,-4070,-536,-46,47,13219,841,10,7,13360,847,-6651,1952653,165,320,2053,9165
10694,34616,17318,-252,-4140,-536,-42,42,13302,829,9,7,13362,846,-6651,1955998,165,316,2049,9155
10704,34626,17362,-268,-4108,-535,-33,39,13325,911,9,7,13360,846,-6658,1959495,165,318,2050,9159
