pc_t_ms,t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,mad_roll_mdeg,mad_pitch_mdeg,mad_yaw_mdeg,mad_us,ekf_roll_mdeg,ekf_pitch_mdeg,ekf_yaw_mdeg,traceP_1e6,ekf_us,bx_uradps,by_uradps,bz_uradps
2720,386214,17340,-262,-4126,-528,-36,45,-25998,23393,831,7,13311,852,-30238,408212,165,-704,2132,9484
2731,386225,17344,-254,-4134,-532,-38,40,-25369,22781,498,7,13314,851,-30242,408259,166,-705,2132,9484
2741,386235,17368,-224,-4140,-537,-46,52,-24745,22168,175,7,13317,848,-30238,408310,165,-705,2131,9483
2752,386246,17350,-262,-4152,-542,-45,43,-24126,21551,-139,7,13321,847,-30245,408362,165,-707,2131,9484
2763,386257,17350,-280,-4082,-543,-50,40,-23506,20925,-448,7,13320,848,-30254,408416,165,-706,2131,9484
2774,386268,17390,-266,-4144,-535,-33,38,-22894,20297,-748,7,13322,848,-30261,408471,166,-706,2131,9484
2784,386278,17360,-282,-4172,-535,-38,44,-22287,19666,-1039,7,13327,849,-30273,408526,165,-708,2132,9484
2795,386289,17340,-278,-4084,-530,-42,43,-21679,19027,-1324,7,13325,850,-30280,408584,165,-707,2132,9484
2806,386300,17302,-260,-4104,-536,-38,43,-21075,18386,-1601,7,13326,850,-30285,408641,165,-708,2132,9484
2817,386311,17314,-278,-4068,-531,-42,42,-20476,17742,-1869,7,13323,851,-30292,408698,165,-707,2133,9484
2828,386322,17386,-258,-4148,-537,-45,41,-19881,17096,-2130,7,13326,850,-30298,408755,165,-707,2132,9484
2839,386333,17352,-274,-4076,-533,-46,40,-19290,16448,-2381,7,13324,850,-30303,408813,165,-707,2133,9484
2850,386344,17380,-268,-4036,-539,-46,41,-18704,15798,-2626,7,13319,850,-30306,408870,166,-704,2133,9484
2861,386355,17362,-264,-4052,-526,-40,47,-18121,15146,-2861,7,13314,850,-30308,408923,165,-703,2132,9483
2872,386365,17340,-306,-4038,-536,-49,48,-17541,14493,-3088,7,13310,854,-30322,408974,165,-701,2134,9483
2882,386376,17372,-302,-4076,-539,-47,47,-16965,13838,-3309,7,13308,857,-30337,409022,165,-700,2135,9484
2893,386387,17362,-292,-4098,-533,-38,44,-16393,13182,-3521,7,13307,859,-30350,409066,165,-700,2136,9484
2904,386398,17356,-274,-4092,-537,-45,44,-15823,12524,-3725,7,13307,859,-30356,409107,165,-700,2136,9484
2915,386409,17388,-262,-4108,-537,-51,44,-15255,11865,-3922,7,13308,859,-30360,409149,165,-700,2136,9484
2926,386420,17320,-284,-4066,-540,-50,48,-14690,11206,-4112,7,13306,860,-30369,409190,165,-699,2136,9484
2937,386431,17374,-264,-4168,-541,-47,39,-14128,10545,-4294,7,13312,859,-30380,409231,166,-700,2136,9485
2948,386442,17306,-292,-4070,-536,-48,50,-13568,9884,-4469,7,13310,862,-30391,409273,166,-700,2137,9485
2958,386452,17324,-246,-4132,-537,-40,51,-13015,9228,-4634,7,13313,861,-30394,409311,165,-700,2136,9485
2969,386463,17328,-268,-4154,-538,-38,49,-12465,8572,-4792,7,13318,861,-30405,409354,165,-702,2136,9485
2980,386474,17384,-252,-4078,-547,-45,45,-11916,7915,-4944,7,13316,859,-30404,409399,165,-701,2136,9485
2991,386485,17368,-236,-4154,-539,-41,41,-11369,7257,-5088,7,13319,856,-30405,409447,166,-702,2135,9485
3001,386495,17394,-278,-4122,-539,-47,39,-10823,6600,-5225,7,13321,857,-30414,409499,165,-702,2135,9485
3012,386506,17350,-246,-4128,-536,-41,47,-10279,5944,-5354,7,13323,855,-30417,409550,165,-703,2135,9485
3023,386517,17374,-260,-4120,-547,-40,45,-9737,5288,-5477,7,13323,854,-30422,409605,165,-703,2134,9485
3034,386528,17404,-256,-4132,-542,-40,46,-9200,4638,-5591,7,13324,853,-30427,409659,165,-703,2134,9485
3044,386538,17346,-266,-4120,-541,-39,37,-8664,3989,-5699,7,13325,853,-30433,409715,165,-703,2134,9485
3055,386549,17348,-280,-4142,-544,-38,52,-8129,3342,-5800,7,13328,854,-30444,409770,165,-704,2135,9485
3066,386560,17328,-280,-4080,-538,-40,44,-7594,2695,-5893,7,13326,855,-30451,409826,169,-703,2135,9485
3077,386571,17388,-254,-4104,-535,-40,45,-7060,2050,-5979,7,13325,854,-30454,409882,166,-703,2135,9485
3087,386581,17352,-256,-4028,-532,-45,46,-6527,1407,-6058,7,13319,854,-30453,409937,165,-701,2134,9484
3098,386592,17318,-246,-4124,-533,-43,47,-5994,765,-6130,7,13322,852,-30455,409991,165,-702,2134,9484
3108,386603,17382,-254,-4078,-538,-45,39,-5466,131,-6194,7,13319,851,-30457,410046,166,-701,2133,9484
3119,386613,17364,-264,-4098,-542,-43,45,-4938,-500,-6253,7,13319,850,-30463,410100,165,-700,2133,9484
3130,386624,17366,-246,-4086,-543,-42,39,-4407,-1135,-6305,7,13317,848,-30464,410155,165,-700,2133,9484
3141,386635,17386,-232,-4118,-538,-44,49,-3872,-1771,-6350,7,13318,846,-30462,410209,165,-700,2132,9483
3152,386645,17326,-294,-4124,-539,-40,44,-3338,-2404,-6388,7,13320,848,-30476,410262,165,-700,2133,9484
3162,386656,17370,-270,-4118,-536,-50,41,-2803,-3034,-6419,7,13322,848,-30483,410317,165,-700,2133,9484
3173,386667,17328,-254,-4060,-543,-43,48,-2270,-3659,-6443,7,13319,848,-30487,410373,165,-699,2132,9484
3184,386678,17362,-290,-4112,-543,-40,47,-1737,-4281,-6461,7,13319,850,-30500,410428,165,-699,2133,9484
3195,386689,17368,-262,-4134,-544,-45,40,-1205,-4900,-6472,7,13321,849,-30506,410483,166,-700,2133,9484
3205,386699,17348,-274,-4142,-546,-45,43,-674,-5515,-6476,7,13325,849,-30515,410539,165,-701,2134,9484
3216,386710,17378,-244,-4180,-541,-44,46,-148,-6121,-6473,7,13330,848,-30519,410596,165,-702,2133,9484
3227,386721,17372,-268,-4046,-542,-39,46,376,-6721,-6464,7,13325,848,-30525,410655,165,-700,2133,9484
3237,386731,17390,-276,-4092,-544,-49,43,895,-7313,-6448,7,13324,848,-30533,410712,165,-700,2133,9484
3248,386742,17366,-308,-4118,-542,-44,40,1412,-7900,-6426,7,13325,851,-30549,410768,165,-700,2135,9484
3259,386753,17356,-276,-4096,-540,-42,44,1933,-8488,-6397,7,13324,852,-30557,410824,165,-699,2135,9484
3269,386763,17338,-278,-4126,-542,-34,44,2451,-9073,-6362,7,13325,853,-30567,410878,165,-700,2135,9485
3280,386774,17368,-288,-4062,-544,-40,41,2968,-9653,-6322,7,13322,854,-30575,410933,165,-699,2136,9484
3291,386785,17290,-258,-4176,-537,-48,43,3485,-10230,-6274,7,13329,854,-30585,410985,165,-701,2136,9485
3302,386796,17370,-244,-4036,-541,-42,43,4002,-10806,-6221,7,13323,851,-30582,411041,165,-699,2135,9484
3312,386806,17302,-260,-4068,-542,-34,44,4517,-11379,-6162,7,13321,851,-30586,411095,165,-698,2135,9484
3323,386817,17364,-260,-4166,-541,-43,39,5032,-11951,-6096,7,13325,850,-30593,411150,165,-699,2135,9484
3334,386828,17354,-252,-4142,-536,-38,44,5544,-12518,-6025,7,13328,849,-30598,411208,165,-700,2135,9484
3345,386839,17350,-238,-4102,-542,-38,44,6054,-13083,-5948,7,13327,846,-30599,411266,165,-700,2134,9484
3356,386850,17326,-246,-4116,-539,-40,49,6563,-13644,-5866,7,13329,845,-30602,411325,167,-700,2133,9484
3366,386860,17332,-226,-4076,-532,-50,44,7071,-14203,-5778,7,13327,842,-30600,411385,165,-699,2132,9484
3377,386871,17270,-276,-4074,-536,-53,41,7578,-14759,-5684,7,13327,843,-30610,411442,165,-699,2133,9484
3388,386882,17336,-218,-4110,-543,-41,38,8083,-15315,-5585,7,13328,839,-30607,411500,165,-699,2131,9484
3399,386893,17348,-250,-4114,-542,-41,50,8586,-15867,-5481,7,13328,838,-30611,411558,165,-699,2131,9484
3410,386904,17324,-234,-4092,-547,-41,44,9089,-16418,-5372,7,13328,835,-30613,411614,166,-699,2130,9484
3420,386914,17306,-272,-4026,-540,-35,44,9590,-16967,-5257,7,13321,836,-30626,411669,165,-697,2131,9484
3431,386925,17326,-274,-4118,-542,-50,45,10093,-17515,-5137,7,13324,837,-30635,411723,165,-697,2131,9484
3442,386936,17362,-252,-4154,-541,-42,49,10599,-18065,-5010,7,13327,837,-30638,411780,165,-698,2131,9484
3453,386947,17368,-270,-4112,-539,-47,46,11106,-18615,-4878,7,13328,837,-30646,411838,165,-698,2131,9484
3464,386958,17338,-238,-4098,-536,-49,50,11613,-19163,-4739,7,13328,836,-30648,411896,165,-698,2130,9484
3475,386969,17316,-262,-4088,-541,-41,51,12121,-19709,-4596,7,13327,836,-30655,411953,166,-698,2131,9484
3486,386980,17320,-236,-4068,-534,-37,44,12628,-20255,-4447,7,13324,834,-30657,412010,167,-697,2130,9484
3497,386990,17306,-258,-4114,-544,-38,44,13137,-20799,-4292,7,13326,834,-30663,412064,165,-697,2130,9484
3507,387001,17400,-252,-4152,-533,-40,42,13649,-21343,-4130,7,13328,833,-30665,412120,165,-698,2129,9484
3518,387012,17332,-264,-4094,-536,-40,44,14161,-21886,-3964,7,13328,833,-30673,412176,165,-697,2130,9484
3529,387023,17354,-284,-4078,-539,-42,45,14675,-22427,-3792,7,13325,835,-30685,412233,165,-697,2130,9484
3540,387034,17316,-274,-4090,-539,-40,44,15191,-22967,-3613,7,13325,836,-30695,412290,165,-696,2131,9484
3551,387045,17324,-268,-4102,-539,-45,47,15710,-23506,-3429,7,13325,837,-30703,412347,165,-696,2131,9485
3562,387056,17280,-250,-4062,-544,-50,49,16231,-24043,-3239,7,13324,836,-30708,412404,165,-695,2131,9485
3573,387067,17354,-286,-4080,-536,-48,45,16755,-24580,-3043,7,13322,839,-30721,412461,166,-695,2132,9485
3584,387077,17382,-246,-4106,-539,-47,41,17283,-25116,-2840,7,13322,837,-30723,412517,165,-694,2131,9485
3594,387088,17358,-298,-4026,-539,-36,43,17812,-25651,-2631,7,13315,840,-30741,412572,165,-692,2132,9485
3605,387099,17372,-286,-4082,-536,-44,53,18345,-26183,-2415,7,13313,842,-30754,412624,165,-691,2133,9486
3616,387110,17352,-260,-4108,-544,-45,46,18882,-26715,-2193,7,13314,842,-30759,412672,165,-692,2133,9486
3627,387121,17370,-212,-4036,-541,-46,44,19422,-27245,-1965,7,13309,838,-30750,412722,165,-690,2131,9485
3638,387132,17352,-258,-4062,-540,-46,36,19967,-27775,-1729,7,13306,837,-30755,412769,165,-689,2131,9485
3649,387143,17320,-268,-4084,-541,-38,41,20516,-28303,-1487,8,13305,837,-30765,412814,165,-688,2132,9485
3660,387154,17384,-230,-4122,-544,-39,41,21069,-28829,-1238,7,13306,834,-30761,412861,166,-688,2131,9484
3670,387164,17350,-258,-4110,-550,-36,45,21626,-29354,-982,7,13307,833,-30767,412907,165,-689,2131,9484
3681,387175,17326,-250,-4052,-546,-40,52,22183,-29872,-721,7,13303,833,-30772,412953,165,-687,2130,9484
3692,387186,17352,-272,-4124,-542,-33,50,22746,-30388,-453,7,13305,834,-30782,412997,165,-688,2131,9484
3703,387197,17350,-266,-4078,-537,-31,44,23314,-30903,-176,7,13302,835,-30791,413044,165,-687,2131,9484
3714,387208,17356,-240,-4086,-543,-36,43,23887,-31416,107,7,13301,833,-30791,413090,166,-687,2130,9484
3724,387218,17310,-260,-4072,-538,-41,52,24461,-31922,396,7,13299,833,-30798,413133,165,-686,2130,9484
3735,387229,17306,-262,-4042,-533,-43,46,25042,-32427,693,7,13296,834,-30806,413176,165,-685,2130,9484
3746,387240,17370,-256,-4084,-532,-46,50,25629,-32929,998,9,13295,834,-30811,413218,165,-685,2130,9484
3756,387250,17380,-276,-4026,-540,-41,48,26221,-33430,1311,7,13289,835,-30825,413260,169,-683,2131,9485
3767,387261,17328,-284,-4050,-538,-36,48,26824,-33933,1635,7,13285,838,-30842,413296,165,-681,2132,9486
3778,387272,17370,-332,-4024,-536,-47,48,27435,-34433,1967,7,13280,844,-30879,413330,165,-679,2135,9488
3789,387283,17370,-268,-4050,-533,-51,44,28053,-34930,2308,7,13277,844,-30885,413345,165,-678,2135,9488
3800,387294,17354,-286,-4134,-534,-50,50,28678,-35425,2658,7,13281,846,-30904,413358,166,-679,2136,9490
3810,387304,17300,-272,-4058,-543,-38,46,29309,-35917,3016,7,13279,847,-30913,413363,165,-678,2136,9490
3821,387315,17292,-262,-4092,-542,-35,49,29947,-36406,3383,7,13280,847,-30920,413365,165,-679,2136,9490
3832,387326,17362,-254,-4092,-542,-42,49,30593,-36893,3759,7,13280,847,-30922,413375,165,-679,2136,9489
3843,387337,17394,-240,-4202,-537,-45,47,31249,-37377,4146,7,13288,845,-30922,413393,165,-681,2135,9489
3854,387348,17368,-306,-4094,-537,-43,45,31913,-37858,4542,7,13287,848,-30943,413422,166,-681,2136,9490
3864,387358,17334,-310,-4080,-545,-34,48,32583,-38335,4947,7,13286,852,-30967,413438,165,-680,2138,9491
3875,387369,17374,-232,-4038,-542,-39,42,33262,-38810,5363,7,13281,849,-30955,413439,165,-679,2137,9490
3886,387380,17372,-238,-4020,-538,-50,50,33951,-39281,5788,7,13276,847,-30946,413455,165,-677,2135,9488
3897,387391,17320,-242,-4084,-537,-48,42,34650,-39748,6225,7,13276,845,-30942,413478,165,-677,2135,9488
3907,387401,17354,-270,-4172,-537,-42,49,35358,-40211,6672,7,13283,846,-30953,413508,165,-678,2135,9488
3918,387412,17362,-290,-4136,-536,-44,43,36075,-40671,7131,7,13286,848,-30970,413543,165,-679,2136,9489
3929,387423,17338,-212,-4088,-544,-44,45,36802,-41127,7599,7,13286,843,-30957,413575,165,-679,2134,9488
3940,387434,17352,-242,-4078,-544,-37,45,37538,-41579,8079,7,13285,841,-30956,413617,165,-679,2133,9487
3951,387445,17322,-294,-4128,-545,-43,44,38284,-42026,8570,7,13289,844,-30975,413661,166,-680,2135,9488
3961,387455,17346,-316,-4006,-543,-42,51,39041,-42469,9072,7,13281,849,-30997,413704,165,-677,2136,9489
3972,387466,17342,-262,-4140,-546,-40,52,39808,-42907,9586,7,13285,849,-31005,413734,165,-678,2136,9489
3983,387477,17340,-256,-4096,-545,-46,50,40587,-43341,10112,7,13286,848,-31009,413768,165,-679,2136,9489
3994,387488,17378,-278,-4092,-538,-51,46,41385,-43773,10655,7,13287,850,-31019,413807,165,-678,2136,9489
4005,387499,17318,-250,-4106,-545,-48,47,42193,-44200,11210,7,13289,848,-31022,413842,165,-679,2136,9489
4016,387510,17348,-244,-4072,-540,-38,41,43012,-44622,11779,7,13287,846,-31020,413882,167,-678,2135,9488
4027,387521,17388,-260,-4102,-544,-34,41,43843,-45039,12361,7,13286,845,-31026,413927,166,-678,2135,9488
4037,387531,17352,-244,-4092,-542,-43,48,44687,-45450,12955,7,13286,844,-31025,413971,165,-678,2134,9488
4048,387542,17320,-252,-4106,-535,-45,50,45543,-45854,13562,7,13288,843,-31028,414018,165,-678,2134,9488
4059,387553,17330,-270,-4118,-536,-41,47,46412,-46252,14184,7,13291,844,-31037,414068,165,-679,2134,9488
4070,387564,17396,-294,-4124,-542,-46,47,47295,-46644,14818,7,13293,847,-31052,414119,165,-679,2135,9488
4081,387575,17340,-286,-4096,-535,-39,46,48189,-47030,15467,7,13293,849,-31064,414169,165,-679,2136,9489
4092,387586,17332,-248,-4060,-535,-40,50,49096,-47409,16129,7,13290,848,-31064,414216,165,-678,2135,9488
4103,387597,17334,-262,-4164,-545,-45,56,50017,-47781,16804,7,13296,848,-31072,414265,166,-680,2136,9489
4114,387608,17384,-274,-4104,-542,-44,47,50951,-48146,17495,7,13297,849,-31081,414318,166,-680,2136,9489
4124,387618,17324,-300,-4112,-535,-37,43,51899,-48504,18200,7,13298,852,-31096,414370,165,-680,2137,9489
4135,387629,17348,-252,-4112,-545,-41,45,52859,-48855,18918,7,13299,851,-31100,414418,165,-681,2137,9489
4146,387640,17328,-302,-4090,-544,-43,42,53834,-49198,19651,7,13299,853,-31115,414469,165,-680,2138,9489
4157,387651,17370,-304,-4136,-539,-49,47,54824,-49532,20399,7,13303,856,-31131,414517,165,-681,2139,9490
4168,387662,17374,-244,-4094,-546,-45,42,55826,-49860,21161,7,13302,854,-31132,414559,165,-681,2138,9490
4179,387673,17420,-234,-4056,-539,-43,49,56843,-50178,21936,7,13298,852,-31128,414606,165,-679,2137,9489
4190,387684,17368,-246,-4046,-539,-50,49,57873,-50488,22727,7,13294,850,-31126,414657,165,-678,2136,9488
4201,387695,17350,-252,-4062,-541,-43,53,58915,-50788,23530,7,13292,850,-31128,414709,166,-677,2136,9488
4211,387705,17352,-254,-4072,-542,-44,46,59972,-51080,24349,7,13290,849,-31130,414760,165,-676,2136,9488
4222,387716,17358,-258,-4132,-544,-41,50,61043,-51363,25181,7,13293,849,-31136,414812,165,-677,2135,9488
4233,387727,17378,-274,-4072,-532,-42,42,62128,-51635,26028,7,13291,849,-31143,414866,165,-676,2136,9488
4244,387738,17332,-264,-4086,-538,-40,45,63225,-51898,26889,7,13290,849,-31149,414918,165,-676,2136,9488
4255,387749,17370,-196,-4142,-532,-38,51,64335,-52150,27763,7,13293,844,-31136,414970,165,-677,2133,9487
4266,387760,17370,-238,-4028,-537,-41,45,65458,-52392,28650,7,13287,842,-31137,415025,165,-675,2133,9486
4277,387771,17344,-234,-4134,-541,-46,48,66594,-52624,29550,8,13291,840,-31134,415075,165,-676,2132,9486
4288,387782,17374,-222,-4120,-541,-42,40,67742,-52846,30463,7,13293,836,-31129,415125,166,-676,2131,9485
4299,387792,17330,-248,-4090,-538,-45,45,68902,-53056,31388,7,13293,835,-31132,415170,165,-676,2130,9485
4309,387803,17316,-270,-4114,-538,-40,50,70073,-53255,32324,7,13295,836,-31139,415214,165,-677,2130,9485
4320,387814,17386,-238,-4128,-533,-35,45,71255,-53442,33273,7,13297,834,-31138,415261,165,-677,2130,9484
4331,387825,17370,-282,-4096,-538,-42,45,72449,-53619,34232,7,13296,836,-31150,415306,165,-677,2130,9485
4342,387836,17358,-232,-4150,-538,-44,45,73652,-53783,35201,7,13301,834,-31147,415355,165,-678,2129,9484
4353,387847,17412,-294,-4088,-546,-46,44,74866,-53936,36181,7,13299,836,-31162,415401,165,-678,2130,9485
4364,387858,17318,-246,-4094,-541,-45,46,76087,-54077,37169,7,13300,835,-31165,415451,165,-678,2130,9484
4375,387869,17340,-258,-4040,-539,-49,43,77318,-54205,38167,7,13296,834,-31175,415500,166,-676,2130,9485
4386,387879,17336,-298,-4102,-536,-44,45,78557,-54320,39172,7,13297,838,-31190,415549,165,-676,2131,9485
4396,387890,17372,-278,-4094,-541,-38,50,79801,-54424,40184,7,13296,839,-31200,415604,165,-676,2132,9486
4407,387901,17334,-308,-4064,-538,-41,40,81053,-54514,41204,7,13294,843,-31219,415659,165,-675,2133,9486
4418,387912,17346,-270,-4124,-538,-31,40,82310,-54592,42229,7,13295,843,-31227,415715,165,-676,2134,9486
4429,387923,17344,-252,-4100,-537,-38,42,83572,-54656,43260,7,13296,842,-31230,415773,165,-676,2133,9486
4440,387934,17336,-234,-4106,-536,-46,46,84839,-54707,44293,7,13297,839,-31229,415831,165,-676,2132,9486
4451,387945,17346,-246,-4116,-533,-42,43,86109,-54745,45331,7,13299,838,-31231,415889,169,-676,2132,9486
4462,387956,17372,-214,-4132,-534,-46,49,87382,-54770,46372,7,13302,835,-31227,415947,166,-677,2131,9485
4473,387966,17332,-246,-4096,-531,-48,44,88656,-54781,47414,7,13302,833,-31230,416003,165,-677,2130,9485
4483,387977,17382,-236,-4072,-533,-45,49,89931,-54780,48456,7,13300,832,-31233,416059,165,-676,2130,9485
4494,387988,17364,-246,-4188,-537,-45,55,91205,-54765,49497,7,13307,831,-31231,416112,165,-678,2129,9485
4505,387999,17362,-304,-4156,-536,-39,53,92478,-54737,50538,7,13311,836,-31241,416165,165,-679,2130,9484
4516,388010,17370,-268,-4116,-541,-36,51,93749,-54696,51578,7,13312,837,-31248,416222,165,-679,2130,9484
4527,388021,17350,-296,-4066,-542,-42,49,95018,-54642,52615,7,13309,840,-31260,416279,165,-678,2131,9484
4538,388032,17336,-294,-4076,-535,-39,44,96284,-54574,53649,7,13307,842,-31272,416338,165,-678,2132,9484
4549,388043,17312,-250,-4078,-538,-44,47,97547,-54493,54679,7,13306,842,-31276,416398,166,-677,2132,9484
4560,388053,17372,-222,-4060,-538,-44,53,98803,-54400,55703,7,13303,839,-31276,416458,165,-676,2131,9484
4571,388064,17334,-292,-4112,-534,-41,46,100055,-54293,56722,7,13304,842,-31287,416514,165,-676,2132,9484
4581,388075,17394,-250,-4076,-544,-41,48,101311,-54172,57743,7,13302,841,-31292,416574,165,-675,2131,9484
4592,388086,17332,-256,-4102,-544,-46,48,102559,-54039,58757,7,13303,840,-31297,416632,165,-676,2131,9484
4603,388097,17384,-286,-4088,-545,-46,41,103801,-53893,59763,7,13302,842,-31309,416690,165,-675,2132,9485
4614,388108,17320,-286,-4088,-538,-44,51,105032,-53734,60759,7,13302,844,-31321,416749,165,-675,2133,9485
4625,388119,17364,-256,-4054,-535,-40,48,106254,-53562,61746,7,13298,844,-31325,416808,165,-674,2132,9485
4636,388130,17316,-228,-4050,-539,-41,48,107467,-53378,62723,7,13295,841,-31322,416866,165,-672,2131,9484
4647,388141,17342,-236,-4110,-546,-41,45,108670,-53182,63691,7,13296,839,-31322,416920,165,-673,2130,9484
4658,388152,17334,-288,-4154,-544,-44,45,109862,-52974,64647,7,13301,841,-31334,416972,165,-674,2131,9484
4669,388163,17360,-282,-4084,-538,-45,46,111043,-52754,65591,7,13300,842,-31344,417030,165,-674,2132,9484
4681,388174,17344,-246,-4076,-542,-42,45,112213,-52522,66524,7,13299,841,-31347,417088,165,-673,2131,9484
4691,388185,17340,-266,-4122,-537,-41,44,113370,-52279,67444,7,13301,841,-31354,417145,165,-674,2131,9484
4702,388196,17324,-218,-4134,-529,-40,53,114512,-52023,68349,7,13304,838,-31350,417203,165,-675,2130,9484
4713,388207,17374,-250,-4112,-539,-46,46,115645,-51758,69243,7,13305,837,-31354,417260,165,-675,2130,9484
4724,388218,17422,-238,-4092,-545,-45,45,116764,-51482,70124,7,13304,835,-31357,417317,165,-674,2129,9484
4735,388229,17434,-260,-4072,-542,-43,36,117871,-51194,70993,7,13301,834,-31366,417372,165,-673,2129,9484
4746,388240,17340,-246,-4002,-538,-35,40,118963,-50897,71846,7,13292,833,-31374,417425,165,-670,2129,9484
4757,388251,17336,-226,-4058,-543,-39,42,120041,-50589,72685,7,13289,829,-31373,417475,165,-669,2128,9484
4768,388262,17384,-246,-4054,-541,-38,45,121106,-50272,73510,7,13285,828,-31380,417521,165,-668,2128,9484
4779,388273,17248,-250,-4064,-543,-37,44,122156,-49945,74320,7,13284,827,-31385,417563,166,-668,2128,9484
4790,388284,17346,-254,-4040,-541,-48,48,123193,-49608,75115,7,13281,827,-31395,417606,166,-666,2128,9485
4801,388295,17352,-218,-4090,-542,-53,50,124216,-49262,75896,7,13282,824,-31388,417648,166,-666,2126,9484
4812,388306,17296,-218,-4100,-544,-46,43,125225,-48908,76663,7,13284,821,-31379,417683,166,-667,2125,9483
4823,388317,17338,-254,-4052,-532,-48,39,126220,-48543,77414,7,13281,820,-31390,417709,166,-666,2125,9483
4834,388327,17402,-254,-4052,-540,-41,48,127200,-48171,78151,7,13277,820,-31402,417740,165,-664,2125,9484
4845,388338,17336,-282,-4158,-538,-42,46,128167,-47789,78874,7,13283,822,-31410,417772,165,-666,2126,9484
4856,388349,17348,-306,-4068,-538,-39,44,129119,-47400,79582,7,13281,826,-31435,417811,165,-665,2128,9485
4867,388360,17350,-282,-4178,-532,-40,39,130059,-47002,80276,7,13288,828,-31444,417859,165,-667,2128,9485
4877,388371,17364,-326,-4064,-535,-43,40,130984,-46597,80955,7,13285,833,-31470,417912,165,-666,2130,9487
4888,388382,17342,-286,-4068,-536,-41,40,131896,-46184,81621,7,13283,835,-31485,417965,165,-666,2131,9487
4899,388393,17386,-252,-4084,-536,-41,44,132794,-45764,82271,7,13282,834,-31488,418015,165,-665,2131,9487
4910,388404,17344,-250,-4128,-531,-43,45,133679,-45337,82908,7,13285,833,-31490,418066,165,-666,2131,9487
4921,388415,17344,-246,-4096,-538,-45,40,134552,-44903,83531,7,13286,832,-31493,418119,165,-666,2130,9486
4932,388426,17300,-248,-4066,-540,-44,42,135411,-44462,84141,7,13285,831,-31496,418172,165,-665,2130,9486
4943,388437,17332,-256,-4128,-542,-40,46,136258,-44016,84737,7,13288,830,-31501,418226,165,-666,2130,9486
4954,388448,17316,-256,-4074,-544,-48,44,137093,-43563,85320,7,13288,830,-31507,418282,165,-666,2130,9486
4965,388459,17354,-240,-4090,-531,-49,48,137915,-43103,85888,7,13288,829,-31508,418338,165,-666,2129,9486
4976,388470,17330,-268,-4040,-542,-41,43,138725,-42638,86445,7,13284,829,-31519,418394,165,-664,2130,9486
4987,388481,17348,-248,-4090,-549,-44,38,139524,-42167,86990,7,13284,828,-31523,418447,165,-664,2129,9486
4998,388492,17400,-230,-4160,-541,-47,41,140311,-41690,87522,7,13289,825,-31520,418502,165,-665,2128,9485
5009,388503,17320,-226,-4098,-539,-40,46,141086,-41207,88040,7,13290,822,-31518,418557,165,-666,2127,9485
5020,388514,17310,-224,-4050,-542,-42,48,141850,-40720,88547,7,13287,820,-31519,418611,165,-665,2126,9485
5031,388525,17388,-274,-4066,-540,-40,44,142603,-40227,89041,7,13284,821,-31533,418661,165,-664,2127,9485
5042,388536,17332,-236,-4086,-542,-43,44,143346,-39729,89525,7,13284,819,-31534,418713,165,-663,2127,9485
5053,388547,17356,-286,-4034,-544,-42,48,144078,-39227,89996,7,13279,822,-31554,418763,165,-662,2128,9486
5064,388558,17310,-292,-4076,-540,-34,53,144798,-38720,90456,7,13278,825,-31574,418813,165,-662,2129,9487
5075,388569,17344,-296,-4088,-538,-48,44,145510,-38208,90904,8,13278,829,-31593,418863,165,-661,2130,9488
5086,388580,17350,-232,-4088,-544,-42,46,146213,-37692,91342,7,13278,826,-31591,418912,167,-661,2129,9488
5097,388591,17382,-270,-4096,-539,-53,50,146906,-37171,91770,7,13279,828,-31601,418963,166,-661,2130,9488
5108,388602,17406,-256,-4062,-537,-52,41,147590,-36645,92186,7,13277,827,-31607,419014,166,-660,2130,9488
5119,388613,17350,-266,-4056,-543,-45,38,148265,-36116,92593,7,13274,827,-31617,419062,166,-659,2130,9488
5130,388624,17380,-262,-4132,-543,-32,42,148930,-35582,92990,7,13276,827,-31624,419108,166,-660,2130,9488
5141,388634,17334,-264,-4060,-541,-47,49,149587,-35046,93376,7,13275,828,-31633,419156,165,-659,2130,9488
5152,388645,17350,-220,-4062,-536,-35,48,150234,-34505,93751,7,13272,825,-31627,419202,169,-658,2129,9487
5163,388656,17356,-288,-4176,-543,-33,45,150874,-33961,94119,7,13278,827,-31642,419250,165,-660,2130,9488
5173,388667,17374,-304,-4072,-538,-43,45,151506,-33413,94476,7,13276,831,-31662,419302,165,-660,2132,9489
5184,388678,17330,-272,-4070,-541,-42,46,152130,-32861,94824,7,13275,832,-31672,419348,165,-659,2132,9489
5195,388689,17352,-232,-4054,-545,-39,40,152747,-32307,95163,7,13272,829,-31669,419391,165,-658,2131,9488
5206,388700,17354,-294,-4058,-542,-42,43,153356,-31749,95494,7,13270,832,-31687,419438,165,-657,2132,9489
5217,388711,17328,-272,-4088,-536,-41,42,153958,-31188,95815,7,13270,833,-31697,419477,165,-657,2133,9490
5228,388722,17312,-232,-4126,-535,-41,53,154552,-30624,96127,7,13274,831,-31696,419515,165,-658,2132,9489
5239,388733,17352,-252,-4028,-539,-38,54,155140,-30058,96431,7,13269,831,-31698,419561,165,-657,2132,9489
