pc_t_ms,t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,mad_roll_mdeg,mad_pitch_mdeg,mad_yaw_mdeg,mad_us,ekf_roll_mdeg,ekf_pitch_mdeg,ekf_yaw_mdeg,traceP_1e6,ekf_us,bx_uradps,by_uradps,bz_uradps
809,384303,17360,-298,-4092,-548,-44,48,-171418,-1576,104721,7,13294,857,-29114,398215,165,-731,2126,9484
820,384314,17382,-212,-4122,-545,-42,49,-170983,-929,104622,7,13296,853,-29140,398250,165,-732,2125,9487
831,384325,17310,-268,-4084,-539,-43,45,-170550,-288,104518,7,13296,853,-29145,398290,165,-732,2125,9487
842,384336,17356,-266,-4032,-542,-45,45,-170116,353,104409,7,13290,853,-29154,398333,165,-730,2125,9487
853,384347,17352,-278,-4058,-540,-41,45,-169684,988,104296,7,13287,854,-29157,398381,166,-729,2125,9487
864,384358,17374,-256,-4176,-541,-44,50,-169251,1623,104178,7,13294,853,-29165,398432,166,-731,2125,9487
875,384369,17382,-268,-4106,-535,-40,41,-168812,2262,104054,7,13294,853,-29170,398481,165,-731,2125,9487
886,384379,17342,-242,-4078,-537,-45,38,-168372,2901,103925,7,13293,850,-29183,398531,165,-730,2125,9488
897,384390,17340,-258,-4070,-538,-38,41,-167930,3539,103792,7,13291,849,-29191,398583,165,-729,2125,9488
908,384401,17306,-260,-4060,-545,-45,47,-167485,4176,103653,7,13289,849,-29200,398637,165,-728,2125,9488
919,384412,17360,-282,-4120,-544,-48,44,-167039,4813,103510,7,13292,850,-29202,398694,165,-729,2125,9488
930,384423,17384,-280,-4146,-536,-43,53,-166590,5447,103361,7,13295,852,-29205,398750,165,-730,2125,9487
941,384434,17362,-252,-4090,-547,-46,51,-166139,6081,103208,7,13295,851,-29215,398805,165,-730,2125,9488
952,384445,17336,-254,-4084,-541,-46,42,-165685,6715,103049,7,13295,850,-29223,398861,165,-729,2125,9488
963,384456,17360,-254,-4134,-545,-44,43,-165229,7348,102885,7,13298,848,-29231,398918,165,-730,2125,9488
973,384467,17354,-278,-4158,-533,-45,42,-164770,7979,102715,7,13303,849,-29232,398975,169,-732,2125,9488
984,384478,17358,-278,-4130,-539,-45,41,-164308,8610,102539,7,13306,850,-29235,399030,165,-732,2125,9487
995,384489,17330,-268,-4106,-536,-41,40,-163844,9240,102358,7,13307,850,-29240,399085,165,-732,2125,9487
1006,384500,17322,-280,-4144,-541,-37,46,-163377,9868,102172,7,13311,851,-29242,399139,165,-734,2126,9486
1017,384511,17360,-266,-4098,-547,-45,47,-162906,10494,101981,7,13311,851,-29249,399192,165,-734,2126,9486
1028,384522,17374,-222,-4092,-543,-53,44,-162427,11125,101783,7,13311,847,-29265,399246,165,-733,2125,9488
1040,384533,17350,-234,-4086,-538,-40,45,-161946,11754,101578,7,13310,845,-29277,399303,165,-733,2124,9489
1051,384544,17386,-274,-4098,-539,-44,48,-161461,12381,101367,7,13309,846,-29282,399361,165,-732,2124,9489
1062,384555,17346,-310,-4074,-538,-45,42,-160972,13007,101150,7,13307,850,-29282,399419,165,-731,2125,9487
1073,384566,17360,-254,-4078,-539,-47,42,-160479,13632,100927,7,13306,848,-29290,399479,165,-730,2125,9488
1084,384577,17328,-274,-4102,-542,-51,41,-159981,14255,100698,7,13307,849,-29295,399540,165,-731,2125,9487
1095,384588,17336,-268,-4070,-539,-43,48,-159480,14876,100463,7,13305,849,-29301,399601,165,-730,2125,9487
1106,384599,17372,-272,-4026,-537,-47,44,-158974,15495,100222,7,13299,850,-29307,399663,165,-727,2126,9487
1117,384610,17370,-308,-4044,-536,-41,42,-158465,16113,99973,7,13295,853,-29312,399726,165,-726,2127,9486
1128,384621,17340,-262,-4092,-547,-45,44,-157954,16724,99721,7,13295,853,-29319,399788,165,-726,2126,9486
1139,384632,17372,-264,-4016,-538,-39,40,-157439,17333,99462,7,13288,852,-29323,399850,165,-723,2126,9486
1150,384643,17356,-254,-4078,-543,-44,41,-156919,17940,99196,7,13286,850,-29328,399912,165,-723,2126,9486
1161,384654,17386,-268,-4116,-546,-36,50,-156395,18545,98924,7,13287,851,-29336,399973,165,-723,2126,9486
1172,384665,17366,-276,-4120,-538,-46,48,-155865,19147,98645,7,13290,852,-29343,400035,165,-723,2126,9486
1183,384676,17370,-246,-4102,-540,-40,44,-155329,19748,98358,7,13290,850,-29348,400096,165,-723,2126,9486
1194,384687,17370,-274,-4068,-544,-40,53,-154789,20346,98065,7,13287,851,-29355,400158,165,-722,2126,9486
1204,384698,17348,-246,-4134,-542,-52,49,-154242,20941,97765,7,13292,850,-29360,400219,165,-723,2125,9486
1215,384709,17338,-288,-4098,-535,-45,46,-153689,21535,97457,7,13292,852,-29368,400281,165,-723,2126,9486
1226,384720,17362,-254,-4122,-533,-49,38,-153130,22126,97140,7,13295,851,-29373,400343,165,-724,2126,9486
1237,384731,17332,-278,-4026,-533,-51,46,-152564,22714,96816,7,13290,852,-29379,400405,165,-722,2126,9486
1248,384742,17364,-220,-4078,-545,-50,47,-151993,23299,96485,7,13289,848,-29380,400466,165,-721,2125,9486
1259,384753,17386,-252,-4094,-538,-47,45,-151415,23882,96146,7,13289,847,-29385,400526,165,-721,2124,9486
1270,384764,17342,-246,-4074,-544,-37,51,-150832,24461,95800,7,13287,846,-29390,400585,165,-720,2124,9486
1281,384775,17348,-292,-4118,-541,-44,39,-150240,25039,95444,7,13290,847,-29400,400644,165,-721,2125,9486
1292,384786,17370,-274,-4082,-545,-42,49,-149643,25612,95081,7,13289,848,-29408,400704,165,-720,2125,9486
1303,384797,17350,-278,-4032,-543,-46,45,-149037,26183,94709,7,13284,849,-29417,400764,165,-719,2125,9486
1314,384808,17352,-260,-4090,-545,-41,37,-148425,26751,94328,7,13284,848,-29422,400822,165,-718,2125,9486
1325,384819,17394,-216,-4094,-545,-36,46,-147805,27315,93939,7,13283,844,-29421,400880,165,-718,2124,9486
1336,384830,17354,-256,-4118,-545,-41,43,-147177,27875,93540,7,13285,843,-29426,400937,165,-719,2124,9486
1347,384841,17356,-266,-4118,-538,-47,40,-146541,28432,93132,7,13287,843,-29432,400994,165,-719,2124,9486
1358,384852,17374,-264,-4094,-534,-38,43,-145896,28985,92714,7,13287,843,-29438,401052,165,-719,2124,9486
1369,384863,17336,-228,-4086,-542,-47,43,-145243,29534,92288,7,13287,840,-29439,401109,166,-719,2123,9486
1380,384874,17324,-312,-4088,-545,-49,44,-144581,30079,91852,7,13288,844,-29454,401165,166,-719,2124,9486
1391,384885,17346,-242,-4106,-540,-45,40,-143911,30620,91405,7,13289,842,-29457,401223,166,-719,2124,9486
1402,384896,17402,-226,-4116,-535,-44,40,-143231,31156,90948,7,13290,838,-29457,401282,166,-719,2123,9486
1413,384906,17340,-240,-4084,-544,-40,42,-142543,31688,90482,7,13289,836,-29461,401339,165,-719,2122,9486
1424,384917,17324,-218,-4108,-533,-44,47,-141845,32215,90005,7,13291,833,-29460,401394,165,-719,2121,9486
1435,384928,17320,-292,-4122,-539,-38,45,-141138,32738,89517,7,13294,835,-29468,401447,165,-720,2122,9485
1446,384939,17382,-264,-4068,-544,-46,45,-140420,33256,89020,7,13292,835,-29478,401504,165,-719,2122,9486
1457,384950,17316,-280,-4132,-543,-45,48,-139692,33769,88511,7,13296,837,-29485,401560,165,-720,2122,9485
1468,384961,17398,-250,-4046,-542,-46,46,-138955,34276,87991,7,13291,836,-29493,401618,165,-718,2122,9486
1479,384972,17352,-304,-4140,-536,-45,44,-138206,34779,87459,7,13295,840,-29504,401674,165,-719,2123,9486
1490,384983,17386,-266,-4094,-540,-44,49,-137448,35275,86917,7,13295,840,-29511,401734,165,-719,2123,9486
1500,384994,17364,-236,-4064,-540,-50,40,-136677,35766,86362,7,13293,838,-29514,401793,165,-718,2123,9486
1511,385005,17368,-278,-4088,-539,-42,40,-135896,36251,85796,7,13292,839,-29523,401850,165,-718,2123,9486
1522,385016,17390,-292,-4090,-539,-42,45,-135105,36730,85217,7,13291,841,-29535,401909,165,-717,2124,9486
1533,385027,17362,-264,-4070,-538,-44,39,-134301,37203,84627,7,13289,841,-29541,401967,165,-716,2124,9486
1544,385038,17354,-324,-4118,-539,-40,40,-133486,37669,84024,7,13291,845,-29559,402024,165,-717,2126,9486
1555,385049,17310,-278,-4136,-539,-44,39,-132659,38129,83409,7,13295,846,-29570,402081,165,-718,2127,9487
1566,385060,17366,-262,-4078,-538,-37,41,-131820,38582,82781,7,13293,846,-29575,402139,165,-717,2127,9486
1577,385071,17360,-230,-4116,-545,-40,51,-130971,39028,82142,7,13295,843,-29576,402197,165,-718,2126,9486
1588,385082,17354,-278,-4104,-539,-40,44,-130108,39466,81489,7,13295,844,-29585,402256,165,-718,2126,9486
1599,385093,17314,-264,-4064,-539,-43,51,-129233,39897,80823,7,13293,845,-29591,402315,165,-717,2126,9486
1610,385104,17388,-238,-4124,-543,-42,52,-128346,40320,80146,7,13295,843,-29594,402374,165,-717,2125,9486
1621,385115,17366,-272,-4126,-539,-42,45,-127445,40735,79454,7,13297,844,-29602,402433,165,-718,2126,9486
1632,385126,17314,-254,-4090,-535,-53,42,-126531,41143,78748,7,13298,843,-29606,402492,165,-718,2125,9486
1643,385137,17344,-304,-4092,-531,-47,46,-125604,41541,78030,7,13299,846,-29618,402552,165,-718,2127,9486
1654,385148,17380,-270,-4118,-540,-55,48,-124665,41931,77298,7,13301,847,-29625,402612,165,-718,2127,9486
1665,385159,17360,-254,-4188,-542,-37,41,-123714,42313,76554,7,13308,846,-29634,402671,166,-720,2127,9487
1676,385170,17346,-256,-4104,-542,-44,43,-122749,42686,75795,7,13308,845,-29639,402732,171,-720,2126,9487
1687,385181,17314,-292,-4104,-537,-47,54,-121770,43049,75024,7,13310,848,-29649,402792,166,-720,2127,9487
1698,385192,17324,-296,-4096,-526,-52,41,-120778,43401,74238,7,13311,851,-29657,402853,166,-720,2128,9487
1709,385203,17364,-266,-4072,-536,-46,45,-119774,43745,73439,7,13309,851,-29660,402912,166,-719,2128,9486
1720,385213,17346,-266,-4108,-543,-43,44,-118757,44079,72628,7,13310,851,-29667,402972,165,-719,2128,9486
1731,385224,17360,-266,-4140,-542,-45,47,-117728,44403,71805,7,13313,851,-29676,403031,165,-720,2128,9487
1742,385235,17378,-244,-4100,-542,-46,46,-116686,44716,70968,7,13313,849,-29680,403091,165,-720,2128,9487
1753,385246,17328,-278,-4110,-530,-45,41,-115631,45017,70117,7,13314,850,-29687,403152,165,-720,2128,9487
1764,385257,17356,-260,-4078,-544,-37,41,-114564,45309,69254,7,13312,849,-29691,403212,165,-719,2128,9486
1775,385268,17338,-252,-4114,-549,-45,42,-113484,45590,68379,7,13314,847,-29697,403272,165,-720,2128,9486
1786,385279,17328,-218,-4126,-535,-48,42,-112392,45858,67492,7,13317,843,-29699,403333,165,-720,2126,9487
1796,385290,17360,-270,-4052,-541,-46,46,-111289,46115,66593,7,13313,844,-29706,403395,165,-719,2127,9487
1807,385301,17344,-246,-4088,-538,-44,40,-110174,46360,65682,7,13312,842,-29709,403456,165,-718,2126,9487
1819,385312,17362,-262,-4068,-539,-43,44,-109049,46592,64760,7,13309,842,-29715,403517,165,-717,2126,9487
1829,385323,17360,-280,-4066,-538,-48,38,-107911,46812,63827,7,13307,843,-29723,403576,165,-716,2127,9487
1840,385334,17312,-308,-4152,-542,-48,45,-106764,47020,62884,7,13313,846,-29739,403635,165,-718,2128,9487
1851,385345,17340,-252,-4130,-532,-48,46,-105607,47215,61931,7,13316,846,-29744,403693,165,-719,2128,9487
1862,385356,17354,-320,-4086,-536,-44,47,-104441,47396,60969,7,13315,850,-29757,403753,165,-718,2129,9487
1873,385367,17356,-252,-4112,-534,-43,41,-103266,47564,59997,7,13315,849,-29761,403810,165,-718,2129,9487
1884,385378,17366,-288,-4090,-535,-42,47,-102082,47719,59017,7,13314,851,-29769,403868,165,-718,2130,9487
1895,385389,17392,-268,-4070,-532,-44,43,-100891,47860,58030,7,13311,851,-29772,403925,165,-716,2129,9486
1906,385400,17334,-272,-4062,-536,-52,45,-99691,47988,57035,7,13309,852,-29776,403981,165,-715,2130,9486
1917,385411,17332,-270,-4172,-545,-40,38,-98495,48101,56041,7,13315,851,-29789,404036,165,-717,2130,9487
1928,385422,17350,-308,-4114,-542,-53,44,-97292,48201,55042,7,13317,855,-29802,404092,166,-717,2131,9487
1939,385432,17354,-250,-4116,-542,-37,42,-96085,48287,54037,7,13318,853,-29807,404146,165,-718,2131,9487
1950,385443,17346,-288,-4100,-540,-43,45,-94872,48358,53028,7,13318,855,-29815,404200,165,-717,2131,9487
1960,385454,17366,-216,-4092,-533,-40,43,-93656,48415,52015,7,13317,851,-29812,404254,165,-717,2130,9487
1971,385465,17338,-276,-4142,-534,-48,47,-92437,48457,50999,7,13321,852,-29822,404311,165,-718,2130,9487
1982,385476,17338,-260,-4182,-540,-42,45,-91215,48486,49981,7,13327,851,-29833,404368,165,-720,2130,9487
1993,385487,17328,-264,-4170,-543,-41,47,-89991,48501,48961,7,13333,851,-29844,404425,165,-722,2130,9488
2004,385498,17324,-258,-4072,-540,-46,38,-88764,48501,47939,7,13331,850,-29847,404481,165,-721,2130,9488
2015,385509,17374,-244,-4070,-544,-36,49,-87540,48487,46919,7,13327,848,-29850,404539,166,-719,2130,9488
2026,385520,17380,-244,-4034,-539,-40,50,-86315,48458,45899,7,13321,847,-29850,404598,165,-717,2129,9487
2037,385530,17378,-262,-4110,-538,-47,43,-85090,48414,44880,7,13321,846,-29856,404657,165,-717,2129,9487
2047,385541,17358,-264,-4098,-539,-38,44,-83867,48357,43863,7,13320,846,-29862,404715,165,-717,2129,9487
2058,385552,17336,-278,-4070,-539,-39,55,-82648,48285,42850,7,13318,848,-29869,404774,165,-716,2129,9487
2069,385563,17362,-262,-4086,-539,-36,41,-81430,48199,41839,7,13316,848,-29874,404831,165,-715,2129,9487
2080,385574,17368,-288,-4078,-534,-39,40,-80217,48097,40832,7,13313,849,-29883,404888,165,-714,2130,9487
2091,385585,17344,-254,-4200,-543,-38,43,-79008,47983,39830,7,13321,848,-29892,404944,165,-717,2130,9487
2102,385596,17362,-268,-4126,-538,-42,45,-77804,47854,38835,7,13323,848,-29899,405002,166,-717,2130,9488
2113,385607,17368,-238,-4078,-532,-42,38,-76605,47711,37845,7,13320,846,-29899,405060,166,-716,2129,9487
2124,385617,17396,-234,-4092,-544,-40,42,-75413,47555,36862,7,13318,843,-29901,405119,165,-716,2128,9487
2134,385628,17374,-258,-4158,-538,-46,44,-74228,47384,35887,7,13323,842,-29906,405178,165,-717,2128,9487
2145,385639,17312,-270,-4134,-546,-42,48,-73050,47201,34920,7,13326,843,-29914,405238,165,-718,2128,9487
2156,385650,17310,-286,-4154,-541,-38,40,-71880,47004,33961,7,13331,845,-29924,405299,165,-719,2129,9487
2167,385661,17330,-264,-4102,-540,-43,43,-70719,46794,33012,7,13331,844,-29930,405360,165,-719,2129,9487
2178,385672,17366,-260,-4078,-543,-42,41,-69566,46570,32072,7,13328,844,-29936,405422,165,-718,2129,9487
2189,385683,17376,-272,-4162,-539,-37,46,-68424,46334,31143,7,13332,844,-29944,405483,166,-719,2129,9487
2200,385694,17340,-272,-4114,-540,-42,45,-67291,46084,30224,7,13333,845,-29951,405545,166,-719,2129,9487
2211,385704,17410,-266,-4110,-538,-41,47,-66169,45823,29317,7,13332,845,-29957,405606,165,-719,2129,9487
2221,385715,17362,-248,-4110,-537,-46,42,-65056,45548,28421,7,13332,844,-29961,405668,165,-719,2129,9487
2232,385726,17334,-260,-4114,-538,-48,47,-63954,45262,27536,7,13334,844,-29967,405729,165,-719,2129,9487
2243,385737,17346,-254,-4116,-543,-43,40,-62863,44964,26663,7,13335,842,-29973,405791,165,-719,2129,9487
2254,385748,17336,-274,-4106,-549,-34,45,-61784,44655,25802,7,13334,843,-29981,405853,165,-719,2129,9487
2265,385759,17364,-316,-4144,-545,-38,45,-60716,44334,24953,7,13336,847,-29993,405915,165,-720,2130,9487
2276,385770,17346,-288,-4088,-534,-42,45,-59660,44001,24118,7,13335,849,-29999,405976,167,-719,2131,9487
2287,385781,17356,-282,-4106,-531,-40,42,-58616,43657,23296,7,13335,850,-30006,406036,166,-719,2132,9486
2298,385791,17294,-266,-4110,-537,-42,45,-57584,43302,22487,7,13336,851,-30013,406095,165,-719,2132,9487
2308,385802,17350,-262,-4062,-540,-43,45,-56563,42937,21690,7,13332,850,-30015,406155,165,-718,2131,9486
2319,385813,17352,-284,-4086,-536,-34,42,-55556,42561,20907,7,13330,852,-30022,406215,165,-717,2132,9486
2330,385824,17372,-246,-4104,-537,-39,47,-54561,42175,20138,7,13329,850,-30024,406274,165,-717,2131,9486
2341,385835,17370,-242,-4102,-541,-41,39,-53577,41780,19381,7,13328,848,-30026,406334,165,-716,2131,9486
2352,385846,17384,-230,-4074,-536,-40,44,-52606,41374,18639,7,13325,845,-30025,406394,165,-715,2130,9485
2363,385857,17340,-256,-4088,-543,-45,44,-51646,40960,17909,7,13324,844,-30029,406453,165,-715,2129,9485
2374,385868,17306,-256,-4092,-549,-43,47,-50698,40536,17192,7,13324,843,-30035,406511,169,-715,2129,9485
2385,385878,17368,-242,-4104,-539,-43,48,-49762,40103,16489,7,13324,842,-30037,406569,165,-714,2129,9485
2395,385889,17354,-254,-4212,-541,-42,46,-48839,39662,15800,7,13332,841,-30043,406627,165,-717,2128,9485
2406,385900,17306,-302,-4068,-542,-51,52,-47926,39212,15124,7,13331,845,-30055,406687,165,-716,2130,9485
2417,385911,17342,-284,-4126,-548,-49,47,-47026,38755,14461,7,13333,847,-30065,406747,165,-716,2130,9485
2428,385922,17368,-272,-4098,-539,-45,47,-46138,38288,13812,7,13332,847,-30072,406808,165,-716,2130,9485
2439,385933,17322,-270,-4096,-533,-41,46,-45261,37813,13176,7,13332,848,-30078,406868,165,-716,2131,9485
2450,385944,17368,-248,-4134,-540,-54,48,-44396,37331,12553,7,13335,847,-30083,406929,165,-716,2130,9485
2461,385955,17336,-236,-4050,-535,-50,50,-43541,36841,11943,7,13331,845,-30083,406989,166,-715,2129,9485
2472,385965,17350,-254,-4066,-542,-41,45,-42698,36344,11345,7,13328,844,-30087,407048,165,-713,2129,9485
2482,385976,17378,-290,-4158,-539,-38,44,-41867,35839,10760,7,13331,846,-30098,407105,165,-714,2130,9485
2493,385987,17368,-270,-4124,-539,-41,42,-41045,35328,10187,7,13332,846,-30106,407164,165,-715,2130,9485
2504,385998,17362,-294,-4050,-543,-49,44,-40234,34810,9626,7,13328,848,-30115,407224,165,-713,2131,9485
2515,386009,17326,-272,-4162,-548,-48,45,-39438,34290,9081,7,13333,849,-30127,407280,165,-714,2131,9485
2526,386020,17360,-304,-4070,-540,-45,51,-38654,33764,8550,7,13330,852,-30137,407339,167,-713,2132,9485
2537,386030,17318,-224,-4054,-539,-38,49,-37880,33231,8029,7,13326,849,-30131,407395,165,-712,2131,9484
2547,386041,17374,-252,-4022,-545,-39,44,-37115,32692,7520,7,13319,848,-30131,407451,165,-710,2130,9484
2558,386052,17336,-280,-4168,-541,-40,42,-36359,32148,7022,7,13324,849,-30144,407502,165,-711,2131,9484
2569,386063,17372,-286,-4036,-535,-51,43,-35612,31597,6537,7,13319,850,-30151,407557,165,-709,2131,9484
2580,386074,17348,-252,-4056,-540,-41,40,-34874,31041,6061,7,13315,849,-30151,407608,166,-708,2131,9483
2590,386084,17324,-266,-4050,-530,-41,43,-34145,30480,5598,7,13312,849,-30154,407657,165,-706,2131,9483
2601,386095,17290,-242,-4158,-537,-35,51,-33425,29914,5145,7,13317,848,-30156,407703,165,-708,2130,9483
2612,386106,17358,-252,-4052,-539,-46,47,-32713,29343,4702,7,13313,847,-30157,407753,165,-707,2130,9483
2623,386117,17398,-296,-4094,-533,-47,44,-32009,28768,4271,7,13312,849,-30172,407801,165,-706,2131,9483
2634,386128,17376,-242,-4178,-540,-48,45,-31312,28188,3849,7,13318,847,-30174,407849,166,-708,2130,9483
2644,386138,17370,-298,-4058,-531,-53,41,-30623,27602,3438,7,13315,850,-30186,407900,165,-706,2131,9483
2655,386149,17350,-244,-4046,-535,-48,44,-29942,27013,3036,7,13311,848,-30183,407950,165,-705,2130,9483
2666,386160,17348,-284,-4050,-536,-42,41,-29268,26419,2645,7,13307,849,-30194,407995,165,-703,2131,9483
2677,386171,17314,-312,-4080,-536,-44,49,-28600,25821,2263,7,13307,854,-30216,408038,165,-703,2133,9484
2688,386182,17364,-232,-4062,-542,-39,44,-27941,25220,1891,7,13303,851,-30207,408080,166,-702,2131,9483
2698,386192,17348,-282,-4146,-545,-46,41,-27286,24615,1527,7,13307,852,-30222,408122,165,-703,2132,9483
2709,386203,17308,-274,-4104,-534,-48,42,-26638,24005,1174,7,13309,852,-30232,408166,165,-703,2132,9484
