t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
2820.086,0,-1,1,1,-1,0,-2,0
2821.083,0,2,-2,-2,-2,-1,0,0
2821.083,-1,-5,1,-1,-1,-1,-2,-1
2834.377,0,0,-2,-2,-1,1,-1,0
2834.377,-1,0,-1,0,0,0,-1,0
2835.41,-1,-2,4,1,0,1,1,0
2835.41,-3,0,0,-2,-1,-3,1,-1
2856.521,-3,-4,0,1,0,-2,1,0
2856.521,1,-1,-3,-1,0,-1,-1,-1
2857.536,0,2,1,-1,0,-1,-1,-1
2857.536,1,-3,-2,-1,-1,0,1,0
2880.349,-1,1,-1,-1,-2,1,1,1
2880.349,-2,-2,-3,-1,-1,-1,-4,-1
2880.349,0,-1,-3,-2,-2,0,1,0
2880.349,0,0,9,4,1,0,2,0
2902.316,1,0,-3,-3,-1,-2,-1,0
2902.316,-2,-3,-1,0,1,0,0,-1
2903.386,2,1,0,-1,0,0,1,0
2903.386,-1,0,-5,-1,0,0,-1,-1
2923.896,-2,-3,1,0,0,1,-1,0
2923.896,0,2,6,1,0,2,0,0
2931.629,-1,1,0,0,0,0,-1,-1
2931.629,0,-1,-3,-1,0,0,1,1
2940.047,0,5,-7,-1,-1,-3,0,-3
2940.047,0,-2,-4,-1,-1,0,0,1
2941.044,0,0,-1,0,1,-1,-2,0
2941.044,-1,-1,-1,-3,-1,0,0,1
2954.154,1,-1,-5,0,-1,-2,-1,0
2954.154,0,-1,3,-1,-1,-2,1,-1
2955.238,0,-1,-1,0,0,0,-1,-1
2955.238,0,1,-1,1,0,-1,-1,-3
2976.318,-2,-1,0,-2,0,1,0,-1
2976.318,1,1,-1,0,-1,0,0,0
2977.314,-1,-2,4,3,-2,-2,0,0
2977.314,-1,-1,-1,0,-2,0,-2,-1
2999.483,-2,0,1,2,0,1,0,1
2999.483,-1,-1,0,-2,1,0,1,-2
3000.509,-1,0,-3,-1,1,-1,0,-1
3000.509,2,1,0,-1,0,-1,-1,-2
3013.426,-2,-1,2,1,-1,-2,2,1
3013.426,-2,1,0,-3,0,-1,-1,-1
3028.734,1,-1,-2,-1,-1,0,-1,0
3028.734,-1,-2,-3,-1,0,1,-1,0
3036.597,0,-1,1,1,3,1,1,-2
3036.597,-2,-2,0,0,-3,0,0,1
3037.65,0,0,1,1,0,-1,0,-1
3037.65,0,0,-2,3,-3,-1,0,0
3059.015,0,1,-3,-1,-2,0,-1,1
3059.015,0,1,-1,-1,0,1,0,-2
3060.502,-1,-3,1,-1,-1,-1,-1,0
3060.502,-2,1,-1,1,-2,1,-2,1
3074.094,-2,-1,0,0,1,-1,-1,-1
3074.094,-1,-1,-1,0,-1,-2,1,0
3081.793,1,-1,0,1,-2,0,-3,0
3081.793,2,2,-3,-2,0,0,0,-2
3104.984,-1,0,-1,-2,-2,-1,0,0
3104.984,-2,-5,4,0,2,0,-1,0
3106.019,1,1,-1,-1,-1,0,0,1
3106.019,-1,1,0,-2,-1,0,-2,0
3119.955,0,-1,-1,-2,-1,1,-3,-1
3119.955,-1,2,-7,-3,-2,0,2,1
3120.951,-2,-5,2,-2,-4,-1,0,1
3120.951,-2,-1,-1,2,3,-1,0,0
3133.273,2,2,2,0,-1,-1,1,1
3133.273,-1,0,-3,2,1,-2,0,1
3141.571,0,0,1,0,1,0,-1,-1
3141.571,-1,0,1,1,0,0,0,0
3156.859,-1,-1,-2,0,0,-1,0,-1
3156.859,1,-2,-3,0,-1,-1,-2,-2
3157.927,-2,0,0,1,0,1,3,-2
3157.927,-1,-2,-1,-1,-1,0,-1,-1
3180.397,1,-2,-1,0,3,-1,-1,-1
3180.397,-1,1,0,-1,-3,-2,-1,-1
3180.397,-2,-1,2,0,1,0,-1,-1
3180.397,2,-2,1,1,1,-3,-2,-1
3193.793,-2,1,2,0,0,1,0,0
3193.793,2,0,-3,0,0,-1,2,1
3201.766,0,2,1,-1,-1,-1,-2,-1
3201.766,0,1,0,0,0,-2,0,0
3217.028,1,1,-6,-1,-1,-2,1,-1
3217.028,0,-2,3,2,1,0,0,-1
3217.028,-2,1,-2,0,-2,-1,-1,1
3217.028,1,-5,6,4,0,1,1,0
3239.537,-1,0,-2,-1,-2,0,-1,-2
3239.537,-1,1,-5,-1,0,0,1,1
3240.585,0,-1,0,0,0,1,1,1
3240.585,-1,0,-1,-2,-1,-1,-1,-1
3253.236,-3,-3,0,-2,0,0,0,0
3253.236,-1,-2,1,1,0,0,1,0
3261.227,1,0,0,-1,0,-1,0,0
3261.227,0,-2,-3,-1,0,0,-1,0
3276.119,-1,1,1,-1,0,-1,0,0
3276.119,-2,1,-4,0,-1,-1,-1,0
3277.601,0,-5,5,0,1,-2,-1,-2
3277.601,1,-1,-1,0,-2,0,-1,0
3307.946,-2,-1,-2,1,-2,0,0,-1
3307.946,-1,0,-1,-2,0,-2,0,1
3307.946,0,-1,-4,1,0,0,0,-1
3307.946,-2,2,2,-1,-2,-1,0,0
3322.729,1,-2,0,1,1,1,0,1
3322.729,-1,0,3,-1,-1,0,1,1
3322.729,0,0,-5,0,-2,0,1,-2
3322.729,-1,2,0,0,0,0,-1,-1
3337.15,2,-1,-3,1,-2,0,-1,-2
3337.15,-1,-1,1,-2,-1,0,-1,0
3337.15,1,5,-3,-5,-2,-3,-1,-1
3337.15,-2,-1,-1,0,0,0,-2,-2
3360.331,0,-1,-2,-2,-1,-1,2,1
3360.331,1,0,1,0,-1,0,-1,1
3360.331,-3,-1,0,2,-2,0,0,0
3360.331,1,3,-3,-2,-2,-1,-1,-1
3382.819,-1,0,1,1,0,-1,0,-1
3382.819,1,-1,-3,0,1,-1,1,1
3382.819,2,1,2,-1,1,0,0,-1
3382.819,1,0,-4,0,-1,-2,0,0
3397.171,-3,1,0,-1,0,-2,0,-2
3397.171,0,-1,0,2,0,0,2,-2
3397.171,0,1,4,-1,-2,-1,-1,0
3397.171,0,-2,2,-2,-1,2,1,1
3420.313,-2,-4,4,0,1,1,-1,-1
3420.313,-4,1,-1,-2,0,-3,-1,-3
3420.313,0,-2,-1,-1,-1,0,0,0
3420.313,0,-1,5,1,-1,1,0,1
3442.665,-1,0,-1,0,-2,-2,-1,-1
3442.665,1,3,4,2,-1,0,0,-1
3442.665,-1,-4,3,2,1,0,-1,-1
3442.665,0,2,-2,-2,-1,-2,0,1
3457.0,1,0,-1,-2,-2,-2,-1,1
3457.0,0,-1,-1,-3,-1,-1,0,0
3457.0,-2,-3,1,1,2,2,0,-1
3457.0,-1,-1,1,0,-1,-1,-2,0
3479.711,-1,1,-1,0,-1,0,1,0
3479.711,-2,-3,-3,0,0,1,0,-2
3481.1,1,3,-2,-2,-1,-3,-2,0
3481.1,-2,-1,-2,1,1,1,0,0
3502.396,-1,-1,0,1,1,-1,1,0
3502.396,2,-1,-1,-4,-3,-2,1,1
3503.427,-1,1,-1,0,1,1,0,-1
3503.427,-1,-3,-1,0,0,0,1,0
3516.412,0,-1,-3,-2,-2,0,-2,-1
3516.412,-1,-2,0,1,0,-1,-1,1
3517.409,2,-2,0,2,0,0,-1,2
3517.409,-2,-4,1,-1,0,-2,0,1
3539.377,0,1,-2,0,-1,0,0,0
3539.377,-1,-1,-1,1,-1,0,0,-1
3540.452,1,0,2,-2,1,-1,0,-1
3540.452,0,0,-1,-1,0,-1,1,-2
3562.651,0,0,1,-1,1,2,-1,-1
3562.651,0,0,2,-2,0,-1,-2,0
3562.651,-1,2,0,0,-1,0,-1,-2
3562.651,2,-1,-1,-1,-2,1,-3,1
3577.056,0,-2,-1,-2,-1,-3,-1,0
3577.056,-1,-1,-1,-1,-2,1,-1,-1
3577.056,-2,-2,1,0,-1,2,-1,-1
3577.056,1,-2,0,0,-1,-1,0,0
3600.198,0,0,-1,1,-1,-1,0,-1
3600.198,-1,0,0,0,1,1,-2,-3
3601.21,2,0,0,-1,-2,-2,1,-1
3601.21,1,1,1,1,1,2,0,-1
3622.169,-2,-1,-3,-1,0,0,0,3
3622.169,0,0,-1,0,0,-2,0,0
3623.233,-1,1,1,-2,1,2,-3,0
3623.233,0,1,1,-3,-1,0,0,-1
3636.783,-2,-1,-1,0,0,0,0,0
3636.783,-1,0,-1,-1,-1,1,-1,0
3644.376,0,-1,1,1,-1,0,-3,-1
3644.376,0,-1,-1,-1,-2,-3,-2,-1
3660.104,-1,-1,-1,1,-2,-1,3,0
3660.104,-1,-1,-1,1,-1,-1,0,0
3661.127,0,1,-3,-1,-1,0,0,0
3661.127,-1,2,-1,-2,1,0,1,0
3682.603,-1,2,-2,-2,1,0,1,-1
3682.603,-1,1,-1,-2,-2,-1,0,-1
3683.614,0,-1,-1,0,-1,-1,0,1
3683.614,-2,0,-1,0,-1,0,1,-1
3696.36,1,0,-1,2,0,-2,0,-1
3696.36,1,-1,-1,-2,1,0,0,0
3697.783,0,1,0,1,2,0,-2,-1
3697.783,-2,-3,1,0,-1,0,-2,1
3719.838,0,2,-3,-2,1,1,0,1
3719.838,-1,-2,3,2,-1,0,0,0
3720.853,1,0,1,0,1,-2,3,1
3720.853,-1,-1,0,0,0,1,0,-1
3742.543,0,-4,-1,-1,-1,-1,0,-1
3742.543,0,1,-2,0,-1,1,-2,0
3743.958,2,1,1,0,-1,-1,1,-1
3743.958,-1,-1,1,0,1,-1,-1,-1
3757.142,-1,3,-2,-2,-2,-1,-1,-1
3757.142,0,0,-4,-2,-2,-2,0,-1
3757.142,0,-1,-1,0,-2,-1,-1,0
3757.142,-1,1,-2,0,-1,0,-2,0
3779.82,0,0,0,-1,-1,2,-2,-2
3779.82,-2,-2,-4,1,0,-2,0,1
3780.831,-3,-1,0,0,1,-1,-3,1
3780.831,-2,-2,-2,0,0,-2,1,0
3802.64,-1,-2,0,0,1,-1,1,-1
3802.64,0,1,5,1,-1,1,1,-1
3803.653,-1,-1,-1,1,-1,1,-1,-1
3803.653,1,0,-2,1,-1,1,1,1
3816.354,1,-3,1,1,-1,-1,1,-1
3816.354,0,1,0,-1,-2,3,1,0
3817.375,-2,0,0,1,-3,1,-2,0
3817.375,-1,-3,2,2,-1,0,0,1
3839.432,0,-1,-2,-1,-1,-3,1,-2
3839.432,1,0,0,-1,-1,-2,-1,-2
3840.443,0,-2,0,1,-1,0,-2,0
3840.443,1,-1,-3,-3,0,-1,1,0
3861.653,-2,-1,0,0,-1,-1,-1,2
3861.653,-1,-2,0,-1,0,0,0,2
3863.042,1,2,0,0,0,1,0,1
3863.042,-2,0,-1,0,1,-1,-1,-1
3876.55,-3,-3,-2,-1,2,1,-2,-2
3876.55,2,0,-1,-3,0,-2,0,-1
3877.848,-1,-8,12,3,0,1,1,-1
3877.848,-1,1,-4,0,1,0,0,0
3899.499,0,0,-4,-1,-1,-2,-1,1
3899.499,-3,0,-2,2,-2,0,-2,-2
3900.504,-1,2,-3,-3,-1,0,0,-1
3900.504,-1,1,-1,0,-2,1,-1,1
3922.86,1,-1,-1,0,-1,0,1,0
3922.86,0,-2,0,1,0,-1,-3,0
3923.369,1,3,-2,-2,0,-3,1,-1
3923.369,-1,-1,0,0,-1,0,-1,-1
3936.343,0,2,-2,-2,-1,0,1,-1
3936.343,-1,-2,0,-1,2,-1,-1,-1
3943.672,-2,0,1,0,-2,1,-1,-3
3943.672,1,2,-2,-2,0,-1,-1,-3
3959.503,-1,-1,2,0,0,-1,0,0
3959.503,-2,-1,-1,-1,1,1,1,0
3960.658,1,0,-2,-1,0,-1,-1,0
3960.658,-2,-1,-1,-1,-1,-1,0,0
3982.668,-3,-2,6,4,0,1,-1,1
3982.668,0,0,-2,-1,0,0,0,0
3982.668,0,2,-2,1,-1,0,1,-1
3982.668,0,-3,2,-1,-1,-1,-1,-1
3996.295,-2,-2,-2,-3,-2,-2,0,-1
3996.295,-2,-1,-6,-2,-3,-2,-3,0
4004.399,0,-1,-1,3,1,0,-1,2
4004.399,-1,-2,0,2,-1,-1,0,-1
4019.327,2,1,0,-1,-1,0,1,-1
4019.327,-1,0,1,-2,2,1,1,-2
4020.322,0,-1,-2,0,-2,0,-1,0
4020.322,-1,0,-1,0,1,0,-1,-1
4042.73,-2,2,-3,-1,0,0,-3,1
4042.73,0,0,3,2,0,2,0,1
4042.73,-1,-8,8,1,-1,0,-2,-1
4042.73,-1,0,-1,0,-1,1,0,0
4055.918,2,2,0,1,-1,-1,2,-2
4055.918,0,0,0,-2,-3,0,-1,-2
4064.624,0,2,-1,-1,0,-1,-1,0
4064.624,1,-2,-1,0,-1,-1,-2,-1
4087.831,1,-4,0,0,-2,0,-2,-1
4087.831,1,2,-1,-1,-1,0,2,0
4088.829,-1,2,-3,0,1,-1,0,-1
4088.829,-1,0,1,1,0,2,-1,1
4102.148,-1,-1,-4,0,2,0,0,0
4102.148,-1,-2,1,0,0,-1,1,-1
4103.154,1,-1,-10,-6,-2,-1,-5,-1
4103.154,-1,-6,5,4,4,2,0,-1
4116.02,0,0,0,-1,-1,-1,-2,-1
4116.02,-1,1,-2,1,-1,0,1,-3
4123.821,-1,1,-3,0,-1,-2,0,0
4123.821,0,2,-3,-1,0,-2,-2,1
4140.275,0,-1,-1,-2,2,-1,1,1
4140.275,2,2,-1,0,0,1,-2,0
4140.275,0,1,4,0,0,0,0,0
4140.275,1,1,-3,-2,-1,-1,0,-1
4162.489,-2,0,1,1,-1,-1,2,-1
4162.489,1,0,1,0,0,-1,0,1
4164.854,1,-2,4,0,2,-1,-1,0
4164.854,0,-2,0,0,-1,-1,-1,-2
4176.345,1,3,-5,-1,-1,0,0,0
4176.345,-1,-1,1,2,-1,-2,0,-1
4184.634,2,1,2,1,-1,2,0,1
4184.634,1,0,-1,-3,-2,-3,1,0
4199.934,-2,-1,-6,-3,-4,0,-1,0
4199.934,-1,-3,0,1,1,-2,-2,-1
4200.941,-1,1,-1,-1,-1,-1,1,0
4200.941,0,0,-4,-1,0,1,1,-1
4222.716,-1,-3,0,-2,0,-2,0,2
4222.716,1,0,0,-1,-1,0,-2,1
4223.714,-1,-1,-1,0,-1,-1,0,0
4223.714,-2,1,1,0,-2,-1,0,0
4235.699,0,0,2,1,0,-2,0,-1
4235.699,0,-1,1,-1,-1,-1,0,-1
4244.703,1,1,0,-2,-1,0,-2,0
4244.703,-2,1,-2,0,0,-1,1,1
4260.376,-1,0,0,1,0,-1,0,1
4260.376,0,1,2,0,-2,-1,-2,0
4261.38,1,0,-2,0,-1,-2,1,-1
4261.38,0,-1,0,1,-1,-1,-1,0
4282.636,-1,-5,1,-1,1,-1,1,1
4282.636,-1,1,-2,-2,1,0,0,3
4284.0,0,0,2,2,0,-1,-2,-2
4284.0,0,-1,-2,1,1,1,0,-2
4305.431,-2,-1,-3,-1,-1,-1,0,0
4305.431,0,0,0,-2,-2,2,1,0
4306.438,0,-1,1,1,-1,1,-1,0
4306.438,-1,0,2,-2,0,-1,0,0
4319.478,0,1,0,1,-2,0,-2,-1
4319.478,-2,-3,0,0,0,-2,1,-2
4326.141,0,-1,1,1,-1,-1,-3,-1
4326.141,1,-2,-3,-1,0,-1,-1,-2
4342.736,-3,-1,0,-2,0,2,-1,-1
4342.736,1,2,1,0,-1,-1,-2,-1
4343.773,-1,1,-2,1,1,-1,1,0
4343.773,1,0,1,-1,-2,0,-1,-1
4364.5,1,-1,-2,2,1,-1,-1,0
4364.5,-1,-2,2,1,-1,-1,-1,-1
4366.495,-2,1,-4,-1,-1,0,1,-1
4366.495,-1,-2,2,0,2,1,2,1
4379.744,0,-1,5,1,2,0,-1,0
4379.744,-1,-2,-1,-2,-2,-2,-2,-1
4381.899,0,3,-3,0,0,0,-1,-2
4381.899,-1,1,-5,0,-1,-1,-1,-1
4402.438,-1,0,0,0,0,-1,-2,-2
4402.438,1,1,0,2,1,0,-1,-2
4403.447,-1,-4,0,-1,0,0,2,0
4403.447,-3,-3,1,1,-1,3,0,1
4423.803,3,1,-1,-2,-1,-2,0,-1
4423.803,1,1,-3,-2,-1,-1,-1,0
4432.357,-1,-2,0,-1,-1,-1,-2,0
4432.357,1,1,-2,-1,-1,0,1,0
4438.602,-2,-2,-1,-2,-1,-2,1,0
4438.602,1,-2,1,-1,-2,1,-1,1
4445.638,1,-1,1,0,-3,0,2,0
4445.638,0,-1,-1,-1,-2,-2,1,1
4462.83,-2,-2,-2,2,-1,3,1,-1
4462.83,0,2,-2,-1,2,0,0,0
4464.338,-1,-1,2,1,0,1,0,0
4464.338,-1,2,0,-2,0,-2,0,-1
4485.24,1,0,-2,-2,-1,-1,1,-2
4485.24,-2,-2,1,0,1,-1,-1,0
4486.651,0,0,0,1,2,-1,-3,1
4486.651,0,-1,1,0,-2,-1,-2,0
4499.236,-2,-1,-1,1,0,-1,1,-1
4499.236,1,0,-1,1,-2,0,0,0
4505.641,0,-1,2,1,-1,0,-2,0
4505.641,-1,0,-2,-1,-2,0,1,0
4522.371,1,-2,-1,0,-2,-1,0,-1
4522.371,-1,-3,1,-1,1,0,-3,-1
4523.775,0,-1,-3,0,0,-1,-3,-1
4523.775,1,-2,-1,1,1,0,-1,-1
4545.148,-1,1,1,0,-1,-1,-1,-1
4545.148,-1,2,-1,0,0,-2,1,0
4546.233,-1,-1,1,-2,-1,0,-1,1
4546.233,0,-2,0,0,0,0,1,0
4560.152,-1,-1,-1,-3,1,0,0,-1
4560.152,1,0,0,-1,-2,1,1,-1
4565.65,-1,1,-2,-1,-1,0,0,-1
4565.65,-1,2,-1,1,-1,-2,-1,0
4581.97,-1,-1,-2,-2,0,0,-3,-1
4581.97,1,-1,2,1,-1,-2,-1,-1
4584.09,-1,-2,0,-1,-1,0,1,0
4584.09,0,-4,-3,0,0,0,-1,-1
4604.505,0,3,-4,-1,1,-3,1,0
4604.505,2,-1,0,0,-1,0,-1,0
4606.8,0,-1,0,0,0,-1,1,-1
4606.8,-1,0,0,0,0,1,0,0
4619.259,-2,-2,1,-1,-1,0,1,2
4619.259,-1,1,0,1,0,0,-2,1
4626.308,-1,-2,-1,-1,-1,0,1,-2
4626.308,0,0,-1,-1,-1,1,-1,-1
4641.93,1,0,-1,1,-1,0,0,-1
4641.93,-2,-1,3,0,-1,-2,4,0
4643.923,0,0,1,-1,1,0,0,-2
4643.923,-2,0,0,-1,0,-2,0,-1
4664.345,0,2,-3,0,-1,0,0,1
4664.345,0,-2,1,-1,1,0,0,0
4666.75,-1,-1,1,0,-1,1,-1,1
4666.75,-1,-1,-1,-1,0,1,0,-1
4679.308,-1,0,-1,1,0,0,0,-1
4679.308,1,1,1,1,-1,0,0,-2
4686.284,1,2,-4,-1,0,0,-1,0
4686.284,1,-2,2,-1,1,-1,0,1
4701.879,-1,-3,0,0,-2,0,1,0
4701.879,0,-1,3,-1,0,-2,-1,-1
4704.044,0,-1,1,0,-1,-1,0,-1
4704.044,-1,0,-2,0,-1,0,-2,1
4732.834,-2,-1,-2,-2,-1,-1,-1,1
4732.834,-1,-1,-2,-1,0,1,-2,-1
4733.83,-1,-2,1,0,-1,-1,-1,-1
4733.83,0,-2,-1,-1,1,0,-2,-1
4738.979,0,-2,1,-1,0,-1,2,-2
4738.979,0,-1,-3,1,2,0,-2,0
4746.122,-2,-1,0,0,-1,-1,-1,1
4746.122,-2,-1,2,0,-1,-1,0,0
4762.403,-1,0,-2,0,-3,-1,0,1
4762.403,0,1,0,1,-3,1,0,0
4764.471,1,-1,0,1,-1,0,-1,-1
4764.471,-1,-1,-1,0,0,0,-2,1
4784.748,0,-1,-2,-1,1,-2,0,0
4784.748,0,-3,-1,0,-1,-1,-1,0
4786.775,0,-1,-1,1,0,-1,1,0
4786.775,0,-1,4,-2,0,-1,1,0
4798.923,2,0,-1,1,0,0,0,-1
4798.923,0,0,-1,-1,1,-1,-2,-1
4807.122,-1,1,2,-1,0,0,-3,1
4807.122,-1,-1,-4,-1,-1,0,0,-3
4822.622,-1,0,-1,0,0,-1,0,-1
4822.622,0,-1,1,0,-1,-1,1,1
4823.847,2,0,-1,-1,0,-1,-1,-2
4823.847,0,2,-1,-1,0,1,2,0
4845.041,-3,2,-3,-2,0,2,-1,-1
4845.041,0,0,-1,-1,-1,0,-1,1
4846.052,-1,0,1,1,-1,0,0,0
4846.052,1,-1,-3,-1,0,-1,1,0
4858.745,0,2,1,1,1,-1,1,0
4858.745,0,1,-1,-1,-1,1,0,0
4867.353,1,-3,-2,1,-1,1,0,1
4867.353,-1,-3,-1,0,-2,1,-1,-2
4882.538,1,-2,-1,-1,0,1,-4,-2
4882.538,-1,1,1,0,0,1,0,-2
4883.555,0,1,-1,-1,-2,0,0,-2
4883.555,-1,1,-1,1,0,0,-2,-1
4904.872,-2,0,0,-1,0,0,0,-1
4904.872,1,-1,1,0,0,-1,0,-1
4905.936,0,0,-1,-2,-2,0,-1,0
4905.936,-2,0,2,1,0,-1,0,0
4918.862,-1,-2,0,-2,0,-2,0,-1
4918.862,-1,2,0,-1,-1,0,-1,-1
4944.399,-1,0,-1,-2,1,0,2,0
4944.399,1,0,-1,0,0,-1,0,0
4945.634,1,1,-1,1,-1,1,-3,1
4945.634,-1,-2,1,-1,-2,0,0,-1
4948.034,0,0,0,1,-1,-1,-3,0
4948.034,-3,-1,-3,-1,-1,-2,-1,0
4964.591,-1,-3,0,0,-2,-1,2,-2
4964.591,0,0,1,0,0,0,-3,-1
4966.626,-1,0,-1,0,0,-1,0,-2
4966.626,-1,1,-3,0,0,-1,1,-2
4978.571,1,0,0,-2,1,0,0,1
4978.571,-1,-1,0,1,0,0,1,1
4987.352,-2,-3,0,0,0,1,-2,0
4987.352,0,0,0,0,-1,0,-2,-1
5009.561,-1,-2,-1,-2,0,0,0,-1
5009.561,-1,0,0,-1,-1,-1,0,0
5011.771,-2,-1,0,0,0,0,0,-1
5011.771,-2,0,-3,-1,0,0,0,1
5024.642,0,-1,0,-2,-2,0,2,-1
5024.642,-1,-1,3,2,0,-2,0,-1
5027.069,1,-1,2,1,-2,0,-1,-1
5027.069,-1,0,-1,-1,-3,-2,2,-1
5038.482,-3,1,-1,2,-2,-1,-2,-1
5038.482,2,-1,-1,-1,0,-1,-1,-1
5047.856,0,-1,-1,-1,-1,0,1,-2
5047.856,-1,-2,0,-2,0,1,-2,-1
5070.315,-1,-4,1,1,1,-1,-2,1
5070.315,0,0,-1,0,-1,0,0,-2
5071.339,0,1,0,-1,-1,1,-1,0
5071.339,-2,-1,0,-1,-1,1,0,0
5084.401,-1,2,3,0,-1,-1,0,0
5084.401,1,1,1,-1,-1,-1,-1,-1
5086.551,0,-1,-2,-1,0,-2,-1,1
5086.551,1,1,-1,0,-2,0,0,-2
5098.61,-1,-3,-3,0,0,1,-3,1
5098.61,1,0,-1,-1,1,2,-1,-1
5107.461,-2,2,0,0,-1,-2,-2,0
5107.461,-1,-2,-1,1,-1,-1,0,0
5122.439,1,0,-1,-3,-1,-2,2,1
5122.439,-2,-2,1,-2,-2,-2,-2,2
5123.459,0,0,-2,-1,0,-1,1,1
5123.459,0,-1,0,-1,1,-1,1,0
5144.592,0,1,0,-2,-1,1,1,-1
5144.592,1,1,1,1,-1,0,0,1
5146.014,-1,-2,-1,-1,-1,-1,0,-1
5146.014,-1,-1,-3,0,-1,1,-1,1
5157.945,-2,-1,0,0,-2,1,-1,0
5157.945,0,2,0,-2,1,-1,1,0
5167.095,-1,-1,1,0,-1,-1,1,-2
5167.095,-1,0,1,0,-1,1,-2,-1
5181.832,-1,-1,-3,1,-1,-3,-1,-3
5181.832,-2,0,0,0,-2,2,0,0
5184.036,0,-2,-2,-2,1,0,-1,2
5184.036,1,-1,0,-1,1,0,-1,0
5212.068,2,0,1,-3,-2,-2,-1,-1
5212.068,2,-1,-1,1,0,1,-1,0
5214.189,0,2,1,-2,-1,-1,-1,-1
5214.189,0,-2,-3,-1,-1,-2,0,-1
5226.493,1,1,-2,-1,2,-1,0,1
5226.493,1,-2,0,-1,0,-1,0,-1
5229.084,0,1,0,0,-2,1,-1,-1
5229.084,-1,1,0,-2,0,-1,0,0
5241.975,-2,0,1,2,-1,1,1,-1
5241.975,-1,-2,-1,-1,1,0,-1,-1
5248.841,-1,-2,2,0,-1,-2,0,0
5248.841,1,-1,-2,0,0,-1,-2,0
5272.846,1,-7,7,1,3,1,1,-2
5272.846,1,0,0,1,1,-1,0,1
5273.867,0,0,-2,1,0,-3,-1,1
5273.867,-1,-1,-1,-2,-2,-1,-1,1
5287.444,0,-1,-5,-2,-1,-1,-1,-1
5287.444,-1,1,3,0,-2,-1,-2,0
5289.464,0,-1,-2,1,1,-1,1,-1
5289.464,0,1,-2,-1,-2,0,1,0
5301.515,-2,0,0,0,-1,0,0,0
5301.515,0,2,0,-1,-1,0,2,-1
5303.991,0,1,-1,-1,-1,1,-1,0
5303.991,-1,-1,-2,-2,-2,-1,-2,-1
5324.396,-1,0,-2,-1,-1,0,-2,-1
5324.396,1,-2,0,2,-2,0,-2,0
5326.885,-2,-1,-2,1,-1,1,0,1
5326.885,-2,-6,1,1,1,0,2,-2
5346.933,-2,0,1,-2,-1,-1,-1,-1
5346.933,-2,0,0,1,-1,-1,-2,-1
5349.11,0,1,0,-1,-2,1,-1,-1
5349.11,0,1,-2,-1,0,0,0,0
5361.977,-1,3,2,-2,-1,0,-3,2
5361.977,-1,0,1,1,-1,-1,-1,-1
5368.422,1,-1,-2,1,1,0,0,-1
5368.422,-1,-1,-1,-1,0,1,0,0
5384.887,1,0,-4,-1,1,-1,1,-1
5384.887,1,0,1,-1,-1,0,-3,-1
5385.919,-1,-2,0,-2,-1,-1,-1,0
5385.919,-1,0,-2,0,0,1,0,0
5415.226,2,-1,0,-2,-1,-1,-1,2
5415.226,-2,-1,0,-1,0,-1,0,-2
5416.262,0,-2,0,-1,-1,-1,0,1
5416.262,0,1,-2,-1,0,-3,-1,-1
5421.178,-1,-2,1,-2,0,-1,0,0
5421.178,2,-1,-3,1,0,0,-2,-2
5428.18,0,0,-1,-2,-2,1,-1,-1
5428.18,2,-1,0,-1,0,0,2,3
5445.232,-2,0,-2,2,-1,2,-1,-3
5445.232,-1,-1,1,0,0,0,-1,0
5446.242,-1,-1,0,1,1,-1,0,-2
5446.242,-1,2,-1,0,-1,-1,0,-1
5467.563,2,1,-3,0,1,-2,-2,-1
5467.563,1,0,2,-2,-1,-1,1,1
5468.584,1,-1,-2,-2,0,-1,-1,0
5468.584,-1,0,2,-1,-2,1,-1,-2
5489.869,-2,-1,0,0,0,-1,0,0
5489.869,-4,0,-2,1,-1,0,0,0
5490.89,0,0,-3,-1,1,-2,0,1
5490.89,1,1,-1,-1,0,-3,0,0
5505.381,2,-2,-3,2,1,-1,-1,1
5505.381,-1,-2,1,-1,-1,0,-2,0
5506.495,-3,-2,-2,0,-1,0,-2,0
5506.495,-1,-2,-1,0,0,0,0,0
5527.92,-2,1,3,-2,-2,1,0,-1
5527.92,2,0,-3,0,-1,-1,-2,0
5529.529,-1,-1,1,-1,-1,1,-2,1
5529.529,0,-1,-3,-2,-1,-3,2,-1
5541.502,-1,1,0,1,0,-2,2,0
5541.502,4,0,0,0,0,2,-1,-2
5548.342,0,0,-3,-1,-1,0,-1,-2
5548.342,-3,-2,-1,-1,1,0,-3,0
5565.727,1,1,0,-1,0,0,1,0
5565.727,-1,1,-1,0,-1,-2,0,0
5566.749,0,-1,-1,1,0,-3,1,-1
5566.749,-1,2,-3,-3,-3,0,-1,0
5587.042,0,0,-1,1,-1,-1,0,-1
5587.042,0,0,0,0,0,0,0,3
5589.18,-2,-1,-1,0,1,0,-1,-2
5589.18,-1,0,-1,-2,-1,1,-3,1
5601.176,-2,-1,-1,0,-1,-1,-2,-1
5601.176,2,-4,1,-2,-1,2,2,-1
5625.233,0,2,-1,-2,-1,-1,0,1
5625.233,-1,-2,0,-1,-2,-1,0,1
5626.688,0,0,-2,-2,-1,-1,-2,0
5626.688,-2,-2,1,0,0,0,-1,-2
