t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
11281.011,6,-2,-14,22,-44,38,20,12
11281.011,-22,-17,-18,-27,-121,-52,-6,-34
11302.767,-8,9,-20,-62,104,43,15,41
11302.767,73,62,-15,-23,6,29,-4,-17
11303.787,-87,16,-24,39,-30,-24,-17,-31
11303.787,-10,13,-19,19,-25,-9,-8,-49
11316.091,52,-54,42,57,-22,16,26,16
11316.091,-32,33,-21,-58,-28,-12,13,66
11324.89,32,-117,0,-74,45,4,-26,-25
11324.89,-8,83,49,51,-105,-7,3,-87
11340.337,-44,-84,-4,48,53,15,-11,3
11340.337,11,-128,-13,-41,8,24,15,44
11341.709,8,75,7,-54,-67,-18,6,-37
11341.709,-67,60,65,32,-13,19,16,35
11362.435,127,-47,23,17,11,-12,7,88
11362.435,-99,-49,38,48,13,-3,-36,-109
11368.426,-26,69,-119,-61,27,0,11,37
11368.426,42,75,38,59,-36,10,25,80
11376.033,24,46,9,24,-7,-45,-30,-94
11376.033,-53,-103,-34,-67,98,59,8,3
11384.65,-35,68,-19,-48,-28,-19,-11,-6
11384.65,-12,-37,50,33,-9,9,8,-26
11399.892,97,120,-13,49,-55,0,32,127
11399.892,-93,36,34,105,9,-11,-40,-96
11400.905,65,74,82,84,83,34,36,46
11400.905,-29,-89,-91,-89,-39,-18,-41,-29
11422.513,-39,117,19,101,76,-8,9,8
11422.513,57,64,41,7,-24,-2,23,6
11423.544,2,27,42,74,-48,-7,-23,5
11423.544,67,64,-67,-71,55,-2,-21,-51
11436.304,-1,-111,13,-3,-44,-24,33,69
11436.304,24,-72,4,-53,16,12,-18,0
11445.063,-45,71,5,-80,-2,-19,1,-11
11445.063,35,-120,36,11,-33,6,-3,37
11459.969,-101,12,-3,-35,-106,-23,-20,-87
11459.969,127,127,-38,-66,89,40,52,106
11460.997,9,-128,-55,16,-58,-4,-28,-30
11460.997,-55,-28,-37,-30,8,4,-4,-10
11482.628,11,-16,14,-7,-109,-11,-11,37
11482.628,-75,50,30,99,3,-13,0,-67
11483.718,12,37,21,-71,24,2,4,-17
11483.718,36,9,-11,-65,34,9,0,2
11504.421,4,127,37,118,-12,-11,9,37
11504.421,38,55,-10,-13,-2,-1,-10,0
11506.633,9,-128,6,48,1,-19,-18,52
11506.633,-98,-41,23,-26,3,8,-4,-57
11519.618,-41,127,-12,-71,43,26,16,-22
11519.618,78,1,-6,31,-31,-31,13,99
11521.611,3,13,78,68,7,16,-15,-83
11521.611,-44,24,-33,-76,-7,8,12,101
11542.771,2,60,80,38,36,-28,1,-128
11542.771,44,-85,-18,-42,53,41,0,25
11543.811,-42,36,-74,-66,-102,-19,-18,-11
11543.811,31,67,44,3,-54,-10,7,25
11556.141,-23,106,2,49,51,4,40,32
11556.141,104,-39,-8,-23,-34,6,-30,0
11564.973,-71,61,-45,105,35,8,25,-72
11564.973,-29,18,7,32,-16,-4,-5,17
11579.87,28,14,-19,21,15,4,-5,27
11579.87,-1,-86,-26,11,-70,-40,2,26
11580.884,-5,-25,-66,-21,18,6,-14,19
11580.884,-13,-23,-1,42,22,14,20,14
11602.184,58,13,-15,8,31,19,-3,-40
11602.184,-53,127,52,38,-59,-21,-11,-12
11604.194,35,-46,66,71,70,10,30,44
11604.194,1,-57,-46,-16,46,11,-15,-15
11616.364,-15,28,30,22,-43,0,-4,6
11616.364,-108,20,-36,-128,-47,12,-7,-50
11625.186,127,127,71,-20,-26,-38,-21,-23
11625.186,-32,-108,-49,60,19,9,15,20
11654.267,-40,-128,-50,-27,-39,11,-31,-20
11654.267,-85,63,-4,73,-61,-35,-1,-65
11656.448,46,66,48,11,77,29,59,125
11656.448,54,-60,29,34,9,-7,-48,-30
11670.064,2,-23,-87,-50,-9,-2,2,-6
11670.064,15,-82,-21,28,-37,-21,-18,-14
11671.055,-60,-26,14,-70,-3,14,27,35
11671.055,126,127,0,-20,24,-7,-12,15
11675.698,-92,79,54,12,65,7,0,-23
11675.698,38,-85,-27,-42,17,14,22,57
11684.449,4,39,-38,-4,-31,-13,-19,-29
11684.449,-69,110,60,-29,-41,20,-3,6
11699.795,127,8,-12,13,96,-3,17,26
11699.795,-37,-9,48,72,-90,-22,-5,-24
11706.037,-20,-43,-37,-1,85,31,1,9
11706.037,-20,12,52,44,-13,-17,14,32
11721.904,-11,100,4,50,-6,2,-31,-23
11721.904,17,-47,-7,-93,-36,0,11,17
11724.443,-45,-110,-44,56,-59,-25,-18,-11
11724.443,44,97,49,43,61,17,28,-21
11736.384,-104,-81,-17,9,-34,-1,-53,-88
11736.384,23,127,17,24,26,10,22,46
11744.994,59,33,32,20,-5,5,34,102
11744.994,4,-120,-22,-10,9,-6,-12,-78
11759.082,-18,-38,-30,-40,-63,0,1,16
11759.082,-43,88,61,34,0,-15,12,44
11760.555,45,-35,-25,-56,84,15,-10,-41
11760.555,-96,127,-26,-61,-59,-14,-44,-49
11781.948,50,60,10,-32,-85,-6,19,65
11781.948,13,90,24,38,9,-32,-29,-72
11784.11,33,-20,-13,45,5,15,13,63
11784.11,18,18,9,39,27,24,23,23
11796.026,-3,-76,42,-97,-28,-14,-24,-30
11796.026,-21,7,-64,71,-80,-26,30,26
11805.411,-88,-98,28,31,33,11,-73,-91
11805.411,22,29,-29,-56,-33,-7,3,-52
11820.195,4,-89,9,13,-27,18,29,84
11820.195,49,94,17,-10,11,5,-2,33
11821.208,46,86,16,76,-25,-11,14,14
11821.208,-36,-105,-35,26,9,2,-11,-47
11841.904,-64,46,-1,-70,27,-3,-14,61
11841.904,-17,-95,-1,-32,32,8,16,-94
11844.057,50,110,26,22,7,6,39,54
11844.057,-38,-78,-47,-96,46,2,-42,-31
11865.11,11,97,11,45,-37,-16,16,-6
11865.11,70,30,-15,-50,58,21,-9,20
11866.143,-90,88,14,-119,-90,-21,-13,-20
11866.143,85,-97,38,69,10,3,35,29
11880.087,-29,30,-51,-8,-45,2,-17,-21
11880.087,-84,51,-12,29,34,20,-13,-31
11881.1,65,47,15,-31,-35,-10,34,62
11881.1,58,-47,30,114,80,-17,-20,57
11901.726,-46,-47,-45,-81,-30,-2,-35,-107
11901.726,-7,8,10,77,19,11,10,64
11910.189,36,53,-21,-66,-94,-19,1,29
11910.189,-35,-98,1,56,11,-11,-15,-41
11925.311,28,102,37,123,55,10,22,10
11925.311,-9,-27,-21,-113,-38,7,-6,62
11926.308,47,60,-20,11,-19,-3,-4,-39
11926.308,-30,127,10,0,-63,5,13,-60
11939.778,67,-96,-47,-16,61,-7,-12,42
11939.778,-57,49,-3,17,-14,-18,-16,-38
11941.771,-21,76,17,-79,-18,12,5,-33
11941.771,65,116,45,30,-6,14,51,127
11962.644,29,-117,-21,-14,-52,-49,-73,-65
11962.644,-60,-77,-86,-13,116,15,6,-85
11963.64,-57,31,29,-37,-28,-2,-31,-29
11963.64,37,126,36,32,-69,-17,21,5
11984.37,33,-40,30,-5,106,35,40,73
11984.37,15,-100,7,6,-52,-16,-40,-20
11986.447,-17,-62,-30,-67,-7,-13,1,-27
11986.447,-65,-87,-13,-22,-61,-8,11,32
12006.937,24,100,-3,112,63,7,1,38
12006.937,-14,-32,13,-13,-37,3,5,-30
12008.506,-12,-111,-40,36,29,14,10,4
12008.506,13,84,38,29,-49,-1,26,-7
12022.782,-77,-32,-8,-61,34,-8,-46,-73
12022.782,83,-25,20,10,17,8,15,86
12024.06,-15,51,-7,47,-19,-1,-13,-60
12024.06,-4,52,4,-33,54,15,21,52
12044.353,39,125,41,19,-88,-5,17,43
12044.353,4,-4,18,39,38,1,-26,-67
12046.419,2,-19,35,15,-52,-17,2,63
12046.419,3,61,-40,23,112,24,8,17
12059.577,11,36,-11,11,-53,-12,-2,-41
12059.577,29,-26,-8,-6,-69,-28,-26,20
12065.625,-37,-100,37,127,68,2,13,-36
12065.625,-18,-68,-25,-96,-13,32,-15,-13
12083.176,20,8,-38,-106,-100,-22,40,108
12083.176,-22,81,53,26,62,12,-38,-86
12084.385,23,6,-34,-5,-31,-15,-4,49
12084.385,-29,-15,-9,67,-7,-18,-16,7
12105.184,-55,39,75,107,51,19,58,59
12105.184,97,-43,-49,-89,-42,5,-44,-34
12106.195,-50,62,6,16,-3,0,-12,-90
12106.195,-2,56,17,28,-25,-3,17,14
12119.566,38,-39,51,83,39,10,20,40
12119.566,-23,-45,-63,-17,28,0,-9,-23
12125.462,8,55,-3,-56,-17,2,-11,5
12125.462,-10,11,-38,-128,0,0,-16,-20
12149.518,-44,37,-20,-57,-92,-12,2,-79
12149.518,102,127,63,127,112,-1,61,127
12151.573,-61,-128,-76,-89,-88,25,-33,-8
12151.573,-65,127,-10,-69,-83,-19,-12,-57
12164.778,47,98,-8,-111,-25,9,-7,55
12164.778,-39,48,17,58,0,-22,16,-100
12166.826,-40,127,73,104,-34,4,22,5
12166.826,117,-121,-74,32,127,14,-23,35
12179.403,-95,-95,8,-49,-68,-10,-25,-77
12179.403,-8,105,40,14,-33,12,38,54
12185.931,99,-56,104,84,50,4,18,43
12185.931,-38,-22,-58,36,-36,-22,-25,-38
12202.18,21,37,32,-79,15,3,-10,-19
12202.18,-22,44,42,-2,-20,8,9,55
12204.147,-25,-57,-62,13,-45,-18,4,-36
12204.147,30,29,23,86,103,1,3,47
12225.256,4,52,-14,-8,-23,22,-6,-28
12225.256,-80,-76,-59,-25,-54,0,3,26
12226.272,93,98,4,-86,74,-6,2,29
12226.272,-34,-128,47,24,-116,-9,0,-16
12239.023,4,64,-44,68,41,-2,6,-3
12239.023,51,-88,61,76,124,14,-9,27
12245.531,-65,46,14,-10,-21,-8,-12,-38
12245.531,-11,26,-53,-64,-68,-21,-10,-27
12262.598,54,63,127,-18,-11,7,16,23
12262.598,-20,-59,-4,45,-63,-15,-2,25
12263.614,-11,36,43,76,61,19,-2,-11
12263.614,90,97,35,22,-15,-22,31,2
12284.924,-52,-100,-26,1,71,24,-53,-108
12284.924,-9,127,-26,-41,-42,-2,-4,-7
12285.939,10,44,-6,-44,7,3,11,44
12285.939,-8,69,43,26,-20,14,38,49
12298.592,45,-105,-82,80,33,-25,-16,24
12298.592,-16,43,-42,-52,-54,15,-8,-51
12306.187,-24,-57,-31,91,86,9,7,16
12306.187,-17,47,20,-120,-39,-10,-25,-13
12322.485,36,-16,-32,96,-6,3,24,0
12322.485,-23,8,59,-35,-26,-4,-3,18
12323.517,29,-16,-19,-41,-99,-15,15,49
12323.517,-49,26,-9,-8,127,16,-42,-57
12345.068,-6,105,59,33,-27,4,3,-10
12345.068,44,96,40,48,-97,-2,31,68
12346.114,71,-5,-29,61,109,9,10,-11
12346.114,-102,-7,-69,12,-53,-21,-32,-21
12358.156,6,79,6,-128,-49,2,15,31
12358.156,3,86,26,10,23,6,2,5
12367.096,10,-22,23,-5,-5,5,11,14
12367.096,14,-68,-22,110,-36,-13,-1,-27
12382.12,-12,-91,-5,65,105,48,12,49
12382.12,-24,41,-28,-18,-39,-7,-1,-36
12384.28,30,-86,-65,-47,-28,-14,-8,-4
12384.28,-23,12,0,67,-5,2,-9,-8
12404.182,-43,75,-16,-64,-7,-5,4,0
12404.182,42,56,18,31,32,-31,24,53
12410.798,29,-55,-59,-128,-41,29,-80,-94
12410.798,-13,51,78,67,-6,4,21,37
12418.517,23,59,21,118,8,-9,2,-52
12418.517,0,-72,-32,27,0,-1,8,-21
12427.733,-84,0,-14,31,2,-20,10,72
12427.733,81,-58,-23,1,-41,0,-1,-22
12442.247,-25,-67,-69,-96,44,13,-15,21
12442.247,-28,111,54,6,-7,11,-10,-46
12444.262,15,-37,-21,90,-7,-5,19,41
12444.262,-18,-31,-18,4,9,12,2,-26
12465.208,-27,15,33,32,-24,-28,5,24
12465.208,86,48,-32,-61,101,22,8,24
12466.723,-114,-39,0,-30,-17,5,-17,-50
12466.723,-15,115,7,-57,3,-8,-6,-1
12487.446,1,84,14,22,-98,-10,26,-13
12487.446,65,-97,-20,-8,105,28,25,84
12488.917,-73,127,-2,-27,-104,-14,-57,-104
12488.917,12,42,52,-106,-18,4,16,34
12502.806,-16,49,-39,-74,-30,-5,4,43
12502.806,36,12,27,127,-25,-5,9,-2
12503.932,-4,14,0,2,12,-2,7,-3
12503.932,-16,1,-54,34,18,-8,-6,1
12524.379,47,41,-11,-32,-54,24,37,36
12524.379,-24,-96,-52,-9,35,-6,-62,-3
12526.372,-5,118,38,-39,-7,2,17,-33
12526.372,20,39,-18,-95,-26,-3,-4,60
12537.994,-7,-12,16,85,72,-10,5,-59
12537.994,-13,-32,-52,-23,-79,1,-11,32
12555.222,23,-25,29,13,2,-3,-2,-53
12555.222,-41,15,-15,-12,35,13,21,11
12562.436,110,56,30,78,-52,-19,20,82
12562.436,-66,-109,-32,-84,50,34,-34,-72
12563.448,-58,83,-37,51,19,-9,-4,32
12563.448,45,89,74,40,-27,8,10,-13
12584.775,18,-41,8,-21,14,-1,7,-9
12584.775,-37,42,-17,-3,-49,-28,-14,-26
12585.784,57,50,42,-70,3,7,17,59
12585.784,-14,-106,-14,-4,23,12,6,1
12598.95,54,124,-7,42,3,-10,-4,62
12598.95,-96,-80,57,26,14,-1,-33,-112
12622.448,16,48,-13,45,15,12,22,-1
12622.448,6,16,-22,-44,-27,-14,-2,78
12623.499,-62,-30,48,4,-33,-3,-9,-121
12623.499,98,84,-11,22,79,12,53,116
12625.505,-59,-99,-25,-9,-90,-13,-65,-77
12625.505,-17,37,-33,-41,-39,-2,6,-11
12645.144,-1,30,-29,-17,-47,-5,-8,-9
12645.144,-38,-51,51,85,-13,-16,-2,-39
12646.176,-1,8,13,86,54,0,13,59
12646.176,31,23,3,50,37,6,-2,-39
12658.301,7,32,11,-88,24,-11,-24,26
12658.301,-27,-22,-4,-85,-22,35,17,-16
12667.776,97,99,48,30,6,0,27,93
12667.776,-114,-128,9,98,64,-3,-32,-95
12690.261,61,53,-92,-27,-35,-9,-9,41
12690.261,-60,-56,7,-3,-81,-26,-1,-40
12691.673,25,35,34,43,-24,17,18,-25
12691.673,22,8,-6,40,92,22,22,37
12704.429,23,-70,7,18,-40,-12,-14,5
12704.429,53,31,-37,-19,-2,7,-15,9
12706.665,-82,-123,-19,-50,14,-5,15,-25
12706.665,35,31,4,5,-90,-32,-13,-14
12718.65,-27,23,-3,-18,91,29,18,2
12718.65,14,-44,-70,-31,-121,-24,-22,6
12727.252,-4,67,36,-62,86,4,11,5
12727.252,4,80,0,50,-58,23,10,57
12742.243,33,-106,-3,54,-14,-19,-14,-21
12742.243,-13,77,50,56,2,6,17,-14
12743.24,88,-36,-71,-63,34,9,-1,39
12743.24,-59,-81,-24,-94,-19,-4,-8,4
12764.779,-42,39,35,6,-14,-2,-29,-27
12764.779,9,80,39,52,-16,-13,17,20
12766.84,24,1,-20,21,-97,-37,-48,-80
12766.84,4,-37,59,62,82,13,5,-20
12787.538,-12,-98,-5,-41,43,37,1,77
12787.538,-81,-5,-5,-124,-7,-13,-15,-104
12788.534,22,103,4,-48,-23,-1,31,78
12788.534,67,-87,15,1,-28,-7,0,29
12802.673,-62,77,29,36,91,1,-3,-61
12802.673,38,29,-2,-42,12,7,6,81
12803.781,-58,-121,-54,-2,-18,0,-1,-35
12803.781,10,127,4,31,-5,-18,-28,-31
12832.721,-50,7,33,44,-35,19,23,-46
12832.721,15,-41,-30,-48,19,-18,-17,9
12833.779,-64,-37,-24,-2,46,7,5,31
12833.779,-4,63,40,-15,-58,-6,-25,-57
12846.809,59,71,24,102,71,-16,21,65
12846.809,-2,-23,-51,-31,-40,20,-22,-28
12848.802,32,15,46,1,-26,8,10,7
12848.802,10,9,-37,18,16,1,16,49
12862.498,-15,-25,-17,-51,-95,-3,-6,-43
12862.498,36,26,47,26,65,-33,-4,-8
12863.508,17,69,40,86,44,17,-2,29
12863.508,-15,12,-5,20,-22,15,15,-32
12885.053,-1,-54,-50,-109,-56,-14,6,14
12885.053,0,-24,-3,87,35,5,-5,3
12886.114,4,87,16,-52,-52,14,2,-32
12886.114,21,109,49,15,-36,-21,5,28
12907.38,33,-105,-37,9,45,36,16,29
12907.38,-10,-5,-32,-88,-19,-23,-18,38
12908.387,-7,65,26,43,-27,-3,10,-68
12908.387,85,-6,-45,-79,52,5,18,64
12922.092,-109,-52,1,97,-54,-12,-10,-73
12922.092,102,122,-33,-24,-15,10,0,7
12928.782,-23,-85,1,45,-2,1,-5,21
12928.782,-38,26,2,1,-3,-4,14,-1
12945.029,4,-14,39,14,-20,7,-21,-22
12945.029,-50,-31,29,67,6,3,9,-16
12946.038,73,78,-58,45,89,7,17,29
12946.038,-89,-52,-26,-122,-90,-15,-43,-55
12968.094,24,102,2,36,15,-4,5,45
12968.094,-37,55,42,47,-56,0,2,-63
12969.58,71,-18,-50,52,54,-16,-6,70
12969.58,-38,-93,-2,-13,-10,-7,-1,-91
12981.13,26,-55,-19,-117,45,9,-15,7
12981.13,-59,57,28,73,-36,-8,23,8
12988.614,36,-8,48,-99,34,24,26,70
12988.614,44,-115,-29,63,50,-5,-4,32
13005.047,-56,-56,-29,-45,-52,-2,-19,-56
13005.047,96,100,55,77,-66,3,21,54
13006.541,-61,-95,-13,-27,89,8,-18,-35
13006.541,1,-45,46,2,3,13,3,35
13027.374,-22,56,43,25,-6,-4,6,20
13027.374,53,-17,-31,-62,-46,-19,9,24
13028.387,-38,-2,16,77,-5,5,-22,-46
13028.387,10,29,-50,17,6,0,5,-20
13041.664,14,69,2,-29,25,-2,3,46
13041.664,-66,-105,10,9,23,7,7,-12
13048.571,93,127,8,76,-99,-45,-14,-16
13048.571,-20,-116,36,-21,7,39,5,19
13065.156,-2,65,-58,-12,-41,-4,0,47
13065.156,-27,10,-23,-25,31,1,-10,-74
13066.207,-25,21,27,50,-128,-40,20,-12
13066.207,104,-14,-2,4,113,42,-15,29
13087.427,-46,-12,-15,-72,-55,-34,-32,-49
13087.427,-20,70,0,73,16,9,12,33
13088.436,-17,51,16,-20,17,-1,4,-10
13088.436,8,75,51,49,-13,-11,25,33
13101.158,6,-43,42,73,9,2,0,-25
13101.158,39,-20,-56,-13,39,-6,-29,-8
13108.636,7,-20,-3,-112,-14,25,24,70
13108.636,-28,79,-14,-54,-29,-20,-17,-98
13124.633,11,-126,42,50,-53,-12,6,68
13124.633,-33,39,8,-6,62,30,10,40
13125.646,-38,-100,53,68,17,-2,-7,-27
13125.646,33,-20,6,4,10,15,20,28
13147.423,-2,72,18,16,-10,-13,-22,-47
13147.423,-7,119,-18,44,40,4,30,65
13148.433,10,6,22,-46,-86,-2,-16,-31
13148.433,-37,-105,-30,-70,41,-10,-24,-43
13170.247,-12,127,6,-23,9,3,10,-20
13170.247,15,26,14,-37,-39,-15,0,-8
13171.256,64,69,-12,50,-7,-2,24,72
13171.256,-70,-5,-15,11,-58,-21,-56,-63
13184.844,0,38,-8,53,30,11,16,54
13184.844,8,-85,-55,-128,-26,5,1,-70
13186.84,-41,31,75,40,-33,-14,-12,-4
13186.84,38,-13,-25,54,15,-5,21,71
13215.063,-23,60,-5,60,-11,0,-31,-65
13215.063,-49,36,45,-24,-8,13,10,-11
13216.085,87,127,-6,-4,11,10,43,87
13216.085,-54,-16,19,23,3,-9,-28,-14
13221.818,-6,-26,-7,-34,-35,15,6,-90
13221.818,-17,50,37,56,-10,-5,6,49
13228.236,38,58,-78,27,124,2,-5,-16
13228.236,21,118,-20,-41,-51,12,6,25
13244.384,9,28,-21,-15,-21,-13,-2,65
13244.384,0,64,-43,-53,-20,4,-13,-65
13246.441,-72,-83,11,-5,-23,-11,8,27
13246.441,7,-4,15,27,-12,-15,3,-3
13267.327,16,-61,11,29,22,13,1,13
13267.327,53,-50,-8,-6,64,-13,7,14
13269.34,-99,-45,9,-95,38,16,-26,-67
13269.34,65,41,-50,-6,-56,-8,31,-11
13281.857,-12,-59,-18,46,64,17,-15,-12
13281.857,21,-34,48,25,-20,1,7,55
13288.237,38,30,-23,-4,-34,-19,-14,-24
13288.237,-72,13,-7,5,8,0,-7,-3
13304.879,-44,29,0,-68,6,-2,11,-10
13304.879,-44,-57,-10,23,-19,-3,-1,-11
13305.912,49,94,25,-28,3,9,-2,5
13305.912,39,-32,-2,53,20,-11,20,68
13327.195,15,57,-24,50,-4,-5,-19,-4
13327.195,-32,30,21,-60,-2,2,-8,-66
13329.188,-23,57,29,30,-54,-2,7,17
13329.188,77,104,39,24,54,19,4,-9
13340.947,19,-122,-19,74,-36,-8,4,27
13340.947,1,47,15,20,67,26,-11,-21
13349.995,-89,-91,-7,90,-55,-22,-3,3
13349.995,95,82,19,55,29,31,34,70
13365.528,-83,55,3,-31,10,-4,-57,-98
13365.528,-35,19,-5,-38,-40,-16,3,29
13371.217,-2,-40,-45,-62,-47,-6,2,-18
13371.217,21,126,71,35,61,5,21,14
13387.473,36,-72,-27,-27,-16,-7,-11,22
13387.473,-22,-22,1,46,0,5,-4,21
13388.749,-12,-11,9,-45,28,7,-14,-33
13388.749,-4,111,-30,7,-111,-25,6,32
13400.94,62,-45,73,51,123,12,7,-47
13400.94,-23,-125,-79,-24,-63,-15,-15,15
13409.546,-11,23,-9,-26,-2,7,7,-27
13409.546,-42,68,6,-76,-33,-3,-7,17
13424.853,66,58,54,99,-37,-12,14,44
13424.853,-65,-82,-52,49,8,7,-2,-56
13425.878,70,53,-30,37,29,9,-10,19
13425.878,25,-44,7,73,53,-9,8,3
13447.289,-50,-38,-37,-128,-54,1,-9,16
13447.289,51,127,57,57,16,1,2,-17
13448.302,17,-55,-45,35,0,2,3,22
13448.302,-70,51,15,-67,-9,4,-7,5
13461.225,58,-19,10,51,-12,-2,33,-50
13461.225,79,111,-37,-13,-28,-16,-9,72
13470.196,-107,-99,13,25,55,18,-24,-75
13470.196,38,-15,-10,11,-32,0,-6,-97
13485.166,-16,-50,25,15,16,10,27,83
13485.166,40,119,9,-11,-39,-24,-4,3
13486.281,17,-5,-7,-59,76,9,5,24
13486.281,-60,-49,-56,-19,-49,-8,-15,-23
13507.428,50,102,-18,-52,-7,5,5,14
13507.428,-3,25,34,80,0,0,0,-9
13508.449,2,-15,33,33,14,-2,0,18
13508.449,-41,28,6,53,37,-8,9,0
13520.453,28,-29,-27,-80,-27,7,-24,-22
13520.453,18,-21,37,11,6,11,9,39
13529.56,-23,118,-11,57,19,-18,-19,-34
13529.56,16,-90,-15,-59,-22,27,17,7
13545.181,36,50,-57,23,20,-23,-3,10
13545.181,-7,-35,5,-72,-16,12,1,24
13546.209,-13,-18,31,11,-67,-2,-7,-43
13546.209,-40,15,32,127,98,5,-8,-30
13567.69,87,12,-10,-39,-22,-12,21,39
13567.69,-70,-128,2,-99,-26,1,-14,4
13568.621,-2,34,-10,33,19,4,15,-17
13568.621,-21,-17,11,-2,-52,-12,-2,14
13580.883,-3,111,28,86,24,-2,-2,-8
13580.883,-19,-17,-1,94,11,6,9,7
13589.882,74,27,-22,-74,38,16,17,88
13589.882,-35,26,-11,-87,-18,-12,-35,-99
13604.942,-35,86,36,-12,-6,8,12,58
13604.942,17,17,-1,-79,21,-19,-22,1
13611.372,-41,-102,-33,-13,-11,3,17,-16
13611.372,77,86,7,114,-1,-12,13,66
13627.017,-68,-122,-66,-69,64,36,-28,-57
13627.017,15,65,11,17,12,6,11,16
13628.025,28,38,-39,-99,-28,-14,6,34
13628.025,29,75,22,44,-92,1,0,-25
13640.858,-41,18,-33,-30,31,8,-1,7
13640.858,2,83,0,82,9,6,4,8
13649.627,-6,53,50,-68,-15,-8,-11,-34
13649.627,26,-75,-8,-60,59,12,14,56
13665.238,-49,34,22,54,-48,-13,-14,-44
13665.238,26,-54,24,64,-88,-18,5,25
13666.246,67,119,-16,-39,87,1,-5,2
13666.246,-87,-42,-83,-96,-79,-21,-19,47
13687.393,-22,94,24,60,5,3,13,-102
13687.393,47,119,40,27,34,27,41,82
13688.407,-49,-87,-30,29,-77,-42,-63,-121
13688.407,-8,-33,24,-11,42,7,5,42
13700.912,11,-105,-13,47,3,-3,24,64
13700.912,38,70,-41,-43,0,14,-2,-22
13709.439,-51,-26,-19,47,5,17,4,26
13709.439,-1,6,-27,43,-1,6,-6,-116
13725.277,-24,66,48,19,53,-22,5,20
13725.277,42,-51,19,52,-42,6,12,42
13726.293,20,-23,11,12,-1,5,-7,37
13726.293,-31,-8,7,30,-62,-3,-3,-66
13747.67,37,57,-2,47,75,-8,18,63
13747.67,-69,-83,-25,-3,3,10,-30,-78
13748.69,-6,-62,-58,-20,-4,3,-2,25
13748.69,-14,2,22,-111,-28,-8,13,44
13770.126,8,-20,20,11,-49,-3,1,-23
13770.126,-17,-4,4,57,21,-19,-1,-12
13771.122,34,-57,15,24,12,19,-2,8
13771.122,-48,124,7,53,10,3,-9,18
13784.202,29,72,22,-39,-1,12,15,-44
13784.202,-52,-79,-85,-128,-6,-4,1,-3
13798.538,12,107,-1,92,31,-12,21,18
13798.538,11,-25,16,-123,-61,-4,-11,-26
13814.839,-17,-16,-3,-11,32,36,4,72
13814.839,75,26,36,40,26,-30,-34,-34
13815.866,-71,-19,-9,-19,-118,-16,15,-21
13815.866,127,30,-59,31,127,22,16,76
13829.34,-106,-109,-7,-125,-128,1,-33,-9
13829.34,4,127,47,-12,-18,-9,8,-46
13831.549,30,44,25,71,-9,10,7,21
13831.549,15,62,53,127,15,-15,22,38
13844.651,26,-51,-20,-55,13,3,-23,-17
13844.651,-36,-18,-51,-28,34,10,-11,-19
13846.856,-23,-7,16,-60,-12,-10,-8,-46
13846.856,-25,42,64,67,-32,5,35,30
13868.103,94,-63,-71,21,83,-8,-18,35
13868.103,-60,-3,1,7,-70,-6,-16,-18
13869.1,6,71,19,30,-17,9,7,-4
13869.1,4,-37,-1,7,-1,0,-8,-32
13890.068,8,74,22,0,-13,-15,28,42
13890.068,-14,-93,-49,85,51,28,7,32
13892.062,-38,28,17,-89,-2,-6,-43,-48
13892.062,0,-17,-46,-128,-45,-12,-8,-20
13903.97,-21,43,34,56,-9,-4,14,28
13903.97,37,127,63,79,-55,-21,22,-47
13910.341,17,-97,-24,127,112,32,-1,26
13910.341,-45,-26,-12,-81,-51,12,-28,-37
13927.296,-44,62,-36,-92,-100,-25,-10,-44
13927.296,53,106,0,52,101,12,38,72
13929.29,112,-102,-16,13,-128,-11,-8,38
13929.29,-50,0,45,78,8,-7,-26,-66
13949.577,-19,-9,-60,59,61,26,2,-79
13949.577,-16,1,25,-72,-73,-28,1,33
13951.693,56,127,40,46,24,-8,24,72
13951.693,-52,-124,-80,-39,10,5,-28,11
13964.542,0,120,26,-73,-61,-10,-4,-66
13964.542,-6,67,43,72,17,2,2,39
13970.993,44,-51,2,-89,38,3,12,-4
13970.993,-55,-47,-17,13,47,21,-23,-8
13986.715,21,59,68,127,13,-2,2,7
13986.715,-26,17,-29,-100,6,-1,-3,-33
13988.708,-17,20,9,-114,-28,4,23,40
13988.708,67,37,42,46,-5,-15,1,-5
14009.638,-13,-85,3,91,24,9,-6,4
14009.638,32,109,4,-2,-14,4,4,-29
14011.631,-58,-54,-9,15,8,6,8,41
14011.631,14,92,0,-13,10,-1,-10,-6
14024.061,-31,41,52,26,5,5,1,14
14024.061,37,43,-7,40,-16,-6,-16,-69
14030.869,1,-61,-24,28,-33,-8,-2,-2
14030.869,48,-2,6,25,-32,-8,34,52
14047.794,57,-77,19,-115,84,26,-26,34
14047.794,-54,-68,8,18,-60,-6,-10,13
14048.832,-6,54,-45,-39,-4,-7,-9,-54
14048.832,35,90,40,36,-25,6,18,47
14069.083,-26,-90,-45,15,-37,-22,12,20
14069.083,-8,3,-15,13,58,-1,-16,-21
14075.746,14,-51,-9,76,-24,15,-3,-2
14075.746,-8,-63,-12,-83,55,3,8,12
14084.252,-71,3,30,-10,-85,-6,6,-14
14084.252,77,12,6,50,77,10,-13,13
14091.111,-71,54,-3,40,-30,-1,3,-8
