pc_t_ms,emg_t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
0,244,1,-3,-3,7,12,1,-5,0
0,244,-1,-9,0,13,26,0,-8,0
0,266,26,4,4,27,33,0,1,-2
0,266,39,23,-1,41,41,-6,19,4
0,267,3,-7,0,9,14,2,-5,0
0,267,-1,-11,2,9,25,1,-5,-3
0,278,28,6,0,28,31,-4,2,-2
0,278,33,19,-2,35,37,-1,16,2
0,287,3,-11,-1,8,14,2,-7,1
0,287,13,-6,-1,16,35,0,-5,-2
0,303,27,9,0,26,32,-2,3,0
0,303,29,15,0,30,31,0,10,1
0,304,8,-11,-1,12,18,1,-10,-2
0,304,18,-1,0,23,31,0,0,-1
0,326,23,9,-3,23,27,-3,4,3
0,326,26,11,-5,27,29,-1,10,2
0,331,11,-12,3,16,21,4,-8,-1
0,331,22,-1,-7,24,35,-4,3,-1
0,348,21,8,3,22,27,-1,4,1
0,348,26,9,1,27,29,-1,10,1
0,349,13,-7,-2,16,23,1,-10,-1
0,349,20,1,8,27,46,0,2,-2
0,363,21,6,-9,22,28,-4,1,-2
0,363,25,9,-1,28,30,-1,8,2
0,364,14,-11,-8,18,20,2,-8,-2
0,364,26,0,-2,27,44,0,3,-1
0,386,21,11,3,23,30,1,5,1
0,386,24,9,2,26,28,-1,9,2
0,387,15,-9,2,17,21,1,-9,-6
0,387,25,0,1,31,51,-1,6,-4
0,398,20,9,-2,22,32,-3,9,0
0,398,24,8,1,25,28,-1,6,2
0,425,16,-13,-1,19,22,1,-6,-1
0,425,29,2,2,32,52,-1,7,1
0,426,21,9,0,22,30,1,4,2
0,426,23,8,2,25,23,-4,5,1
0,429,17,-9,-1,19,24,7,-10,-4
0,429,25,2,3,33,44,-3,4,-1
0,445,20,9,7,21,29,0,3,0
0,445,23,7,-8,25,20,-2,6,1
0,448,17,-9,-5,19,25,1,-8,-1
0,448,28,6,1,27,41,-3,5,-1
0,459,20,7,1,21,28,0,6,-1
0,459,23,7,3,23,18,0,7,3
0,468,18,-9,-6,19,24,-1,-10,-1
0,468,30,5,-1,29,39,-1,5,1
0,483,19,6,-1,20,30,-2,4,0
0,483,23,7,-1,22,17,-3,4,-2
0,484,18,-12,4,20,20,1,-7,-4
0,484,27,6,-1,31,33,0,2,-2
0,506,20,12,-3,20,30,1,5,2
0,506,22,6,-9,24,19,2,4,1
0,507,17,-10,1,19,20,1,-11,-2
0,507,27,8,4,29,33,-2,5,0
0,519,19,10,-1,21,28,0,2,0
0,519,21,7,1,23,22,-1,4,2
0,527,18,-11,1,19,22,4,-8,-1
0,527,29,3,-6,29,43,-1,9,0
0,543,18,9,-1,20,27,-3,4,0
0,543,22,8,2,22,17,-2,4,3
0,544,17,-10,-1,19,20,0,-10,-2
0,544,25,8,4,28,42,0,4,1
0,573,19,11,0,21,26,0,5,2
0,573,20,6,-1,20,20,1,2,1
0,575,16,-8,2,18,22,2,-8,-1
0,575,28,7,-2,35,35,-1,7,-1
0,579,18,10,-1,20,29,3,3,1
0,579,20,6,-2,21,13,-1,1,-1
0,587,17,-10,0,19,21,3,-10,-2
0,587,26,8,3,36,39,-3,7,1
0,604,18,11,1,21,26,-5,0,0
0,604,19,6,0,21,19,-3,6,2
0,609,17,-10,0,20,20,1,-10,-4
0,609,30,7,0,34,33,-1,9,1
0,626,18,8,-4,21,29,-1,5,1
0,626,19,7,5,21,15,0,-1,0
0,627,17,-9,-2,18,21,-3,-9,-2
0,627,32,8,-3,34,35,0,6,2
0,639,20,15,0,22,26,-3,5,0
0,639,19,7,-1,20,19,-5,1,0
0,653,17,-9,2,19,20,5,-10,-3
0,653,30,8,-5,30,34,-5,5,0
0,662,19,10,1,22,29,-1,5,3
0,662,19,6,-6,19,18,3,0,3
0,664,17,-8,1,19,20,-1,-10,-3
0,664,31,6,0,39,35,2,4,0
0,686,20,12,4,22,28,-3,8,1
0,686,18,6,2,19,9,2,0,2
0,687,18,-7,-7,20,22,-3,-6,-2
0,687,34,8,-1,38,39,-1,4,-3
16,708,19,9,1,23,28,-3,1,1
16,708,18,6,1,17,15,-3,0,-1
17,710,17,-4,0,18,19,4,-8,-4
17,710,34,6,2,41,33,-3,6,0
38,730,20,6,-1,23,31,-1,4,3
38,730,17,6,-8,16,7,2,0,-1
40,732,17,-5,2,18,20,-1,-10,-2
40,732,33,8,2,37,29,-3,8,-2
53,745,20,7,-5,24,28,0,4,-2
53,745,16,6,4,16,23,-2,0,3
54,747,17,-3,1,18,20,2,-6,-4
54,747,34,9,0,32,33,-1,8,1
76,768,21,9,-3,23,30,-3,5,0
76,768,15,5,-5,14,13,0,-1,1
77,770,16,-4,0,18,23,2,-9,-2
77,770,34,9,4,34,35,0,5,0
91,783,21,9,2,22,27,0,2,0
91,783,16,6,3,17,3,2,-2,1
92,785,17,-3,-4,18,23,2,-8,-1
92,785,35,4,-1,36,30,-3,10,-1
113,805,21,11,-1,23,29,-1,6,-1
113,805,14,6,5,14,-3,4,-1,0
114,806,17,-2,0,17,22,3,-10,-3
114,806,32,9,-7,34,30,0,5,1
135,827,20,11,9,22,28,-2,4,1
136,827,12,7,-3,12,1,-3,-1,-1
137,830,16,-4,2,17,22,0,-8,-1
137,830,37,11,-2,32,34,-1,4,4
150,842,21,10,0,23,28,1,5,2
150,842,11,7,-5,11,22,2,-2,-1
165,857,16,-3,0,16,23,2,-7,-4
165,857,32,8,2,35,24,-3,5,-1
172,865,21,12,-2,23,26,-1,3,-1
172,865,12,4,-7,12,-2,2,-5,-1
173,865,15,-5,-6,16,24,-1,-6,-4
173,865,29,10,7,33,26,-2,3,1
221,889,21,10,-3,22,24,-1,5,1
221,889,9,6,-2,11,10,0,-1,3
221,890,15,-2,3,16,25,-1,-8,-4
221,890,29,10,1,31,31,1,5,0
221,901,20,7,-11,21,25,1,5,-1
221,901,10,3,7,12,-2,-1,-4,-2
221,909,15,-3,4,16,22,-1,-7,-5
221,909,30,8,0,31,37,-4,7,1
240,932,21,9,-3,22,25,-2,3,0
240,932,10,4,-3,12,3,4,-1,0
240,932,14,-4,2,16,21,-1,-6,0
240,932,29,12,3,34,32,-1,7,1
256,949,20,9,3,23,27,1,3,-1
256,949,11,5,-4,13,8,-4,-6,0
257,949,15,-1,1,16,22,1,-5,-4
257,949,32,10,-4,34,28,-1,4,0
269,961,21,8,4,23,24,-2,4,0
269,961,10,3,3,13,13,1,-3,0
277,969,14,-3,-5,17,24,2,-7,-2
277,969,30,9,1,34,28,-1,2,1
292,984,21,12,-1,23,24,-2,6,-1
292,984,12,4,-4,11,1,0,-2,-2
293,985,14,0,-4,17,24,4,-5,-4
293,985,28,8,4,35,31,-2,6,-1
325,1017,22,9,2,23,25,-3,4,1
325,1017,11,3,-7,7,0,0,-6,-1
325,1017,15,1,3,17,22,3,-4,-3
325,1017,31,7,-3,32,30,-1,3,-1
329,1021,21,10,-7,23,26,-1,3,3
329,1021,13,4,0,3,13,1,-5,2
345,1038,15,1,4,17,24,1,-6,-4
345,1038,27,10,4,34,24,3,5,1
354,1046,21,11,1,24,27,-1,1,1
354,1046,5,3,-1,3,-12,-2,-5,0
354,1047,16,1,-4,17,23,2,-7,-5
355,1047,31,12,-2,32,33,-1,4,-4
375,1068,21,10,-3,23,25,0,4,-1
375,1068,6,4,-1,6,-5,1,-4,2
375,1068,15,1,5,17,23,0,-4,-2
376,1068,29,9,-2,26,22,-2,5,5
390,1082,22,8,-4,23,28,-2,6,3
390,1082,2,3,0,0,-10,3,-5,0
405,1098,15,0,7,18,21,-1,-4,-2
405,1098,31,12,3,33,34,-3,5,-2
420,1113,21,8,-8,21,28,-1,4,-2
420,1113,-1,1,-2,1,4,1,-6,0
420,1113,15,2,-6,18,23,-3,-4,0
420,1113,31,9,4,29,28,1,3,2
435,1127,22,10,3,22,26,-1,4,-1
435,1127,-5,3,-1,-7,-4,3,-4,-4
435,1128,15,3,-3,17,23,2,-4,-2
436,1128,31,9,-6,28,32,-4,5,1
464,1150,20,10,0,22,25,1,2,3
464,1150,-2,2,0,0,-10,1,-7,1
464,1151,16,2,5,16,22,0,-2,-1
464,1151,28,10,4,26,27,-1,5,-1
489,1181,21,11,-2,22,28,1,6,2
489,1181,-7,1,3,2,2,2,-8,0
489,1182,15,2,2,18,23,2,-3,-6
489,1182,31,8,-4,29,32,-1,3,1
495,1187,20,10,3,20,26,0,4,1
495,1187,-3,2,-5,-1,3,3,-4,-2
510,1203,15,2,3,18,22,0,-3,-2
510,1203,24,8,-5,31,36,-4,1,0
519,1210,20,10,0,20,27,0,6,0
519,1210,-8,-3,0,-4,3,2,-8,-2
519,1212,15,2,-2,17,24,0,-4,-3
519,1212,27,11,1,31,29,0,4,0
540,1233,19,9,0,21,27,-6,6,1
540,1233,-3,-2,-5,4,6,2,-6,2
541,1234,15,3,3,18,22,-3,-3,-2
541,1234,27,13,-1,30,28,0,6,4
555,1247,18,10,-1,21,25,-2,5,-1
555,1247,-3,-3,0,-1,7,-2,-7,-3
562,1255,16,2,-1,17,24,3,-2,-4
562,1255,29,14,-4,28,29,-4,2,-1
577,1270,18,8,3,21,26,1,2,0
577,1270,4,-3,3,2,5,0,-8,-4
578,1271,15,2,-1,18,22,-2,-3,0
578,1271,27,8,1,29,28,-2,5,-1
600,1293,19,8,-12,21,26,-5,3,2
600,1293,-2,-2,4,0,12,4,-9,2
601,1293,16,2,1,19,28,4,-3,-3
601,1293,26,7,0,25,29,-3,6,-1
615,1307,19,7,4,20,27,-3,6,1
615,1307,2,-7,-4,2,13,0,-8,-1
615,1308,16,2,0,19,30,-1,-2,-1
616,1308,26,8,3,25,33,1,6,0
637,1329,19,9,-8,22,28,0,6,1
637,1329,2,-5,1,-3,5,1,-6,-2
638,1330,17,3,-2,18,32,0,0,1
638,1330,30,11,5,29,29,-1,2,2
660,1353,19,9,5,22,28,-1,9,0
661,1353,1,-5,-4,-2,14,0,-7,0
661,1354,17,2,-3,19,33,0,-1,-4
661,1354,23,11,4,27,23,1,3,1
682,1375,19,8,-3,22,27,-3,5,1
682,1375,-3,-6,-3,-3,8,4,-7,-1
690,1382,17,1,1,18,35,-1,1,-2
690,1382,28,10,0,29,31,-1,3,0
697,1389,20,9,2,21,30,-1,6,1
697,1389,-2,-5,-4,-4,16,2,-5,-1
698,1390,16,2,-3,19,31,-1,1,-1
698,1390,23,10,2,29,26,-2,2,2
721,1413,20,11,7,22,29,0,5,0
721,1413,-6,-6,-10,-9,3,2,-7,-3
721,1413,17,3,6,18,32,-1,2,-3
721,1413,29,10,-2,29,29,-4,3,0
735,1427,20,8,-4,22,32,3,3,1
735,1427,-3,-4,0,-5,10,1,-10,-2
735,1428,16,2,-4,18,29,-1,1,-2
736,1428,25,7,0,28,24,1,5,-1
766,1458,19,8,-1,21,30,-6,9,3
766,1458,-10,-7,2,-11,11,-1,-10,0
766,1459,16,3,4,17,27,-2,2,1
766,1459,28,10,-2,28,30,-3,6,0
797,1489,20,7,2,22,29,-1,7,1
797,1489,-7,-9,-7,-6,12,0,-9,-2
797,1490,16,1,-4,18,28,-1,0,-2
798,1490,26,11,-4,27,27,0,5,0
799,1491,20,9,0,21,31,0,6,-1
799,1491,-11,-7,13,-5,16,3,-12,-2
802,1495,15,2,0,17,28,0,1,-3
802,1495,27,12,-5,28,28,-3,7,-2
817,1510,20,9,-2,21,28,-2,8,-1
817,1510,-8,-8,-1,1,17,-1,-8,0
818,1510,15,2,3,18,25,0,1,-1
818,1510,26,8,0,26,26,0,4,1
839,1532,19,10,-3,21,31,-1,7,2
840,1532,-12,-9,2,-2,20,1,-8,-4
847,1539,15,2,-4,18,28,-2,2,0
847,1539,28,11,1,26,26,-1,5,1
855,1547,20,9,-4,22,28,-3,8,2
855,1547,-3,-7,5,3,21,-1,-9,-1
856,1548,14,2,3,20,24,-1,2,-4
856,1548,26,8,-1,25,25,-1,3,0
877,1570,19,7,3,22,31,-3,6,0
877,1570,-5,-9,-5,2,21,4,-11,0
878,1570,17,2,3,21,27,-4,0,-4
878,1570,28,12,2,26,26,-1,2,1
901,1593,20,9,-6,22,28,0,7,2
901,1593,-1,-10,-1,7,22,1,-7,-5
901,1593,17,1,0,21,23,-1,0,-1
901,1593,25,8,-6,23,25,-2,4,1
915,1607,19,8,5,22,29,-3,8,5
915,1607,1,-13,-6,4,21,3,-7,-2
915,1608,19,1,0,23,36,-4,0,-2
915,1608,26,9,0,24,24,0,6,-1
937,1630,20,8,2,23,29,-3,7,2
937,1630,2,-9,1,6,23,1,-11,-1
938,1631,19,1,-3,22,41,0,3,-3
938,1631,24,11,2,22,24,1,4,-1
961,1652,20,7,-7,23,29,0,6,0
961,1652,2,-14,1,6,22,2,-11,-2
961,1653,20,1,5,21,44,1,4,-1
961,1653,23,9,-3,27,25,-2,8,-1
975,1667,20,8,-7,23,28,0,6,1
975,1667,6,-11,-1,8,22,-1,-12,0
975,1668,20,1,4,21,51,-1,3,0
975,1668,23,9,5,23,25,0,2,0
997,1690,21,7,1,24,28,-2,3,-1
997,1690,5,-11,-6,6,24,0,-10,-2
998,1691,20,2,3,23,52,-1,4,-1
998,1691,23,7,-4,25,27,-2,4,0
1020,1713,22,7,1,25,30,0,8,3
1020,1713,6,-11,0,6,25,2,-8,-1
1021,1713,19,6,-2,20,44,2,3,2
1021,1713,24,10,-6,23,24,-3,5,1
1035,1727,22,10,0,24,29,-2,6,-2
1035,1727,6,-11,0,8,24,1,-10,-3
1035,1727,19,2,-3,21,49,-1,6,0
1035,1727,25,12,6,23,28,1,5,0
1057,1750,23,8,3,25,30,0,6,2
1057,1750,6,-12,2,7,25,2,-10,-1
1058,1750,19,2,1,21,53,-1,5,0
1058,1750,23,7,-6,23,27,-3,3,-1
1080,1772,23,7,2,24,30,0,8,-2
1080,1772,7,-15,-10,6,23,3,-7,-3
1081,1773,19,2,3,20,44,-2,4,-2
1081,1773,23,14,0,24,26,1,7,2
1095,1787,23,8,0,26,27,-6,11,0
1095,1787,7,-14,0,9,26,1,-9,-2
1095,1788,19,3,-3,18,43,0,4,-2
1096,1788,22,10,4,23,24,0,5,1
1119,1811,23,8,-4,25,27,0,7,3
1119,1811,5,-14,0,11,26,2,-8,1
1119,1812,18,3,-1,19,45,-3,8,-1
1119,1812,22,14,3,23,27,0,3,-1
1140,1832,24,9,-4,25,27,-3,10,1
1140,1832,6,-13,-8,13,26,1,-12,-3
1141,1833,17,4,7,20,40,0,7,0
1141,1833,21,9,-3,22,24,-2,3,1
1154,1846,22,9,-2,23,27,0,8,2
1154,1846,7,-13,2,13,26,0,-9,-2
1162,1855,16,3,1,32,40,-3,5,-1
1162,1855,21,12,1,21,28,0,4,0
1177,1870,23,8,5,25,26,-1,7,1
1177,1870,8,-13,0,16,25,0,-8,-3
1178,1870,18,3,-4,22,39,-2,4,-2
1178,1870,20,9,-2,21,24,0,7,-1
1201,1893,21,8,1,24,26,-1,7,3
1201,1893,11,-11,0,15,25,4,-10,-1
1201,1894,23,4,3,26,37,-5,7,0
1201,1894,21,8,1,21,26,-2,4,1
1214,1907,22,7,2,23,25,-2,6,1
1214,1907,12,-14,-5,17,26,2,-10,-3
1223,1914,23,3,-1,27,33,-1,5,-4
1223,1914,20,10,-3,20,26,-1,7,0
1237,1929,22,7,3,24,23,-3,9,2
1237,1929,13,-14,0,17,24,1,-11,-5
1238,1930,24,4,-2,29,52,-2,2,1
1238,1930,20,11,-5,20,26,0,6,1
1268,1960,22,7,-1,23,26,-3,5,-1
1268,1960,14,-10,3,18,24,2,-8,-1
1269,1961,23,2,2,31,48,2,2,-1
1269,1961,20,11,-4,21,28,-3,5,2
1274,1967,22,7,-7,23,28,-3,6,2
1274,1967,15,-12,4,18,25,2,-13,-5
1282,1975,27,3,1,31,49,-2,8,-1
1282,1975,20,10,5,20,29,-1,4,2
1298,1990,22,7,-3,24,18,1,4,1
1298,1990,16,-10,-4,19,23,1,-9,-3
1349,1997,27,2,0,32,48,0,8,2
1349,1997,19,8,-2,21,27,-2,4,0
1349,2012,22,6,0,23,19,-1,5,1
1349,2012,16,-11,5,19,24,1,-11,-1
1349,2013,27,4,2,33,40,-4,5,-1
1349,2013,20,8,-3,21,29,0,4,-1
1350,2026,22,6,0,25,23,-2,5,-1
1350,2026,17,-12,-4,19,22,4,-10,-2
1350,2035,30,2,4,31,47,-3,7,2
1350,2035,19,9,-1,21,30,-2,1,3
1357,2049,22,6,-5,23,20,2,4,3
1357,2049,18,-12,3,19,24,4,-8,-1
1358,2050,31,6,1,30,50,-4,7,0
1358,2050,19,9,5,20,27,-4,0,0
1380,2073,22,6,-9,24,21,-3,5,1
1380,2073,18,-11,1,19,23,1,-9,-2
1381,2073,31,7,1,31,45,0,5,0
1381,2073,20,12,3,21,30,2,4,0
1394,2086,21,6,1,22,25,-2,4,1
1394,2086,17,-13,-1,19,23,-2,-10,-3
1402,2095,28,7,0,30,46,-1,7,2
1402,2095,19,10,-1,19,31,-1,6,2
1417,2110,22,6,1,22,21,2,6,0
1417,2110,17,-10,3,19,21,0,-10,-4
1418,2110,30,8,-3,30,44,-3,7,-4
1418,2110,19,10,4,21,29,0,7,0
1440,2132,21,6,-3,21,22,-2,3,2
1440,2132,17,-11,-5,19,23,1,-10,-3
1441,2133,29,9,3,32,37,-4,5,-1
1441,2133,19,12,-6,19,30,1,6,1
1463,2155,21,7,4,21,17,0,3,1
1463,2155,17,-8,-2,18,23,1,-9,-2
1464,2156,26,4,-3,31,44,-1,8,-1
1464,2156,19,10,2,20,28,-2,1,1
1477,2170,20,7,2,20,16,0,2,3
1477,2170,17,-13,0,19,22,3,-11,0
1478,2170,27,8,0,31,38,0,10,3
1478,2170,18,10,0,20,29,-1,6,1
1500,2193,20,7,-2,20,18,-1,2,2
1500,2193,17,-8,2,18,22,1,-8,-5
1501,2194,26,5,-1,37,39,0,3,0
1501,2194,18,11,7,20,30,-4,2,0
1523,2215,19,6,-2,20,20,1,2,0
1523,2215,17,-9,-5,19,21,2,-8,-3
1524,2216,26,8,4,35,34,-3,4,1
1524,2216,18,9,-6,21,29,-1,5,1
1537,2229,19,6,4,21,16,0,3,2
1537,2229,16,-9,0,17,23,-2,-9,-3
1545,2237,36,5,-2,33,36,-2,7,-1
1545,2237,19,13,3,21,27,-2,2,-1
1561,2253,19,7,-1,20,16,0,3,1
1561,2253,16,-9,6,19,23,2,-11,-2
1561,2254,33,7,4,37,39,-1,5,-1
1561,2254,19,9,-7,21,28,-4,4,-1
1599,2291,19,6,-1,18,21,1,1,0
1600,2291,16,-6,2,18,21,2,-7,-4
1600,2292,33,8,3,38,32,-4,9,3
1600,2292,20,8,-3,21,30,0,6,0
1602,2294,18,7,-4,17,17,-1,0,4
1602,2294,18,-5,4,19,20,1,-10,-1
1605,2298,34,7,-4,38,34,1,6,-1
1605,2298,19,10,1,22,29,-2,3,2
1629,2320,19,5,-2,20,24,1,2,1
1629,2320,17,-6,2,17,22,1,-9,-5
1629,2321,28,7,-1,36,44,-4,2,-2
1629,2321,20,11,1,23,32,-1,6,0
1651,2342,18,5,1,18,19,3,-1,-5
1651,2342,18,-5,-9,17,22,-2,-9,-1
1651,2343,34,7,3,35,34,-3,7,1
1651,2343,20,8,-2,22,29,-4,3,2
1657,2350,15,6,3,15,0,-1,-1,1
1657,2350,17,-3,5,19,23,3,-8,-2
1658,2350,34,11,-4,35,35,0,7,-1
1658,2350,20,8,0,22,31,1,4,-1
1681,2372,14,6,-6,11,6,-1,-1,2
1681,2372,17,-6,0,18,23,3,-7,-3
1681,2373,34,8,-1,31,22,-1,5,5
1681,2373,21,10,1,22,28,-1,3,0
1703,2395,14,6,-3,15,1,2,0,-2
1703,2395,16,-3,-1,17,22,0,-9,-4
1704,2396,33,9,3,35,28,0,7,-1
1704,2396,21,7,-1,24,30,1,4,1
1717,2410,13,5,0,13,-4,-3,-1,4
1717,2410,16,-1,1,17,22,0,-7,-1
1718,2410,31,8,0,34,32,0,6,-1
1718,2410,21,9,-2,22,28,-2,4,-2
1741,2433,12,6,-1,13,9,0,-4,2
1741,2433,16,-4,0,16,22,1,-6,-2
1741,2434,30,8,2,35,33,-2,3,2
1741,2434,20,11,9,23,28,-2,5,0
1770,2462,11,5,-12,10,30,1,-2,-1
1771,2462,15,-3,1,17,24,-1,-7,-2
1771,2463,32,9,1,33,35,-3,4,1
1771,2463,20,8,-6,22,28,2,4,2
1777,2470,13,5,6,12,-6,-1,-2,-2
1777,2470,16,-3,-2,16,24,0,-9,-3
1778,2470,30,8,-1,33,33,-2,6,-1
1778,2470,21,10,0,22,27,0,4,3
1801,2493,11,5,-2,11,-4,-3,-2,2
1801,2493,14,-2,0,16,22,4,-7,-5
1801,2494,31,9,-2,35,26,2,3,0
1801,2494,20,10,0,23,27,0,2,2
1823,2515,11,4,2,13,15,1,-5,0
1823,2515,15,-3,-3,14,23,-2,-4,-2
1824,2516,31,9,0,31,33,-2,6,-2
1824,2516,21,12,-8,23,28,-2,5,0
1837,2530,10,4,1,11,16,4,-5,0
1837,2530,14,-2,0,17,24,0,-7,-4
1838,2530,30,8,1,31,33,0,4,0
1838,2530,20,10,6,23,26,1,4,4
1861,2552,10,4,-11,13,21,-2,-2,0
1861,2552,14,-2,5,16,25,2,-5,-5
1861,2553,30,9,5,36,30,-2,5,-1
1861,2553,21,7,2,22,26,0,5,-2
1883,2576,10,3,1,12,8,2,-3,1
1883,2576,15,-2,-6,17,27,4,-7,-3
1884,2576,29,7,-2,24,31,-2,3,1
1884,2576,21,5,1,22,26,-1,1,1
1897,2590,11,3,-1,8,8,1,-3,2
1897,2590,14,-1,0,17,24,0,-4,0
1905,2597,31,11,2,28,31,0,4,1
1905,2597,21,8,-1,23,28,-1,4,2
1921,2613,11,2,-7,8,5,1,-4,-2
1921,2613,15,1,5,17,24,0,-7,-3
1921,2614,32,9,-4,32,30,0,3,1
1921,2614,21,9,1,22,29,-1,4,0
1951,2643,13,4,0,13,24,0,-4,1
1951,2643,16,1,3,17,27,2,-5,-5
1951,2643,28,8,0,32,35,1,6,0
1951,2643,21,10,-2,23,29,0,3,-1
1957,2650,10,3,-3,5,7,1,-5,0
1957,2650,16,1,0,17,25,1,-5,-2
1965,2657,29,12,1,30,29,-2,4,1
1965,2657,21,8,-1,22,27,-2,-1,1
1981,2673,9,4,2,6,6,-1,-7,-1
1981,2673,16,1,-4,17,27,-1,-5,-4
1981,2673,29,8,-2,26,33,-2,3,0
1981,2673,21,8,0,23,32,0,4,5
2003,2696,3,2,-6,1,5,-1,-6,1
2003,2696,16,1,3,17,25,1,-5,-3
2004,2696,28,11,-2,33,29,-3,5,1
2004,2696,22,10,-2,22,28,1,5,0
2017,2710,6,2,1,5,-6,3,-3,-2
2017,2710,16,2,0,17,26,1,-4,-1
2018,2710,30,12,0,27,29,-2,2,-1
2018,2710,22,9,-3,22,30,0,5,2
2040,2733,-3,4,5,-5,3,1,-7,1
2040,2733,16,2,-9,17,28,1,-4,0
2041,2733,31,8,2,33,29,-1,4,3
2041,2733,21,9,2,21,26,-3,5,-2
2063,2755,1,4,3,2,-20,1,-5,-2
2063,2755,16,2,2,17,24,-1,-3,-4
2064,2756,28,10,-1,28,27,0,5,-1
2064,2756,21,12,-2,21,30,-2,5,1
2077,2769,-3,3,1,-4,-3,-1,-5,-2
2077,2769,16,2,3,17,24,-1,-3,-1
2102,2795,27,9,4,35,28,0,4,-1
2102,2795,20,8,-1,21,27,-1,3,-1
2103,2795,0,1,-2,1,-6,0,-5,0
2103,2795,16,2,-2,17,22,1,-5,3
2104,2796,28,7,1,27,33,-1,3,0
2104,2796,20,9,0,21,28,1,6,0
2122,2815,-5,-2,-8,-1,4,-1,-8,0
2122,2815,16,2,1,17,24,0,-3,-3
2130,2822,30,7,-8,30,29,0,6,0
2130,2822,20,5,-1,20,27,0,5,-1
2137,2829,1,2,9,0,6,1,-7,-1
2137,2829,16,3,1,18,24,1,-2,-2
2152,2844,27,9,-3,26,32,-2,4,2
2152,2844,20,12,-1,20,26,-2,6,2
2161,2853,-7,-3,-2,3,9,2,-8,0
2161,2853,15,2,4,18,24,0,-4,-8
2161,2853,29,10,0,29,25,-1,5,-2
2161,2853,19,6,-1,21,26,-6,2,1
2183,2876,0,-2,0,2,5,-1,-5,-1
2183,2876,16,2,-2,18,25,-1,-2,-2
2184,2876,27,8,1,27,29,-3,6,1
2184,2876,19,10,-3,21,28,0,6,0
2197,2889,-2,-2,0,-1,13,2,-11,0
2197,2889,16,2,4,18,22,-1,-2,-2
2205,2897,28,9,-2,25,30,-1,4,1
2205,2897,18,7,-6,21,27,0,4,4
2220,2912,0,-4,-3,3,8,2,-7,-1
2220,2912,16,2,2,19,29,-1,-2,-2
2221,2913,26,10,0,25,30,1,4,0
2221,2913,19,8,-3,21,30,0,4,0
2243,2935,2,-4,-1,0,4,2,-5,-1
2243,2935,16,2,6,18,30,-2,-3,-4
2244,2936,26,9,-1,29,28,-3,1,1
2244,2936,19,9,-1,22,28,-2,6,1
2257,2949,3,-4,2,-5,17,4,-4,-1
2257,2949,16,2,-8,18,30,-1,0,-3
2265,2957,23,8,7,27,26,0,7,-1
2265,2957,19,8,-6,21,26,-2,6,0
