pc_t_ms,emg_t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,imu_match,imu_source_idx,imu_pc_t_ms,imu_dt_ms,imu_t_ms,imu_ax_raw,imu_ay_raw,imu_az_raw,imu_gx_raw,imu_gy_raw,imu_gz_raw,imu_mad_roll_mdeg,imu_mad_pitch_mdeg,imu_mad_yaw_mdeg,imu_mad_us,imu_ekf_roll_mdeg,imu_ekf_pitch_mdeg,imu_ekf_yaw_mdeg,imu_traceP_1e6,imu_ekf_us,imu_bx_uradps,imu_by_uradps,imu_bz_uradps
0,0,-3,-44,4,1,-111,-45,-8,4,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,0,-2,-40,-1,-18,-8,-37,-8,-21,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,1,1,15,-2,-1,55,14,2,-7,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,1,6,54,-1,14,99,53,6,18,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,2,-7,-20,2,3,-63,-20,-4,2,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,2,-3,-30,-2,-12,-7,-28,-6,-15,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,5,-1,-6,-1,-5,27,-4,-1,-10,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,5,3,55,-2,14,97,52,8,17,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,19,-2,-14,3,3,-51,-16,-3,7,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,19,-2,-26,1,-8,-18,-24,-6,-12,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,21,2,0,0,-9,46,0,-1,-11,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,21,2,44,0,14,67,43,10,17,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,30,-1,-15,2,1,-44,-16,-2,4,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,30,-3,-26,-2,-10,-1,-25,-4,-15,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,43,4,6,-3,-3,42,6,3,-6,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,43,3,31,0,10,33,32,4,16,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,51,0,-18,1,-2,-36,-18,-3,2,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,51,0,-12,-1,-6,5,-12,-3,-8,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,74,-1,5,-1,1,26,5,1,0,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
0,74,1,21,-1,6,28,20,3,9,1,0,197.000,-197.000,1125862,17304,-782,-3974,-534,-45,51,34987,-20895,5678,7,13298,1971,-44464,556601,165,-380,2331,9376
