pc_t_ms,emg_t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
2059,2847,-5,19,0,-12,25,15,-10,-21
2059,2847,2,33,1,6,55,28,5,-1
2074,2863,1,21,2,5,32,19,2,11
2074,2863,3,24,4,8,22,21,1,3
2075,2864,-6,18,1,-9,23,16,-8,-19
2075,2864,4,35,-3,4,45,30,7,-1
2096,2884,2,20,-1,5,32,18,4,11
2097,2884,1,25,-3,2,17,22,0,3
2098,2886,-6,18,-2,-9,24,15,-7,-18
2098,2886,2,35,-1,8,43,30,10,-1
2111,2899,1,21,2,7,30,19,2,9
2111,2899,2,23,2,7,19,22,-3,4
2119,2907,-6,19,-1,-8,25,16,-11,-20
2119,2907,3,34,0,5,47,28,7,0
2134,2922,1,20,-3,5,31,18,1,8
2134,2922,2,22,3,4,19,20,-1,4
2136,2923,-4,18,2,-14,24,15,-9,-20
2136,2923,3,33,0,5,43,27,6,-2
2156,2944,0,20,-1,9,30,18,3,9
2156,2944,2,21,1,8,21,20,-2,3
2158,2947,-6,18,3,-11,24,16,-8,-21
2158,2947,1,33,0,7,40,28,6,0
2170,2959,2,20,1,8,32,18,2,10
2170,2959,1,20,-1,9,15,19,-2,4
2179,2968,-6,19,-3,-11,24,15,-9,-18
2179,2968,2,33,1,9,40,28,2,-1
2194,2983,2,20,3,9,30,17,1,10
2194,2983,3,20,-2,-4,18,19,-2,3
2196,2984,-7,19,-1,-9,22,16,-8,-19
2196,2984,1,39,-1,5,38,27,7,-1
2216,3005,1,21,0,4,33,17,0,10
2217,3005,-1,21,-4,7,16,18,-3,4
2218,3006,-6,18,-4,-16,22,15,-7,-19
2218,3006,2,39,3,8,35,32,5,0
2230,3019,2,22,-1,6,32,18,5,10
2230,3019,0,21,3,5,10,18,-5,3
2239,3026,-4,18,-4,-13,22,16,-9,-18
2239,3026,2,40,-1,4,35,34,1,1
2262,3049,3,22,1,2,32,18,-1,7
2262,3049,2,20,1,5,4,18,-5,3
2263,3050,-7,18,-3,-12,23,15,-6,-18
2263,3050,5,43,3,13,37,35,5,1
2284,3072,2,22,-2,0,33,19,1,9
2284,3072,1,18,1,3,7,17,-6,4
2286,3074,-8,19,-1,-7,23,16,-8,-18
2286,3074,1,39,0,2,34,33,4,1
2290,3079,1,22,-2,14,30,19,2,9
2290,3079,1,17,-1,-6,-4,16,-7,3
2299,3087,-5,18,-3,-13,23,15,-7,-18
2299,3087,3,40,0,5,37,40,4,3
2314,3102,2,23,2,9,31,19,2,7
2314,3102,-2,14,-5,-9,11,14,-5,4
2316,3103,-6,17,1,-6,24,16,-6,-16
2316,3103,3,39,-2,4,35,34,2,3
2336,3125,2,23,-1,6,32,20,0,10
2336,3125,2,13,0,5,9,12,-5,4
2338,3126,-6,17,-2,-15,23,14,-8,-14
2338,3126,3,38,-2,4,37,35,3,2
2350,3139,1,23,-1,1,31,20,1,10
2350,3139,-2,13,2,5,10,11,-4,3
2365,3153,-7,17,-3,-16,25,15,-6,-12
2365,3153,2,39,2,5,31,39,3,1
2374,3162,2,23,1,6,30,21,2,6
2374,3162,0,10,-3,3,-1,9,-7,4
2375,3164,-6,17,3,-17,26,14,-4,-12
2376,3164,1,40,4,14,31,34,4,2
2396,3185,1,22,-2,8,28,19,3,8
2396,3185,-1,10,-1,-3,1,10,-7,4
2398,3186,-5,16,-3,-11,25,15,-6,-10
2398,3186,1,37,-2,2,32,32,2,4
2410,3198,1,23,0,5,29,21,1,7
2410,3198,-1,9,2,4,-5,8,-8,3
2419,3207,-7,16,-1,-4,25,14,-6,-9
2419,3207,4,36,5,4,31,34,4,2
2434,3222,2,22,-1,7,29,19,1,12
2434,3222,-3,8,-2,-3,4,9,-8,4
2436,3224,-5,16,-5,-13,24,13,-6,-10
2436,3224,2,39,-4,6,31,30,4,3
2457,3245,0,22,-1,4,29,20,1,10
2457,3245,-2,11,-1,-5,-6,8,-9,4
2458,3246,-6,17,-2,-9,24,14,-3,-8
2458,3246,3,36,0,8,31,35,4,2
2479,3267,2,23,3,3,28,20,-3,7
2479,3267,0,10,-5,-4,1,8,-9,4
2480,3268,-6,15,-2,-10,25,14,-6,-10
2481,3268,2,38,0,2,27,30,2,2
2494,3282,1,22,2,6,28,19,5,10
2494,3282,-1,10,-3,-5,9,8,-3,4
2495,3283,-5,16,-4,-13,26,14,-3,-7
2496,3283,3,38,5,15,34,32,4,1
2517,3304,1,24,0,9,30,20,1,10
2517,3304,-3,10,2,3,-6,8,-8,3
2518,3306,-6,16,-1,-9,25,12,-4,-9
2518,3306,0,38,-3,-2,30,35,5,7
2539,3327,2,23,4,7,30,20,3,10
2539,3327,-3,5,0,-5,-3,9,-6,4
2541,3329,-3,16,0,-8,25,14,-4,-8
2541,3329,1,32,-2,7,31,32,2,5
2554,3343,2,24,0,5,31,21,1,8
2554,3343,-2,-1,-2,-12,-9,2,-9,2
2556,3344,-7,17,0,-6,24,14,-5,-8
2556,3344,1,37,-3,7,31,31,0,6
2577,3365,2,23,-3,2,30,20,1,9
2577,3365,-3,-3,-1,-5,-7,-2,-8,2
2578,3366,-5,17,-2,-8,24,14,-3,-6
2578,3366,4,33,1,9,30,34,0,8
2590,3378,0,23,-4,4,30,20,4,9
2590,3378,-2,-8,1,0,1,-9,-10,2
2607,3395,-5,16,1,-4,26,14,0,-5
2607,3395,1,34,-1,7,31,34,3,6
2614,3402,4,23,2,3,28,21,2,8
2614,3402,-2,-6,1,-5,-2,-6,-10,1
2616,3404,-5,16,-1,-3,25,13,-1,-4
2616,3404,1,30,1,5,30,32,2,4
2637,3424,2,22,0,6,30,21,3,11
2637,3424,-3,-8,2,-10,8,-13,-9,0
2638,3427,-3,16,1,-5,25,13,-1,-2
2638,3427,3,35,2,1,28,32,4,8
2659,3447,3,22,-1,5,29,19,2,9
2659,3447,-5,-6,-5,-7,5,-11,-10,1
2661,3449,-3,16,-1,-6,25,14,-2,-3
2661,3449,1,31,3,2,30,30,3,5
2674,3462,2,21,-2,9,30,19,1,10
2674,3462,-4,-7,0,-5,10,-10,-8,1
2675,3463,-3,17,-2,-5,25,13,2,-3
2676,3463,3,33,0,5,29,33,5,7
2696,3484,2,21,1,9,29,19,1,8
2697,3484,-6,-4,-2,-7,7,-6,-9,-1
2698,3486,-4,17,-2,-4,31,13,0,-2
2698,3486,1,29,-2,-1,29,30,4,7
2726,3515,2,21,-3,8,31,19,3,9
2726,3515,-3,-7,-1,-6,8,-9,-11,-1
2728,3516,-2,16,0,-4,34,14,1,-2
2728,3516,1,34,-1,9,29,30,2,6
2734,3522,3,21,2,4,32,18,4,7
2734,3522,-5,-6,-2,-10,5,-4,-9,-2
2736,3523,-3,16,1,-4,35,14,2,-2
2736,3523,1,31,-3,5,30,29,2,9
2757,3545,2,21,3,7,31,18,3,8
2757,3545,-3,-3,1,-8,9,-2,-6,-1
2758,3547,-2,17,0,-4,39,14,2,-2
2758,3547,0,31,1,4,30,28,4,10
2787,3575,2,21,-3,7,32,18,3,7
2787,3575,-4,-5,-2,-5,9,-3,-14,-1
2788,3576,-3,17,-2,-3,38,15,0,-2
2788,3576,1,32,-2,9,30,27,0,7
2793,3582,0,21,-2,8,34,18,4,8
2793,3582,-3,-11,2,-6,6,-9,-10,-3
2800,3588,-3,17,-1,-2,37,15,2,-2
2800,3588,2,33,-3,4,30,29,2,6
2817,3605,3,23,-1,8,34,19,4,9
2817,3605,-3,-9,-3,-9,12,-10,-10,-6
2819,3606,-3,17,0,-2,34,14,2,-1
2819,3606,3,31,2,6,30,28,0,5
2839,3627,-1,22,0,10,34,19,3,10
2839,3627,-3,-15,-1,-7,14,-14,-7,-8
2845,3633,0,16,-2,-3,34,14,4,-2
2845,3633,0,30,2,11,29,30,2,6
2853,3642,5,23,-2,10,33,20,5,8
2853,3642,-4,-16,3,-4,18,-12,-10,-10
2867,3656,-5,17,-3,-1,33,14,6,-2
2868,3656,3,27,-3,2,29,30,4,6
2876,3665,3,22,0,5,34,19,5,10
2876,3665,-6,-15,1,-11,18,-18,-11,-11
2878,3666,-1,16,2,1,33,13,5,-2
2878,3666,3,29,-1,0,28,30,2,8
2899,3687,5,22,0,6,33,20,3,10
2899,3687,-7,-11,-5,-10,22,-16,-9,-11
2900,3688,-2,16,-4,-1,31,14,4,-2
2900,3688,2,25,2,12,29,27,3,9
2913,3701,3,22,-2,5,32,19,5,9
2913,3701,-4,-7,-3,-8,22,-17,-11,-11
2920,3708,-2,16,-5,2,32,13,5,-2
2920,3708,4,26,0,8,27,31,3,9
2944,3732,1,22,1,4,32,19,5,8
2944,3732,-5,-5,0,-8,23,-14,-12,-8
2946,3733,-3,16,-1,-1,30,13,5,-2
2946,3733,3,25,-1,9,27,27,2,7
2959,3747,3,21,2,12,32,20,2,7
2959,3747,-4,-5,-1,-12,23,-11,-11,-12
2960,3748,-1,19,1,0,47,13,4,-2
2961,3748,3,26,5,1,27,28,4,9
2982,3769,3,22,-2,5,33,20,6,7
2982,3769,-7,0,-3,-13,24,-6,-10,-13
2983,3771,-1,19,-1,0,53,13,6,-2
2983,3771,0,25,-2,10,28,26,3,7
2996,3783,5,23,0,7,33,19,5,6
2996,3783,-4,-1,-1,-11,25,-6,-9,-10
3004,3793,0,20,-1,1,63,17,6,-2
3004,3793,2,26,0,2,28,25,1,7
3019,3807,2,23,2,12,31,20,5,5
3019,3807,-6,0,-1,-18,26,-3,-9,-12
3020,3809,-1,20,0,1,59,18,10,-2
3021,3809,0,25,-2,1,29,24,3,7
3033,3822,5,23,4,16,33,20,4,6
3034,3822,-6,1,-1,-19,24,-1,-10,-13
3040,3828,1,23,1,-1,60,18,5,-2
3040,3828,1,24,1,7,29,23,3,8
3056,3844,3,24,-1,4,32,20,2,6
3056,3844,-4,4,-2,-10,28,3,-11,-14
3064,3852,-1,21,0,-2,57,19,8,-2
3064,3852,4,24,-1,10,28,24,3,8
3080,3868,1,24,1,13,31,20,7,6
3080,3868,-5,2,-4,-9,26,0,-12,-14
3093,3882,1,21,1,3,58,18,7,-2
3093,3882,2,25,2,8,29,24,5,3
3094,3882,4,26,-4,7,32,23,6,6
3094,3882,-6,4,-3,-8,27,2,-10,-21
3102,3890,0,20,0,1,48,18,8,-3
3102,3890,-1,24,1,2,28,24,1,11
3117,3904,3,26,2,14,30,23,5,6
3117,3904,-4,3,2,-6,25,1,-10,-19
3118,3906,1,21,0,5,54,17,7,-2
3118,3906,4,23,-3,3,31,24,4,9
3139,3927,5,26,-3,4,27,23,6,5
3139,3927,-6,6,-4,-11,29,0,-7,-19
3140,3928,0,20,4,2,48,17,5,-3
3140,3928,0,22,-2,5,25,23,2,9
3153,3940,4,24,-1,2,30,22,5,6
3153,3940,-6,9,-2,-16,29,0,-8,-20
3162,3949,4,21,0,8,47,17,9,-2
3162,3949,0,21,-1,7,30,22,1,12
3176,3965,1,25,1,7,28,23,5,6
3176,3965,-6,11,-1,-10,30,1,-11,-20
3178,3967,-2,21,2,1,41,17,7,-3
3178,3967,1,21,-1,10,27,22,3,8
3199,3986,3,24,-3,11,30,22,3,4
3199,3986,-8,12,-2,-17,24,5,-8,-22
3201,3989,4,20,1,5,45,17,7,-3
3201,3989,3,20,-1,5,32,21,1,9
3213,4000,3,25,-1,12,26,22,5,4
3213,4000,-6,14,-5,-16,28,7,-8,-23
3229,4017,1,24,0,8,55,16,11,-2
3229,4017,2,20,3,11,28,20,1,8
3237,4025,3,24,2,5,28,21,0,3
3237,4025,-6,15,-2,-8,24,9,-10,-18
3238,4026,1,29,0,4,61,20,8,-2
3238,4026,2,20,-1,-2,32,19,3,10
3259,4047,3,24,2,9,23,21,3,3
3259,4047,-4,15,-1,-13,28,11,-9,-23
3260,4049,3,32,-2,3,64,23,7,-1
3261,4049,5,20,1,9,29,18,0,9
3289,4077,2,24,3,8,25,22,1,4
3289,4077,-5,17,-1,-10,25,12,-7,-19
3290,4079,3,34,2,8,63,25,8,-1
3290,4079,1,21,-7,1,34,18,2,8
3296,4085,2,24,2,7,32,21,2,3
3296,4085,-7,18,-1,-11,25,13,-7,-22
3298,4086,1,36,-1,4,66,28,6,-2
3298,4086,2,21,-3,5,37,19,5,9
3319,4106,1,24,1,9,20,21,0,3
3319,4106,-8,18,-2,-13,26,14,-8,-21
3320,4109,4,34,-3,6,49,29,8,-1
3321,4109,2,21,-2,-7,29,18,4,7
3333,4120,4,25,-3,6,19,21,-2,3
3333,4120,-4,19,4,-9,27,15,-11,-21
3349,4138,3,33,-3,3,48,29,6,0
3349,4138,1,21,-1,2,34,18,4,10
3357,4144,4,24,5,12,21,21,0,4
3357,4144,-6,18,-1,-19,27,15,-11,-21
3358,4146,1,34,-3,4,47,28,4,-1
3358,4146,2,21,3,9,33,18,2,11
3379,4167,3,25,0,8,18,22,-1,4
3379,4167,-5,19,0,-7,22,15,-9,-19
3381,4169,4,30,0,4,41,29,7,-1
3381,4169,2,21,2,12,31,19,3,11
3393,4180,2,23,1,9,20,22,2,4
3393,4180,-6,18,1,-15,26,15,-11,-18
3402,4190,1,34,1,11,47,28,7,-1
3402,4190,1,20,1,6,34,19,3,6
3417,4205,0,22,-3,2,20,21,1,3
3417,4205,-7,19,-3,-16,24,15,-8,-21
3418,4206,2,36,2,9,55,29,5,-1
3418,4206,3,20,1,10,31,18,2,10
3439,4227,3,22,-1,5,24,21,-2,3
3439,4227,-5,19,-1,-11,25,16,-9,-17
3440,4229,0,36,-1,7,44,29,8,-1
3441,4229,1,20,1,-3,33,18,0,10
3453,4241,3,21,-1,3,16,20,-2,3
3453,4241,-8,19,-4,-10,26,16,-9,-18
3462,4249,3,34,1,8,40,27,6,-2
3462,4249,2,21,2,10,31,18,0,10
3484,4272,-1,21,-4,5,18,19,0,4
3484,4272,-7,19,6,-8,24,16,-8,-20
3500,4288,4,38,-1,3,49,29,8,-1
3500,4288,3,21,4,8,34,18,2,9
3500,4288,1,21,-2,3,-2,19,-6,3
3500,4288,-6,18,-4,-19,21,16,-6,-19
3502,4290,3,37,4,11,38,33,6,-1
3502,4290,1,22,-1,9,34,18,3,10
3529,4317,2,21,-1,4,16,18,-3,3
3529,4317,-9,18,-3,-10,22,15,-8,-18
3531,4319,4,39,3,3,29,30,7,2
3531,4319,3,22,-1,3,33,18,3,10
3537,4324,0,21,-1,-2,-4,18,-5,3
3537,4324,-6,18,-1,-8,23,16,-6,-17
3538,4327,3,43,1,4,41,32,4,2
3538,4327,1,23,-1,6,33,18,0,7
3559,4348,0,20,1,8,6,18,-2,3
3559,4348,-5,18,-2,-18,22,16,-6,-22
3561,4349,4,43,-1,2,38,38,4,1
3561,4349,3,23,0,11,31,19,2,11
3582,4369,2,18,0,1,-9,17,-6,4
3582,4369,-5,19,-5,-17,22,16,-6,-19
3583,4371,3,40,2,7,35,37,3,1
3583,4371,0,23,4,6,32,19,3,8
3597,4385,-1,16,-3,1,19,15,-4,4
3597,4385,-6,18,-1,-12,25,16,-6,-16
3598,4386,1,45,-1,6,37,34,3,1
3598,4386,4,24,2,5,32,20,2,8
3620,4407,-1,15,6,1,-12,13,-7,4
3620,4407,-5,18,-3,-16,22,15,-6,-16
3621,4409,2,42,-1,10,36,39,5,3
3621,4409,1,24,-1,12,29,20,2,8
3649,4437,1,13,0,1,3,11,-5,4
3649,4437,-6,17,-3,-18,24,15,-6,-12
3650,4438,3,38,2,8,30,37,3,1
3650,4438,2,24,-3,-1,31,20,0,9
3656,4445,-1,11,2,1,5,11,-6,2
3657,4445,-4,17,-1,-9,24,15,-4,-11
3658,4446,2,40,0,2,32,34,2,3
3658,4446,0,24,0,3,28,21,1,10
3678,4466,-2,10,-3,-2,1,8,-8,4
3678,4466,-5,16,2,-7,24,14,-5,-10
3679,4467,1,36,0,4,27,30,2,2
3679,4467,1,22,-1,6,28,19,-1,6
3701,4489,0,11,1,-2,10,9,-7,4
3701,4489,-4,17,-4,-8,26,15,-4,-10
3702,4490,-1,34,2,4,24,34,2,4
3702,4490,1,23,-5,0,27,20,-2,9
3716,4504,-5,9,-3,-2,9,8,-6,4
3716,4504,-8,16,0,-8,26,14,-6,-10
3716,4504,2,30,1,11,28,27,1,1
3717,4504,3,21,0,-4,26,19,2,8
3738,4527,-2,11,0,-2,2,9,-8,3
3738,4527,-5,17,0,-14,25,13,-3,-8
3739,4528,2,32,-2,7,25,29,5,2
3739,4528,1,22,0,9,26,20,-1,7
3769,4557,0,8,0,-10,5,7,-8,3
3769,4557,-1,16,0,3,25,13,3,-3
3770,4558,-1,-2,-3,0,-1,-2,-1,-3
3770,4558,-4,19,-1,-9,23,17,-5,-12
3776,4564,-2,19,1,-7,23,15,-7,0
3776,4564,3,15,1,11,28,12,6,1
3777,4565,1,-5,0,1,2,0,-1,1
3777,4565,-4,19,-6,-11,20,16,-7,-20
3807,4594,-8,19,-3,-12,31,14,-8,-6
3807,4594,14,17,3,30,27,16,30,35
3807,4595,3,-58,1,12,-66,-50,-4,0
3807,4595,-7,-23,-2,-16,-44,-37,-19,-44
3821,4609,-31,-42,-10,-76,-2,-44,-32,-84
3821,4609,18,12,6,44,20,13,55,50
3821,4610,19,-14,1,46,-77,4,6,71
3821,4610,-2,-75,-1,-6,-68,-73,-19,-8
3837,4626,-27,-73,-10,-66,-26,-75,-34,-59
3837,4626,9,0,0,26,8,5,37,22
3838,4626,14,6,4,29,-43,15,11,53
3838,4626,-1,-48,-1,6,-56,-44,-13,3
3858,4646,-21,-52,-3,-55,-16,-53,-32,-56
3858,4646,8,9,-4,12,28,11,30,12
3866,4654,13,18,2,34,-20,26,10,48
3866,4654,-5,-25,2,-6,-33,-27,-12,-1
3898,4685,-18,-40,-4,-41,-14,-42,-26,-51
3898,4685,7,15,5,22,30,15,29,12
3898,4686,9,14,-2,25,-10,21,3,42
3899,4686,-4,-23,-5,-12,-28,-24,-9,0
3900,4688,-15,-29,0,-30,-6,-30,-15,-36
3900,4688,6,12,2,13,20,13,18,12
3903,4692,8,14,5,13,-3,19,2,26
3903,4692,-3,-13,0,-5,-18,-16,-6,-5
3927,4714,-7,-23,-3,-17,-8,-21,-10,-23
3927,4714,3,6,-2,0,8,9,12,9
3927,4715,3,7,-2,8,5,12,2,16
3927,4715,-1,-12,2,2,-9,-8,-3,-1
3941,4729,-7,-22,-1,-13,-8,-19,-7,-19
3941,4729,-2,3,-1,7,9,6,8,1
3941,4729,4,9,1,11,2,11,1,13
3942,4729,1,-5,1,-5,-8,-4,-5,3
3956,4744,-6,-14,0,-14,0,-18,-6,-13
3956,4744,0,0,-1,3,10,0,6,-1
3957,4744,3,9,0,5,-5,7,3,13
3957,4744,0,-3,0,3,-10,-5,-4,2
3978,4766,-4,-16,1,-12,-13,-15,-10,-13
3978,4766,0,2,1,11,14,2,7,1
3979,4767,2,9,-3,0,-5,6,0,9
3979,4767,0,-4,-3,-5,-3,-1,-1,-3
4001,4789,-3,-12,1,-10,-8,-12,-8,-8
4001,4789,2,-1,-2,7,10,0,2,0
4008,4796,0,4,-1,-3,-5,4,2,6
4008,4796,2,3,-1,0,3,0,-1,2
4016,4804,-2,-7,-2,-8,-4,-9,-2,-4
4016,4804,0,1,2,2,8,-2,-1,-3
4016,4805,0,2,1,5,-1,3,2,3
4016,4805,1,2,0,2,7,3,0,1
4038,4826,-4,-8,-4,-19,-10,-9,-4,-4
4038,4826,0,-2,2,4,1,-2,-2,-2
4039,4827,1,5,-1,-1,3,4,1,1
4039,4827,-3,6,-2,2,0,0,0,2
4061,4848,-4,-7,-1,-2,-12,-2,-4,-5
4061,4848,0,-1,0,-1,7,-7,0,-2
4062,4849,0,2,-1,2,-1,6,-1,2
4062,4849,1,2,-1,1,2,6,-2,3
4084,4872,-3,-7,-3,1,-10,-11,-3,-2
4084,4872,-1,-2,1,-4,0,-2,2,-3
4085,4873,1,0,0,2,0,1,2,7
4085,4873,-1,5,-1,-2,2,5,0,1
4098,4887,0,-11,-1,-2,-17,-10,-4,-5
4098,4887,2,-5,0,-1,-9,1,0,-2
4099,4887,-1,4,-2,2,6,2,2,-1
4099,4887,2,4,-1,-4,6,5,-2,0
4122,4910,-2,-13,0,5,-11,-14,-1,0
4122,4910,-2,-7,-1,-4,-7,-9,-2,-6
4123,4911,-6,-79,1,-18,-53,-78,-11,-34
4123,4911,4,46,2,21,57,46,23,20
4135,4924,18,13,3,43,-52,25,10,76
4135,4924,-27,-13,-9,-69,-11,-19,-52,-67
4143,4931,-6,79,-2,-26,81,69,6,-31
4143,4931,7,33,6,27,46,34,22,31
4158,4946,17,1,1,33,-39,4,11,61
4158,4946,-24,-10,-2,-46,-23,-9,-41,-34
4159,4947,-10,71,-2,-18,62,59,-2,-36
4159,4947,7,45,0,22,63,42,24,28
4181,4969,17,-1,3,35,-27,9,10,60
4181,4969,-19,-26,-4,-43,-19,-26,-33,-30
4196,4984,-9,60,-1,-17,63,47,-3,-37
4196,4984,12,56,1,27,74,54,28,38
4198,4986,11,-27,4,36,-37,-19,-2,46
4198,4986,-19,-19,-3,-44,-9,-21,-32,-36
4203,4991,-8,58,-2,-12,64,54,2,-23
4203,4991,12,45,1,24,51,46,25,39
4218,5006,6,-36,2,14,-23,-28,-11,20
4218,5006,-15,-3,2,-33,9,-7,-22,-33
4219,5007,2,59,-2,-1,58,51,10,-4
4219,5007,12,29,2,24,38,28,16,31
4241,5029,-1,-40,-1,0,-7,-35,-14,4
4241,5029,-11,9,-4,-21,22,6,-7,-17
4242,5029,2,42,-3,-9,39,42,5,4
4242,5029,7,26,0,19,35,24,8,19
4255,5043,2,-22,1,-3,6,-33,-6,2
4255,5043,-7,8,-4,-12,28,7,-4,-10
4263,5051,1,35,5,5,34,33,4,1
4263,5051,3,27,0,13,40,25,12,15
4278,5066,-2,-18,0,-2,13,-23,-9,0
4278,5066,-7,7,1,-9,37,2,-3,-9
4280,5067,-1,34,-1,1,35,37,1,2
4280,5067,7,31,2,12,43,28,10,18
4301,5089,-4,-14,-1,-4,11,-21,-12,-2
4301,5089,-7,11,-3,-15,43,8,0,-11
4308,5096,0,35,6,10,36,33,4,1
4308,5096,7,27,-1,17,37,25,13,16
4315,5103,-4,-13,-1,-6,13,-18,-8,-8
4315,5103,-5,15,-4,-9,44,10,0,-8
4323,5111,2,33,3,15,35,35,4,6
4323,5111,4,24,-3,-5,33,21,8,12
4340,5128,-4,-8,-5,-8,19,-14,-12,-13
4340,5128,-3,19,0,-6,52,14,3,-6
4341,5128,1,29,-1,7,29,29,6,5
4341,5128,4,23,-1,12,32,20,3,9
4361,5149,-3,-1,1,-13,20,-4,-9,-13
4361,5149,-1,18,-1,0,50,15,6,-4
4361,5150,1,25,0,0,31,26,2,4
4361,5150,4,24,2,16,34,21,7,7
4375,5164,-4,4,0,-7,25,1,-7,-5
4375,5164,-1,16,-3,2,38,15,5,-4
4384,5171,1,19,2,0,27,14,1,0
4384,5171,-1,23,1,0,29,19,1,2
4398,5186,-1,10,-1,5,20,5,0,-3
4398,5186,5,16,-1,6,16,13,6,-5
4399,5187,-2,6,-7,-2,28,-4,-5,-4
4399,5187,-4,17,0,-7,23,14,-3,-16
4421,5209,1,23,-1,1,25,20,5,3
4421,5209,9,17,4,14,-6,15,9,-2
4422,5210,-3,-56,1,-6,-23,-62,-9,-16
4422,5210,-14,3,-2,-31,1,0,-30,-55
4435,5223,-5,86,-4,-14,63,91,17,-24
4435,5223,21,24,4,56,-6,20,24,32
4443,5231,6,-52,-3,8,-46,-51,-7,17
4443,5231,-15,-35,0,-38,-60,-37,-34,-45
4460,5248,-10,54,-6,-23,34,47,7,-43
4460,5248,20,10,4,46,-30,9,23,35
4461,5249,5,-46,-5,8,-33,-45,1,10
4461,5249,-12,-7,-4,-16,-22,-8,-24,-23
4481,5269,-11,15,0,-25,15,10,-3,-48
4481,5269,21,38,4,42,43,42,35,48
4481,5270,6,-34,-2,21,-46,-26,-2,37
4481,5270,-12,-28,0,-23,-35,-27,-25,-25
4512,5299,-9,44,1,-16,55,38,6,-28
4512,5299,13,-1,1,32,11,0,21,21
4512,5300,0,-50,1,-1,-36,-44,-9,4
4512,5300,-6,2,-5,-14,9,1,-11,-13
4519,5307,-1,23,1,-2,2,26,-2,1
4519,5307,3,0,1,12,-2,-4,5,-3
4526,5314,2,16,-3,4,11,19,0,12
4526,5314,-11,-24,-6,-30,-35,-27,-19,-33
4541,5329,-9,-21,-1,-22,18,-21,0,-45
4541,5329,13,46,1,30,55,44,18,32
4541,5329,3,-5,1,15,-15,0,-2,19
4541,5329,-3,-13,2,-10,-20,-16,-11,-12
4564,5352,-7,-15,-4,-19,14,-15,-4,-29
4564,5352,7,26,2,20,39,27,13,18
4565,5352,3,6,1,-1,2,5,-3,13
4565,5352,-1,-10,-2,0,-20,-10,-8,-1
4578,5366,-6,-19,3,-12,9,-21,-3,-25
4578,5366,5,24,-1,10,31,24,11,8
4579,5367,5,13,3,12,5,12,1,22
4579,5367,-1,-13,-2,-1,-20,-9,-8,-4
4601,5389,-6,-19,-4,-26,-4,-25,-2,-27
4601,5389,0,30,-1,19,32,28,12,14
4602,5389,2,13,-2,5,6,14,1,17
4602,5389,-4,-15,-1,-1,-20,-17,-12,-9
4624,5412,-4,-14,3,-8,1,-17,-5,-21
4624,5412,5,24,0,10,25,28,7,17
4625,5413,2,1,3,6,-5,3,0,8
4625,5413,-1,-11,0,-10,-13,-14,-4,-8
4638,5427,-3,-7,-2,0,-2,-10,-2,-14
4638,5427,2,19,1,5,23,16,5,9
4639,5427,-2,1,-1,7,-3,2,1,5
4639,5427,0,13,3,-8,22,12,0,2
4661,5449,3,45,-2,10,44,46,6,21
4661,5449,-13,-47,-5,-43,-29,-50,-19,-65
4661,5450,-2,54,0,-1,66,46,9,-25
4661,5450,23,32,7,62,48,33,42,65
4684,5472,-2,-64,-7,-2,-40,-62,-27,14
4684,5472,-18,-3,5,-43,56,-12,-12,-43
4685,5473,0,53,-5,-3,45,58,9,-4
4685,5473,20,47,1,45,61,45,40,38
4698,5487,-1,-35,2,2,-22,-40,-27,-3
4698,5487,-13,-9,-4,-29,52,-16,-12,-34
4699,5487,-5,40,0,-18,39,41,3,-15
4699,5487,21,61,3,45,68,62,37,49
4729,5517,0,-34,-1,-10,-30,-36,-25,-9
4729,5517,-14,-4,-4,-32,40,-14,-12,-42
4730,5518,1,56,2,5,66,56,12,-4
4730,5518,19,52,0,50,41,52,30,46
4744,5532,-6,-33,-2,-16,-24,-37,-30,-25
4744,5532,-11,15,-5,-31,61,7,-6,-37
4745,5532,5,53,6,15,53,53,14,12
4745,5532,16,34,-2,38,23,33,22,36
4759,5547,-13,-22,1,-28,-12,-26,-26,-39
4759,5547,-8,31,-1,-12,61,21,1,-19
4759,5548,3,38,-4,4,39,39,13,14
4760,5548,12,27,1,26,13,27,7,19
4781,5569,-9,-3,-4,-21,10,-8,-23,-32
4781,5569,-3,27,-3,1,48,22,2,-11
4782,5570,3,29,2,15,32,27,7,9
4782,5570,6,27,1,13,21,26,4,12
4803,5591,-8,5,-2,-16,9,2,-18,-27
4803,5591,0,32,-2,-1,49,21,3,-2
4811,5599,2,24,-2,9,34,23,4,10
4811,5599,5,29,4,11,16,28,6,14
4827,5615,-6,7,1,-14,9,4,-14,-22
4827,5615,-1,31,-3,-5,38,20,0,-10
4827,5615,1,28,1,2,40,25,7,9
4827,5615,7,27,-1,16,7,26,2,14
4841,5629,-10,6,-2,-16,9,3,-15,-26
4841,5629,0,34,1,-1,41,25,0,-11
4842,5630,5,28,1,10,33,26,3,12
4842,5630,5,20,0,17,-2,20,-1,10
4864,5652,-6,8,1,-23,13,5,-13,-26
4864,5652,-2,37,-3,4,50,33,7,-3
4865,5652,3,25,1,4,34,23,5,11
4865,5652,2,17,1,10,-3,16,-1,7
4887,5674,-8,12,-2,-12,17,10,-10,-26
