pc_t_ms,emg_t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
0,402,6,-7,0,-2,10,-9,-3,1
0,402,-5,3,0,0,29,3,-1,-2
0,403,-1,3,1,1,23,2,0,0
0,403,1,3,1,0,17,2,1,3
0,417,-2,-8,-2,-1,11,-6,-2,-2
0,417,-1,1,0,-1,15,4,0,1
0,418,-1,0,0,0,17,3,2,3
0,418,-1,1,0,-1,5,0,-1,1
0,439,2,-7,0,-2,11,-5,-1,0
0,439,0,5,0,-1,22,3,3,-2
0,440,1,3,-1,0,17,1,2,0
0,440,-1,-1,-1,1,9,4,0,3
0,461,0,-9,0,-3,11,-7,0,-6
0,461,-1,4,0,0,30,1,-2,-3
0,462,0,3,1,1,23,4,0,-1
0,462,-3,1,0,0,13,1,-1,1
0,476,-2,-7,-2,-3,10,-4,-1,-5
0,476,5,3,0,0,28,4,1,3
0,477,0,4,0,1,26,2,-1,-1
0,477,3,1,0,2,3,-2,0,1
0,499,-6,-7,0,-4,13,-4,-1,-7
0,499,1,3,0,0,24,4,1,0
0,500,0,2,-1,0,10,0,-2,5
0,500,-3,-1,-2,3,-5,1,-1,3
0,521,-2,-8,1,-2,11,-8,-3,1
0,521,-2,2,-3,0,13,3,2,2
0,522,0,0,1,0,12,0,-1,1
0,522,-3,-1,1,0,-7,1,0,-1
0,537,1,-7,0,-3,8,-8,0,-5
0,537,0,4,0,1,17,4,1,-1
0,537,2,3,-2,2,15,2,0,-1
0,537,2,-1,1,2,-4,-2,1,1
0,559,-2,-7,0,-3,10,-6,-3,-2
0,559,0,4,-3,1,20,4,0,1
0,560,-4,1,1,0,13,1,0,1
0,560,1,1,0,0,-3,-2,-1,2
0,582,-6,-9,0,-2,8,-5,-2,-3
0,582,2,1,1,1,13,2,0,-1
0,583,-1,2,-1,1,16,2,0,3
0,583,-1,-1,-1,-1,-6,-1,1,1
0,597,4,-6,-1,-3,10,-9,-1,-6
0,597,-1,6,-2,-2,19,3,0,1
0,597,-3,0,0,-1,17,3,0,0
0,597,-1,0,0,0,4,0,2,-1
0,619,3,-8,-1,-4,9,-5,-1,-5
0,619,-1,4,-2,-1,10,3,0,1
0,620,-1,1,-2,0,18,2,0,3
0,620,0,-1,0,2,0,-1,-1,5
0,641,-2,-4,-2,-1,7,-7,-3,-3
0,641,0,3,1,1,16,5,1,2
0,642,0,1,-2,-2,19,3,-1,0
0,642,-1,-4,0,0,-8,-5,-1,3
0,665,-1,-7,0,-3,8,-8,0,-2
0,665,1,3,0,-1,14,-1,1,1
0,665,3,3,-2,-1,16,2,-1,0
0,665,-2,-2,2,1,9,-3,-2,-4
0,680,-2,-6,-1,-1,5,-7,-2,-3
0,680,0,2,-1,-1,17,3,1,-2
0,680,2,4,1,1,21,3,1,0
0,680,-1,-1,0,0,1,-1,-2,0
0,701,-2,-5,-1,-3,11,-7,-2,-4
0,701,-2,1,-1,2,23,3,-2,-2
0,703,-1,1,-1,1,22,2,0,0
0,703,1,-1,1,0,-2,-4,0,1
0,717,2,-5,0,-4,11,-6,-1,-5
0,717,-2,3,-1,2,13,2,0,1
0,718,2,3,-1,0,15,2,1,4
0,718,-1,-1,-2,0,-2,-4,1,3
0,740,0,-7,0,-4,10,-6,0,-4
0,740,-1,2,-1,0,15,5,0,0
0,740,0,2,0,1,19,4,-1,0
0,740,-3,-4,0,0,-8,-4,-2,1
5,761,-1,-5,0,-2,10,-6,-4,-5
5,761,-1,5,1,0,22,5,0,-1
6,763,1,3,1,2,20,1,2,2
6,763,0,-5,-1,0,-19,-3,-2,0
20,777,1,-8,-2,-3,10,-4,-2,-1
20,777,1,3,-1,0,18,3,0,2
21,778,-2,1,1,1,10,1,2,3
21,778,0,-2,2,-1,-2,-3,0,2
43,799,-1,-4,0,-3,8,-5,-1,-3
43,799,0,3,-1,1,17,5,1,0
43,800,2,2,-3,1,23,2,-1,1
43,800,2,-2,0,-1,-4,-5,-1,-1
65,821,1,-6,0,-4,8,-4,-1,-5
65,821,0,3,2,-2,19,4,0,-1
66,823,2,4,-2,0,17,5,0,2
66,823,2,-5,-1,0,-3,-1,-1,1
79,836,-2,-3,-2,-2,10,-4,-3,-3
79,836,-1,3,2,1,26,2,-1,0
88,845,-3,1,0,0,23,3,1,-2
88,845,-3,-4,-2,0,-3,-5,1,0
103,860,2,-4,-1,-2,15,-5,-1,-1
103,860,-5,2,-1,1,22,1,0,-4
103,860,-1,3,0,1,19,2,-1,0
103,860,-1,-3,0,0,1,-1,-1,-1
125,882,2,-3,1,-2,11,-4,-1,-3
125,882,5,3,-2,-2,12,1,0,0
126,883,0,2,-1,0,10,2,1,2
126,883,-1,-3,1,-2,-16,-4,-1,0
139,896,-1,-6,-1,-2,10,-3,1,-1
139,896,1,3,1,0,16,6,0,3
148,904,-3,3,-1,1,22,3,-1,4
148,904,-2,-6,0,0,-15,-6,-2,0
163,919,-4,-5,-2,-2,14,-5,-4,-5
163,919,0,1,-2,0,17,1,2,1
163,920,-1,2,0,1,9,3,0,-2
164,920,0,-5,-2,0,-15,-7,-1,-4
197,942,-3,-4,0,-1,12,-2,-1,-4
197,942,3,3,0,0,7,1,1,4
197,942,-1,1,0,1,13,2,-2,2
197,942,2,-5,1,-1,-2,-3,-1,0
200,956,-1,-4,-1,-2,14,-4,-3,-2
200,956,1,4,0,-1,15,3,0,0
208,964,3,3,0,-2,18,3,-1,-2
208,964,-1,-5,-2,-1,-4,-5,-1,-2
223,980,-3,-5,0,-1,10,-3,1,-5
223,980,0,3,-1,1,11,3,2,3
223,980,2,4,0,0,20,3,2,3
223,980,3,-5,2,1,-9,-4,-1,0
245,1002,1,0,-1,-4,10,-5,1,-4
245,1002,-2,1,1,2,17,2,0,3
246,1002,-3,2,-1,1,21,4,0,1
246,1002,-5,-6,0,-4,-11,-3,-3,2
260,1016,5,-3,-1,-4,7,-4,-1,-3
260,1016,-2,3,-1,2,22,1,0,-4
268,1025,-2,3,1,2,18,4,-1,0
268,1025,-2,-6,3,-2,-11,-4,-3,-3
283,1039,-3,-4,-1,-4,8,-1,-1,-4
283,1039,-3,1,-2,0,15,1,1,-4
283,1040,0,3,0,1,19,2,1,0
283,1040,0,-5,-1,-1,-13,-8,1,-1
305,1062,-2,-2,-1,-2,11,-1,-5,-4
305,1062,2,1,0,0,17,1,-1,2
306,1063,-5,4,-1,1,18,1,0,0
306,1063,1,-5,-1,-1,-11,-4,-1,1
320,1076,-1,-3,0,-1,15,-3,2,-2
320,1076,2,4,0,-1,12,4,0,1
328,1085,3,4,-1,0,14,4,0,0
328,1085,6,-6,0,0,-8,-8,0,-1
395,1107,-5,-2,-2,-2,12,0,-2,-1
395,1107,-2,2,0,0,27,5,0,0
395,1108,1,3,-1,2,24,4,0,2
395,1108,-2,-5,1,-1,-10,-5,-3,-3
395,1122,1,-5,-2,-1,13,-2,2,0
395,1122,0,2,0,-1,17,1,0,2
395,1123,-1,4,-1,-1,20,3,0,5
395,1123,-1,-7,0,-2,-10,-6,0,2
396,1144,3,-1,-1,-2,13,-1,0,-6
396,1144,-2,2,0,1,14,3,0,-2
396,1145,-1,5,0,0,17,1,1,2
396,1145,-2,-5,-1,-3,-4,-6,-3,3
448,1168,-2,-2,0,-3,12,-1,-3,-1
449,1168,2,2,-2,1,19,2,0,0
449,1169,1,3,-1,0,18,7,0,1
449,1169,-4,-7,0,-1,-8,-6,0,-6
450,1182,1,0,0,-1,26,1,-1,-3
450,1182,0,4,0,2,14,3,-1,1
450,1183,1,3,0,0,17,4,0,3
450,1183,0,-7,-1,-2,-2,-6,-1,-2
480,1205,2,1,-1,-2,27,1,2,-2
480,1205,-1,3,-1,0,18,1,1,3
480,1206,0,3,-2,0,19,5,2,3
480,1206,-3,-8,-1,-4,-5,-6,-2,-2
480,1235,0,1,0,-2,30,1,-2,0
480,1235,2,3,0,0,21,0,1,-1
480,1236,-3,3,-1,2,18,4,-1,1
480,1236,0,-5,1,-1,-3,-7,-3,0
486,1241,1,0,0,-1,21,0,-1,-5
486,1241,1,1,-2,0,8,5,0,-2
486,1242,1,3,-1,1,18,2,0,-2
486,1242,-2,-5,-2,0,-7,-8,0,-1
509,1265,-2,0,-1,-1,25,0,-2,-2
509,1265,2,3,-1,-1,4,3,-1,1
509,1266,-2,4,-1,-1,17,5,1,-1
509,1266,-3,-7,1,0,-9,-7,-2,-2
538,1294,1,2,-3,-2,20,-1,-1,-2
539,1294,0,-1,1,2,11,5,-1,-2
539,1295,0,4,0,0,15,5,0,1
539,1295,2,-7,-1,-2,-7,-6,-2,0
545,1302,-1,1,0,-2,16,1,0,-1
545,1302,-2,2,-1,1,13,-1,-1,4
546,1303,2,3,-2,1,12,2,1,1
546,1303,0,-5,0,0,1,-7,0,-2
568,1325,0,-1,-1,-2,14,0,0,-5
569,1325,-1,4,-1,-1,10,1,-1,-2
569,1326,1,2,0,1,11,4,-4,-1
569,1326,0,-7,0,-2,0,-8,-1,-3
591,1347,-2,2,0,-2,13,2,-1,-1
591,1347,0,2,-1,0,23,2,1,2
592,1348,-1,4,-1,2,14,5,0,4
592,1348,-4,-7,1,0,-2,-4,-4,0
605,1362,1,-1,0,-2,15,3,1,2
605,1362,-1,1,-1,1,16,4,1,0
606,1362,4,4,-1,2,13,2,0,4
606,1362,-1,-8,-1,-2,3,-10,-2,0
628,1384,1,1,-2,-2,12,0,1,-3
628,1384,1,3,-1,-2,16,2,0,0
630,1387,-2,7,-2,1,12,5,3,1
630,1387,-1,-7,1,-4,-1,-5,-1,-3
651,1408,-1,1,-1,0,20,1,-2,-2
651,1408,-1,2,-1,1,17,2,-1,-1
653,1409,3,4,0,2,13,5,0,2
653,1409,-1,-6,0,-2,2,-7,0,-1
664,1421,-2,2,0,-1,23,2,1,0
664,1421,-3,2,1,1,16,2,1,2
673,1430,1,3,0,1,14,4,1,3
673,1430,-3,-6,-2,-3,1,-8,-3,-3
688,1445,-2,2,-3,-1,26,3,-1,-4
688,1445,-1,3,-2,2,11,3,-1,0
690,1446,-1,4,2,4,14,3,1,1
690,1446,2,-9,-2,-1,5,-9,0,-1
711,1468,2,2,-1,-1,16,2,1,-2
711,1468,0,2,0,0,20,2,1,2
712,1469,-3,5,-1,1,14,4,-1,-2
712,1469,1,-7,1,-4,-1,-7,-2,-4
724,1481,1,2,-1,0,10,1,0,-4
724,1481,-2,4,-1,1,11,2,1,-1
733,1490,-1,6,1,1,12,3,2,3
733,1490,-1,-5,0,-1,4,-8,-2,-2
748,1505,1,2,1,-1,22,2,-2,1
748,1505,-1,1,2,0,8,2,0,4
750,1506,0,4,-3,1,13,4,-1,3
750,1506,-2,-7,-1,0,7,-5,0,-2
771,1527,1,1,0,1,14,3,1,-5
771,1527,1,3,-2,0,10,4,-1,1
772,1529,2,5,-1,0,12,3,1,5
772,1529,1,-5,-1,-3,0,-6,-3,1
793,1550,1,4,-1,-2,26,3,1,2
793,1550,1,3,1,2,5,1,-2,2
795,1551,-1,5,-1,-1,12,5,-1,0
795,1551,0,-8,-1,-3,7,-9,1,-5
816,1572,-2,1,0,0,18,2,1,-4
816,1572,-1,0,-1,1,18,3,1,4
817,1574,2,5,0,1,12,5,-1,1
817,1574,-2,-11,-1,-4,0,-6,-1,-1
831,1588,0,3,-1,-2,25,2,-1,1
831,1588,-1,2,0,0,21,3,1,0
832,1589,-2,2,0,2,15,3,1,4
832,1589,-4,-9,1,0,8,-7,-2,-5
844,1601,-1,2,0,0,20,5,1,-3
844,1601,2,2,-1,1,7,-1,-1,-1
853,1610,1,4,-1,-1,15,5,0,2
853,1610,0,-7,-1,-3,6,-9,-2,-2
869,1625,0,4,-1,0,27,4,0,-2
869,1625,3,2,0,1,14,1,-1,-1
874,1630,-5,2,0,3,14,3,-1,-1
874,1630,-1,-7,0,-2,6,-6,-2,-3
891,1647,1,4,-2,-1,11,2,-1,0
891,1647,1,3,0,-1,8,1,1,2
892,1649,2,3,-2,1,12,4,-1,3
892,1649,1,-9,0,-3,4,-7,-3,-2
905,1662,2,1,1,0,8,-1,1,-2
905,1662,-2,1,-1,0,10,1,-2,-2
913,1670,-2,1,-1,2,10,1,1,4
913,1670,-1,-7,0,-2,5,-8,-2,-2
936,1693,-3,1,0,-2,12,2,-2,-2
936,1693,2,2,-1,-1,9,1,1,0
937,1694,1,3,1,1,8,4,1,2
937,1694,-1,-10,0,-1,8,-8,-2,0
951,1708,-3,-2,-2,-1,11,3,1,0
951,1708,-4,3,1,0,14,-1,2,3
952,1709,-2,3,2,2,9,2,2,2
952,1709,-1,-5,0,-1,5,-7,-1,-3
973,1730,0,4,-2,0,14,3,0,-4
973,1730,0,-2,-2,1,10,3,-1,0
975,1731,-1,4,0,2,6,3,0,1
975,1731,0,-10,-1,-4,6,-9,-3,-4
989,1745,1,4,-2,-3,24,2,0,-2
989,1745,1,5,0,0,18,3,-1,1
990,1747,2,3,2,2,6,4,1,2
990,1747,-3,-10,-1,-3,4,-7,-1,-3
1011,1767,-3,3,-2,-1,20,4,2,1
1011,1767,0,0,-1,1,18,2,-1,0
1017,1774,0,4,-1,1,8,2,1,1
1017,1774,4,-10,-1,-3,5,-10,-3,-1
1041,1797,-1,4,-2,0,16,2,2,2
1041,1797,-1,2,0,1,24,2,-1,3
1043,1799,0,2,-1,2,8,3,0,4
1043,1799,-1,-8,0,-3,6,-8,-4,-4
1048,1805,1,4,0,3,26,4,0,1
1048,1805,-1,2,-1,0,10,0,0,1
1050,1806,-2,2,0,2,8,4,2,2
1050,1806,-2,-7,0,-4,6,-7,-2,-3
1071,1827,-2,4,-1,-2,14,4,0,-4
1071,1827,-1,3,-1,1,16,2,1,-4
1072,1829,3,3,-1,-1,7,0,1,2
1072,1829,-3,-7,-1,-1,3,-9,0,-4
1093,1850,1,3,0,-1,13,4,0,0
1093,1850,-1,1,-2,2,9,1,-1,3
1095,1851,1,0,1,2,6,0,0,2
1095,1851,-1,-7,-2,-2,7,-7,-1,1
1108,1865,0,4,-1,0,25,4,0,1
1108,1865,1,3,-1,0,9,3,0,2
1110,1866,0,0,1,1,8,2,-1,2
1110,1866,-2,-9,0,-3,6,-5,0,-4
1131,1888,1,6,-2,1,13,1,-2,3
1131,1888,0,3,0,-1,11,2,0,2
1132,1889,1,3,0,0,9,2,-1,1
1132,1889,3,-5,1,-4,6,-10,0,-5
1153,1910,-4,2,-1,1,13,3,-1,-2
1153,1910,1,2,-1,2,19,1,-1,-1
1155,1912,-1,-1,-1,1,4,0,0,1
1155,1912,-1,-8,-1,-4,8,-9,-4,-4
1168,1924,1,4,1,1,26,4,0,1
1168,1924,-1,2,-1,-2,9,0,0,2
1174,1931,1,0,0,2,6,0,-2,2
1175,1931,-1,-9,-1,-1,6,-7,-3,-4
1191,1947,2,3,1,1,15,4,0,-1
1191,1947,0,3,0,1,14,4,2,0
1192,1949,-1,1,-1,1,6,-1,0,2
1192,1949,-2,-6,0,-2,6,-9,-4,-6
1213,1970,0,3,-1,0,14,3,0,0
1213,1970,1,0,1,1,10,2,1,0
1215,1971,-2,0,-1,1,1,1,3,4
1215,1971,-1,-7,0,-3,7,-4,0,-3
1228,1985,3,4,-3,-1,26,2,-1,2
1228,1985,1,4,0,1,15,2,0,2
1242,1999,-3,-1,-1,1,2,-1,-1,3
1242,1999,-3,-7,0,-3,9,-8,-2,-2
1251,2007,2,0,0,1,12,6,0,0
1251,2007,0,0,-1,-1,12,2,0,0
1252,2009,0,1,0,0,1,-1,-3,-3
1252,2009,-1,-6,-2,-3,8,-6,-1,-3
1273,2030,0,5,0,0,5,3,3,-3
1273,2030,-1,2,0,1,9,1,2,2
1275,2031,-1,-1,-1,1,0,-1,-3,4
1275,2031,-4,-9,-1,-6,7,-5,-1,-4
1296,2053,-1,4,-2,0,3,0,0,1
1296,2053,0,2,0,-1,4,2,0,2
1297,2054,5,2,0,1,-8,-2,0,2
1297,2054,1,-8,1,-2,7,-8,-1,-5
1374,2068,1,1,-2,1,11,2,0,-3
1374,2068,1,2,1,1,12,0,0,2
1374,2069,-3,-3,0,2,3,-1,-2,0
1374,2069,-3,-7,-2,-1,8,-7,-2,-3
1374,2090,-2,4,2,-1,12,3,0,4
1374,2090,0,1,-2,0,10,1,0,1
1374,2091,2,0,1,-1,2,0,0,4
1374,2091,2,-8,-1,-3,4,-7,-1,-5
1374,2105,-1,1,-1,0,18,1,2,-3
1374,2105,0,0,0,0,15,3,0,0
1374,2111,1,-2,-1,0,-5,0,0,1
1374,2111,-1,-6,-1,-4,4,-9,-2,-1
1374,2128,-1,3,-3,-1,13,3,0,3
1374,2128,0,3,-2,0,18,2,-2,0
1374,2129,-2,-2,2,-1,-3,-4,-1,1
1374,2129,-1,-8,1,-3,6,-7,-1,-1
1393,2150,0,2,2,-2,13,3,0,0
1393,2150,-4,3,0,1,22,3,2,-2
1395,2152,0,-3,-2,0,-8,-1,0,-1
1395,2152,1,-7,-1,-2,8,-7,-1,-4
1408,2165,2,3,1,0,14,4,-1,0
1408,2165,-1,0,-3,1,13,0,1,0
1414,2171,-2,-1,0,1,-1,-2,1,1
1414,2171,0,-7,-1,-1,6,-4,-2,-5
1431,2188,1,3,0,1,9,2,0,1
1431,2188,-2,4,-1,0,15,3,-1,2
1432,2189,0,0,1,0,-2,-3,0,-1
1432,2189,-2,-6,-1,-4,6,-4,-2,-6
1452,2209,0,2,-1,-1,16,1,-1,-3
1452,2209,3,0,0,0,14,2,-2,-1
1461,2217,-3,-4,0,0,-1,-2,-2,3
1461,2217,-1,-6,0,-2,7,-5,0,-1
1467,2224,0,5,-1,-1,17,3,-1,-1
1467,2224,-3,2,2,0,13,2,-1,0
1476,2232,0,-5,-1,0,-3,-3,3,1
1476,2232,-1,-4,-1,-4,8,-3,1,-1
1491,2248,-1,0,-1,1,11,1,0,1
1491,2248,1,3,-3,0,17,3,1,2
1492,2249,-1,-3,0,-1,-7,-3,-1,0
1492,2249,-2,-6,-1,-3,7,-6,-4,-1
1513,2270,0,3,-1,0,17,2,1,0
1513,2270,-1,2,1,1,14,4,1,2
1515,2271,0,-3,0,-1,-10,-2,1,-1
1515,2271,1,-5,-2,-2,9,-3,-2,-2
1527,2284,1,3,-1,3,11,3,1,1
1527,2284,0,1,0,1,14,2,0,-1
1536,2292,-3,-5,0,1,-9,-3,-2,-1
1536,2292,-1,-6,-1,-1,6,-5,-2,-6
1558,2315,-2,2,0,0,11,3,0,2
1558,2315,-1,3,0,0,18,0,0,2
1560,2317,0,-5,1,-1,-13,-3,-2,3
1560,2317,-1,-3,-1,-3,6,-4,-2,-3
1573,2330,0,3,0,2,15,2,0,-1
1573,2330,0,4,-2,-1,18,3,1,0
1575,2331,-2,-4,2,0,-6,-3,0,1
1575,2331,1,-6,0,-2,6,-5,-2,-6
1587,2344,2,1,0,-1,10,4,3,4
1587,2344,-1,3,1,2,11,2,-2,-1
1596,2352,0,-4,1,1,-6,-6,1,-2
1596,2352,-3,-3,1,-2,9,-5,1,-1
1611,2367,-1,2,0,0,28,4,0,-1
1611,2367,2,1,-1,0,16,2,-1,0
1612,2369,0,-4,0,1,-5,-4,-4,-2
1612,2369,1,-3,-2,-1,13,-4,-2,-4
1633,2390,0,3,0,1,8,2,2,1
1633,2390,1,1,-1,1,18,3,0,6
1635,2392,-1,-3,-1,-3,-9,-5,-2,0
1635,2392,-2,-7,1,-3,4,-4,0,-4
1647,2404,-1,3,-1,1,11,3,0,1
1647,2404,2,3,-1,1,11,1,-1,2
1656,2412,1,-2,0,-2,-15,-5,0,1
1656,2412,-4,-6,-3,-3,10,-4,-4,-5
1671,2427,0,3,-1,0,17,2,1,0
1671,2427,-1,2,0,0,10,2,1,0
1672,2429,-1,-4,0,-1,-3,-5,-1,-1
1672,2429,3,-4,-1,-3,13,-4,-2,-4
1693,2450,0,1,0,0,7,1,-3,-3
1693,2450,-2,2,-3,2,19,4,1,0
1695,2451,-1,-4,1,0,-7,-6,1,0
1695,2451,-1,-4,-1,-2,6,-3,-2,-1
1707,2463,-1,3,-1,0,10,2,-1,-2
1707,2463,-2,0,0,2,16,3,-2,2
1716,2472,1,-7,0,0,-10,-4,-1,0
1716,2472,1,-2,-1,-3,12,-1,0,-2
1731,2487,3,3,-1,-1,17,4,3,0
1731,2487,1,4,-2,0,19,3,-3,1
1732,2489,0,-4,1,1,0,-5,-3,0
1732,2489,-1,-1,0,-2,11,-3,-3,-3
1752,2509,-1,4,0,-1,15,0,0,0
1752,2509,0,5,-2,-1,23,3,2,2
1761,2518,-2,-4,1,0,-7,-5,-1,-1
1761,2518,-2,-5,0,-3,9,-3,1,-1
1767,2524,0,1,0,1,16,1,-2,1
1767,2524,-1,2,-1,-2,13,0,0,1
1776,2533,1,-6,-2,-2,-5,-6,-1,-1
1776,2533,-1,-3,-2,-1,15,-2,-1,-3
1792,2548,0,1,0,0,13,2,0,1
1792,2548,2,4,0,1,18,5,0,2
1793,2550,-2,-5,0,0,-1,-4,-1,-1
1793,2550,2,-5,0,-2,16,-2,0,-7
1813,2570,0,2,1,-2,22,1,0,0
1813,2570,0,3,0,3,16,6,1,-1
1815,2572,-1,-5,1,-1,-2,-6,-3,1
1815,2572,0,-1,-1,-3,11,-2,-1,-2
1827,2584,1,2,-2,1,10,4,-2,3
1827,2584,-2,2,1,2,21,4,3,4
1836,2593,2,-7,1,-2,-4,-6,0,1
1836,2593,-5,-3,-2,-2,13,-3,0,-3
1851,2608,-1,3,0,0,17,2,1,1
1851,2608,0,6,-1,0,17,5,-1,0
1852,2609,0,-3,-1,0,-3,-3,-1,0
1852,2609,1,-4,-2,0,16,0,-2,-3
1873,2630,-1,1,-1,0,16,1,-1,-1
1873,2630,1,2,0,1,15,3,0,1
1875,2631,-2,-6,0,-3,-8,-9,0,-5
1875,2631,-1,-1,-1,-3,13,-1,-2,-4
1887,2644,1,2,0,1,10,3,2,-1
1887,2644,1,4,0,1,16,3,1,2
1896,2653,-3,-7,-1,-3,-7,-7,1,0
1896,2653,-2,-2,-1,-2,15,0,0,-2
1911,2668,-1,1,-1,0,8,1,1,5
1911,2668,-1,2,-2,2,17,4,1,3
1912,2669,1,-5,-1,-3,-4,-5,-2,-2
1912,2669,-2,1,-1,-2,19,-2,-1,-3
1933,2689,1,3,0,1,14,1,-2,-2
1933,2689,0,5,-2,-2,21,4,-1,-1
1935,2692,-1,-4,1,0,7,-6,-4,1
1935,2692,3,-1,0,-3,19,-1,1,-4
1956,2713,2,3,1,0,19,2,0,3
1956,2713,-2,4,-1,1,17,5,1,3
1957,2714,0,-8,0,0,-7,-5,-1,-2
1957,2714,1,-1,-2,-2,20,0,-1,-2
1971,2727,-1,3,-1,0,20,2,-1,-1
1971,2727,1,3,0,0,16,3,0,0
1972,2729,-2,-8,1,-3,7,-4,-1,0
1972,2729,-3,-1,-1,0,10,-1,1,-2
1993,2750,-2,1,-1,-1,10,2,0,-1
1993,2750,-1,3,-1,3,19,4,0,4
1995,2752,-4,-6,-2,0,-3,-8,0,-3
1995,2752,0,1,-2,0,16,0,0,-2
2016,2772,0,2,0,0,11,4,1,-1
2016,2772,0,6,1,2,17,2,1,-3
2017,2774,1,-7,-2,-2,-16,-8,0,-4
2017,2774,-2,1,-2,-3,7,-1,-2,-2
2038,2795,0,1,0,1,13,0,-1,4
2038,2795,0,2,-2,0,15,3,1,5
2040,2796,0,-5,1,-1,-11,-4,-3,-1
2040,2796,-2,-2,0,-3,11,0,-1,-2
2053,2810,-2,2,-2,-1,5,1,-1,-1
2053,2810,1,4,0,2,14,4,1,0
2055,2812,-2,-7,0,-2,-6,-8,-1,-3
2055,2812,2,3,0,-1,13,0,0,-1
2076,2833,-1,4,-1,-1,10,3,2,4
2076,2833,0,6,-1,3,11,3,0,2
2077,2834,1,-8,1,-2,-12,-8,-3,0
2077,2834,-1,1,1,0,16,1,0,-1
