pc_t_ms,t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,mad_roll_mdeg,mad_pitch_mdeg,mad_yaw_mdeg,mad_us,ekf_roll_mdeg,ekf_pitch_mdeg,ekf_yaw_mdeg,traceP_1e6,ekf_us,bx_uradps,by_uradps,bz_uradps
784,1126469,17386,-838,-3988,-538,-44,42,76557,-38725,36450,7,13023,2636,-45813,357837,165,-301,2479,9390
795,1126480,17350,-844,-3990,-534,-43,43,77487,-38848,37195,7,13022,2638,-45815,357734,165,-301,2479,9389
806,1126491,17334,-848,-4046,-535,-41,44,78420,-38963,37944,7,13025,2641,-45860,357631,165,-301,2481,9393
817,1126502,17354,-876,-3990,-537,-47,46,79358,-39068,38696,7,13024,2646,-45874,357568,165,-301,2482,9394
828,1126513,17374,-832,-3954,-545,-46,48,80298,-39165,39451,7,13019,2647,-45841,357510,165,-300,2481,9388
839,1126524,17364,-844,-3994,-548,-41,47,81241,-39252,40210,7,13018,2649,-45844,357424,165,-299,2481,9387
850,1126535,17372,-836,-4036,-554,-43,40,82188,-39330,40972,7,13020,2649,-45869,357340,165,-300,2482,9389
861,1126546,17372,-840,-4030,-542,-38,43,83137,-39398,41737,7,13021,2650,-45890,357279,165,-300,2483,9391
872,1126557,17344,-800,-4074,-536,-43,47,84089,-39455,42504,7,13027,2648,-45925,357230,165,-301,2483,9395
883,1126569,17346,-816,-4024,-541,-42,40,85042,-39503,43274,7,13029,2647,-45934,357202,166,-301,2483,9396
897,1126580,17362,-786,-4020,-539,-39,47,85997,-39541,44044,7,13029,2644,-45928,357183,167,-301,2482,9395
905,1126591,17336,-818,-3990,-538,-43,48,86954,-39569,44817,7,13028,2644,-45920,357166,166,-301,2482,9393
916,1126602,17362,-822,-4094,-541,-48,43,87913,-39588,45590,7,13035,2644,-45966,357152,166,-302,2483,9399
927,1126613,17340,-788,-4014,-538,-52,42,88873,-39596,46365,7,13036,2641,-45960,357150,165,-302,2482,9398
938,1126624,17372,-830,-3974,-533,-46,49,89832,-39594,47139,7,13033,2642,-45945,357155,165,-301,2481,9394
949,1126635,17328,-828,-4028,-536,-45,47,90791,-39583,47913,7,13035,2643,-45961,357155,165,-302,2482,9396
961,1126646,17346,-840,-4024,-535,-41,46,91750,-39561,48688,7,13036,2645,-45976,357161,165,-302,2482,9397
972,1126657,17376,-850,-4032,-535,-40,45,92709,-39530,49462,7,13037,2647,-45994,357172,165,-302,2483,9398
983,1126668,17384,-856,-4006,-542,-36,59,93666,-39489,50233,7,13036,2651,-46000,357184,165,-301,2484,9397
994,1126679,17320,-810,-4034,-541,-42,54,94622,-39438,51004,7,13038,2650,-46014,357192,165,-302,2484,9399
1005,1126690,17318,-832,-4032,-531,-45,51,95577,-39377,51774,7,13041,2652,-46032,357205,165,-302,2484,9400
1016,1126701,17372,-828,-3878,-539,-41,46,96531,-39306,52542,7,13029,2652,-45973,357219,165,-300,2482,9391
1027,1126712,17326,-830,-4060,-534,-46,39,97484,-39225,53310,7,13034,2653,-46003,357221,165,-301,2483,9394
1038,1126723,17340,-832,-3986,-532,-37,43,98434,-39135,54074,7,13031,2653,-45999,357235,165,-300,2483,9393
1049,1126734,17368,-814,-3998,-535,-44,42,99381,-39034,54835,7,13030,2652,-45992,357249,165,-300,2482,9391
1060,1126745,17358,-866,-3940,-534,-46,50,100326,-38924,55593,7,13024,2656,-45978,357259,165,-298,2482,9387
1071,1126756,17348,-848,-4014,-538,-53,44,101276,-38804,56354,7,13026,2658,-45992,357256,165,-298,2483,9388
1082,1126768,17336,-828,-3998,-532,-50,44,102222,-38673,57111,7,13026,2659,-45992,357257,166,-298,2482,9387
1093,1126779,17362,-828,-3994,-539,-47,54,103164,-38534,57864,7,13025,2659,-45990,357260,165,-298,2482,9386
1105,1126790,17362,-812,-4030,-535,-43,43,104102,-38384,58613,7,13027,2658,-45996,357258,165,-298,2482,9386
1116,1126801,17350,-832,-4060,-537,-47,41,105036,-38225,59358,7,13031,2658,-46020,357261,165,-299,2483,9389
1127,1126812,17342,-828,-3958,-533,-44,41,105966,-38056,60099,7,13027,2658,-46005,357278,165,-298,2482,9386
1138,1126823,17340,-840,-4058,-540,-46,50,106891,-37879,60833,7,13032,2660,-46032,357284,165,-299,2483,9388
1149,1126834,17324,-820,-3976,-546,-44,49,107810,-37692,61563,7,13029,2660,-46025,357304,165,-298,2482,9386
1160,1126846,17360,-758,-3968,-544,-41,42,108725,-37496,62288,7,13026,2653,-45995,357319,166,-297,2480,9382
1171,1126857,17346,-814,-4036,-537,-40,44,109635,-37291,63006,8,13028,2653,-46005,357309,165,-298,2480,9383
1183,1126868,17362,-812,-4022,-535,-49,47,110540,-37076,63720,7,13029,2652,-46008,357309,165,-298,2480,9383
1194,1126879,17348,-876,-4020,-541,-48,41,111440,-36853,64427,7,13031,2656,-46030,357310,165,-298,2481,9384
1205,1126890,17368,-842,-3974,-541,-47,46,112333,-36621,65128,7,13028,2657,-46027,357324,165,-297,2481,9382
1216,1126901,17374,-824,-4028,-535,-45,46,113220,-36380,65822,7,13029,2657,-46034,357332,165,-297,2481,9383
1227,1126912,17350,-880,-3990,-532,-45,46,114101,-36130,66509,7,13028,2662,-46046,357342,165,-297,2482,9382
1238,1126924,17392,-866,-3982,-538,-45,44,114976,-35872,67190,7,13025,2665,-46049,357358,166,-296,2482,9381
1249,1126935,17368,-856,-4054,-547,-43,54,115844,-35606,67864,7,13029,2668,-46074,357370,166,-296,2483,9384
1261,1126946,17360,-828,-4006,-539,-41,47,116706,-35332,68531,7,13028,2668,-46076,357394,165,-296,2483,9383
1272,1126957,17372,-824,-3990,-540,-49,46,117561,-35049,69191,7,13027,2667,-46072,357418,165,-296,2482,9381
1283,1126968,17322,-856,-4018,-536,-49,40,118411,-34758,69844,7,13029,2670,-46088,357435,165,-296,2483,9383
1294,1126979,17354,-810,-4002,-543,-49,49,119253,-34460,70489,7,13029,2668,-46085,357461,165,-296,2483,9381
1375,1126990,17396,-840,-4014,-541,-37,43,120088,-34153,71128,7,13028,2669,-46090,357484,165,-296,2483,9381
1376,1127001,17334,-856,-4016,-537,-42,44,120916,-33839,71758,7,13029,2671,-46104,357507,165,-296,2483,9382
1377,1127013,17362,-850,-3980,-531,-47,42,121738,-33517,72381,7,13026,2673,-46103,357535,166,-295,2483,9380
1378,1127024,17288,-852,-4030,-531,-33,38,122551,-33187,72997,7,13029,2674,-46125,357557,165,-295,2484,9382
1379,1127035,17312,-868,-4032,-537,-37,42,123358,-32850,73605,7,13031,2677,-46148,357588,165,-296,2486,9384
1380,1127046,17318,-854,-4032,-538,-47,41,124159,-32506,74205,7,13034,2679,-46166,357624,165,-296,2486,9386
1381,1127057,17308,-844,-3982,-540,-45,46,124953,-32155,74797,7,13032,2680,-46167,357662,165,-296,2486,9385
1383,1127068,17346,-826,-4026,-539,-41,42,125739,-31798,75382,7,13034,2680,-46175,357699,169,-296,2486,9385
1394,1127079,17350,-810,-3994,-539,-44,43,126519,-31433,75959,7,13032,2678,-46170,357739,165,-296,2486,9384
1405,1127091,17368,-804,-4082,-532,-42,45,127292,-31061,76528,7,13038,2675,-46187,357780,166,-297,2486,9386
1416,1127102,17410,-796,-4004,-539,-40,51,128057,-30684,77089,7,13036,2673,-46180,357826,165,-296,2484,9385
1428,1127113,17372,-764,-4050,-532,-46,49,128815,-30299,77642,7,13039,2668,-46180,357872,165,-297,2483,9385
1439,1127124,17338,-830,-4058,-533,-44,47,129566,-29909,78187,7,13043,2668,-46195,357920,165,-297,2484,9387
1450,1127135,17306,-814,-4052,-537,-42,52,130310,-29512,78723,7,13047,2667,-46208,357971,165,-298,2484,9388
1461,1127146,17410,-800,-4052,-537,-49,55,131048,-29110,79253,7,13050,2666,-46214,358025,165,-298,2483,9389
1472,1127157,17320,-840,-4016,-540,-54,56,131779,-28702,79774,7,13051,2668,-46221,358080,165,-298,2483,9389
1483,1127169,17322,-850,-3988,-540,-37,51,132502,-28288,80288,7,13049,2670,-46225,358135,166,-298,2484,9388
1494,1127180,17356,-810,-4042,-549,-47,45,133220,-27868,80795,7,13051,2668,-46233,358189,167,-298,2483,9388
1506,1127191,17386,-762,-4012,-538,-47,45,133931,-27442,81294,7,13051,2663,-46230,358245,165,-298,2482,9388
1517,1127202,17338,-834,-4038,-540,-54,47,134636,-27011,81785,7,13054,2663,-46240,358301,165,-298,2482,9388
1528,1127213,17360,-842,-4038,-538,-47,54,135333,-26574,82268,7,13056,2665,-46249,358358,165,-299,2482,9389
1539,1127224,17358,-806,-4016,-542,-42,48,136024,-26132,82745,7,13055,2664,-46252,358415,165,-298,2482,9388
1550,1127235,17334,-814,-3998,-540,-44,46,136708,-25685,83213,7,13054,2663,-46255,358473,165,-298,2482,9388
1561,1127247,17362,-820,-3990,-534,-47,49,137387,-25232,83674,7,13052,2662,-46256,358530,165,-297,2481,9387
1572,1127258,17390,-800,-3954,-536,-39,49,138058,-24775,84127,7,13046,2660,-46252,358586,166,-296,2480,9385
1583,1127269,17334,-844,-3974,-532,-44,50,138724,-24312,84573,7,13043,2663,-46257,358638,165,-295,2480,9384
1595,1127280,17330,-846,-3962,-538,-38,53,139383,-23846,85011,7,13039,2665,-46262,358690,165,-294,2481,9383
1606,1127291,17302,-834,-4058,-531,-50,45,140036,-23373,85443,7,13044,2666,-46274,358739,165,-295,2481,9384
1617,1127302,17320,-844,-4046,-529,-47,49,140684,-22897,85866,7,13048,2668,-46285,358792,165,-296,2481,9385
1628,1127313,17360,-854,-4010,-545,-40,43,141326,-22416,86284,7,13047,2669,-46293,358848,165,-296,2482,9385
1639,1127324,17346,-840,-4012,-543,-43,48,141962,-21931,86695,7,13047,2671,-46300,358903,165,-295,2482,9385
1650,1127336,17312,-824,-4046,-545,-45,43,142593,-21441,87099,7,13051,2670,-46310,358958,166,-296,2482,9386
1661,1127347,17362,-780,-4058,-547,-49,44,143218,-20948,87496,7,13054,2665,-46315,359015,165,-297,2481,9387
1673,1127358,17360,-834,-4036,-537,-38,43,143838,-20450,87886,7,13055,2666,-46322,359073,165,-297,2481,9387
1684,1127369,17344,-852,-4048,-538,-42,46,144452,-19948,88269,7,13058,2668,-46332,359131,165,-297,2482,9387
1695,1127380,17336,-796,-3974,-534,-54,44,145061,-19441,88645,7,13056,2665,-46331,359190,165,-296,2481,9386
1706,1127391,17340,-810,-4058,-533,-43,43,145665,-18931,89014,7,13059,2664,-46338,359248,165,-297,2481,9387
1717,1127402,17358,-864,-4032,-539,-38,42,146263,-18417,89377,7,13060,2666,-46347,359307,165,-297,2482,9387
1728,1127414,17322,-844,-3946,-536,-41,45,146857,-17900,89733,7,13054,2668,-46348,359366,166,-296,2482,9385
1739,1127425,17360,-848,-4022,-536,-42,47,147446,-17379,90083,7,13054,2670,-46356,359424,165,-296,2482,9385
1751,1127436,17342,-804,-4034,-532,-45,41,148030,-16854,90426,7,13056,2667,-46360,359481,165,-296,2481,9386
1762,1127447,17346,-830,-3994,-540,-42,45,148609,-16326,90763,7,13054,2667,-46364,359539,165,-296,2481,9385
1773,1127458,17346,-836,-3972,-540,-43,43,149185,-15794,91094,7,13050,2668,-46367,359597,165,-295,2481,9384
1784,1127469,17402,-876,-3982,-535,-35,47,149755,-15260,91418,7,13046,2672,-46375,359653,165,-294,2482,9383
1795,1127480,17332,-866,-4018,-541,-39,51,150320,-14722,91737,7,13047,2675,-46387,359708,165,-294,2483,9384
1806,1127492,17344,-864,-3936,-546,-41,50,150883,-14182,92049,7,13040,2679,-46389,359763,165,-292,2483,9382
1817,1127503,17388,-802,-3994,-543,-49,49,151441,-13638,92356,7,13038,2676,-46386,359816,166,-292,2482,9380
1828,1127514,17354,-840,-4032,-537,-41,48,151995,-13091,92656,7,13040,2677,-46395,359866,165,-292,2482,9381
1840,1127525,17334,-796,-4018,-545,-43,45,152545,-12542,92951,7,13041,2674,-46395,359918,165,-292,2481,9380
1851,1127536,17366,-812,-4032,-537,-45,41,153091,-11988,93239,7,13042,2672,-46398,359970,165,-292,2481,9380
1863,1127547,17374,-806,-4040,-533,-46,44,153634,-11432,93522,7,13044,2670,-46401,360022,165,-292,2480,9380
1873,1127558,17346,-842,-4042,-539,-43,50,154173,-10874,93799,7,13047,2671,-46410,360073,165,-293,2481,9381
1884,1127569,17334,-788,-4090,-533,-38,50,154707,-10313,94069,7,13053,2668,-46415,360127,165,-294,2480,9382
1895,1127581,17364,-808,-4028,-538,-38,47,155239,-9749,94335,7,13053,2667,-46419,360182,166,-294,2480,9382
1906,1127592,17350,-802,-4018,-546,-45,54,155764,-9188,94593,7,13053,2665,-46423,360237,166,-294,2479,9382
1917,1127603,17392,-830,-4042,-539,-41,50,156285,-8624,94846,7,13055,2666,-46429,360291,165,-294,2479,9382
1928,1127614,17384,-816,-3978,-536,-46,47,156804,-8057,95093,7,13051,2665,-46433,360346,165,-293,2479,9381
1939,1127625,17342,-828,-4010,-540,-47,44,157320,-7488,95335,7,13051,2665,-46439,360399,165,-293,2479,9381
1950,1127636,17328,-786,-4020,-535,-41,38,157832,-6916,95571,7,13052,2661,-46440,360452,165,-293,2478,9381
1962,1127647,17362,-842,-4030,-538,-42,39,158342,-6341,95803,7,13053,2661,-46447,360504,165,-293,2478,9381
1973,1127658,17332,-842,-3988,-536,-49,39,158849,-5765,96029,7,13051,2662,-46455,360556,165,-293,2478,9381
1984,1127669,17380,-846,-4024,-538,-50,47,159355,-5187,96249,7,13052,2664,-46463,360610,165,-293,2479,9381
1995,1127680,17360,-860,-3972,-542,-48,45,159857,-4606,96465,7,13048,2667,-46473,360665,165,-292,2479,9380
2006,1127691,17312,-844,-3974,-537,-41,49,160357,-4024,96675,7,13046,2668,-46480,360719,165,-291,2479,9380
2017,1127702,17360,-790,-3970,-538,-44,48,160854,-3440,96880,7,13042,2665,-46478,360773,165,-290,2478,9378
2028,1127713,17360,-802,-3992,-542,-41,44,161349,-2854,97081,7,13040,2663,-46478,360824,165,-290,2478,9378
2039,1127724,17330,-802,-4016,-539,-42,51,161842,-2267,97276,7,13040,2661,-46480,360872,165,-290,2477,9377
2050,1127735,17382,-806,-4028,-541,-38,50,162333,-1677,97466,7,13041,2660,-46482,360920,165,-290,2476,9377
2061,1127746,17352,-788,-4040,-539,-43,44,162823,-1085,97652,7,13043,2657,-46480,360965,165,-290,2476,9377
2072,1127757,17370,-812,-3988,-544,-43,48,163310,-492,97832,7,13041,2656,-46486,361008,165,-290,2475,9376
2083,1127768,17358,-876,-4040,-539,-45,45,163792,97,98007,7,13043,2660,-46500,361050,165,-290,2476,9377
2094,1127779,17342,-850,-4054,-535,-48,43,164266,680,98173,7,13047,2662,-46509,361097,169,-290,2477,9377
2105,1127790,17388,-852,-4060,-536,-43,47,164741,1269,98336,7,13050,2664,-46518,361147,165,-291,2477,9378
2116,1127801,17378,-808,-4058,-536,-45,44,165219,1865,98495,7,13053,2662,-46521,361200,165,-292,2477,9378
2126,1127812,17324,-846,-4048,-538,-39,44,165695,2462,98650,7,13056,2664,-46529,361252,165,-292,2478,9379
2137,1127823,17292,-812,-4038,-540,-47,41,166170,3060,98800,7,13059,2662,-46534,361306,165,-293,2477,9379
2148,1127834,17374,-856,-3964,-535,-48,44,166645,3660,98945,7,13054,2664,-46542,361360,165,-291,2478,9378
2159,1127845,17334,-794,-4056,-534,-43,38,167118,4262,99086,7,13058,2661,-46544,361415,165,-292,2477,9379
2170,1127856,17346,-838,-4014,-538,-41,44,167590,4864,99221,7,13058,2662,-46551,361469,165,-292,2477,9378
2181,1127867,17364,-808,-3978,-542,-41,44,168062,5468,99353,7,13054,2660,-46556,361524,165,-291,2477,9378
2192,1127878,17396,-792,-3968,-532,-37,44,168532,6073,99478,7,13049,2657,-46558,361578,165,-290,2476,9377
2203,1127889,17332,-854,-3970,-535,-40,43,169002,6679,99600,7,13045,2660,-46569,361629,165,-289,2476,9377
2214,1127900,17360,-858,-3990,-548,-35,48,169471,7286,99717,7,13042,2662,-46581,361682,167,-288,2477,9377
2225,1127911,17364,-804,-4082,-545,-43,49,169940,7894,99830,7,13048,2661,-46584,361736,166,-290,2477,9377
2236,1127922,17340,-808,-3990,-532,-45,53,170410,8503,99936,7,13046,2660,-46587,361791,166,-289,2476,9377
2247,1127933,17376,-822,-3996,-539,-40,51,170878,9113,100039,7,13044,2660,-46593,361845,166,-288,2476,9376
2258,1127944,17318,-880,-3994,-538,-49,46,171351,9730,100137,7,13043,2665,-46608,361898,166,-288,2477,9377
2269,1127955,17306,-850,-4036,-540,-49,45,171824,10347,100231,7,13047,2667,-46619,361953,166,-289,2478,9377
2280,1127966,17348,-818,-4004,-542,-44,47,172300,10970,100320,7,13046,2666,-46623,362011,165,-288,2477,9377
2292,1127977,17362,-844,-4048,-535,-49,42,172777,11595,100404,7,13049,2667,-46632,362068,165,-289,2478,9378
2303,1127988,17368,-826,-3968,-542,-42,46,173254,12220,100484,7,13045,2667,-46636,362126,165,-288,2477,9377
2314,1127999,17374,-836,-3914,-541,-47,42,173732,12846,100559,7,13037,2667,-46641,362183,165,-286,2477,9375
2325,1128010,17310,-848,-4026,-541,-42,50,174210,13473,100628,7,13039,2669,-46653,362236,165,-286,2478,9376
2336,1128021,17352,-834,-4026,-532,-44,46,174689,14100,100691,7,13040,2670,-46659,362292,165,-286,2478,9376
2347,1128033,17370,-840,-4026,-539,-41,47,175168,14728,100750,7,13040,2671,-46667,362347,166,-286,2478,9376
2358,1128044,17336,-800,-4010,-538,-45,46,175649,15357,100804,7,13041,2668,-46667,362403,165,-286,2477,9375
2370,1128055,17356,-832,-4060,-547,-48,51,176130,15986,100853,7,13045,2669,-46676,362459,165,-287,2477,9376
2381,1128066,17402,-766,-4018,-539,-46,49,176613,16616,100896,7,13045,2664,-46671,362517,165,-287,2476,9375
2392,1128077,17392,-814,-3934,-543,-44,48,177097,17246,100935,7,13037,2663,-46676,362573,165,-285,2475,9374
2403,1128088,17342,-830,-3982,-547,-41,46,177582,17878,100968,7,13035,2663,-46684,362626,165,-284,2475,9374
2414,1128099,17380,-874,-4010,-541,-49,48,178070,18509,100995,7,13035,2667,-46700,362678,165,-284,2476,9374
2425,1128111,17378,-854,-4016,-539,-41,47,178559,19141,101017,7,13035,2669,-46711,362732,166,-284,2477,9375
2436,1128122,17330,-846,-4094,-544,-39,51,179049,19773,101033,7,13042,2671,-46723,362787,165,-285,2477,9376
2448,1128133,17324,-806,-4024,-537,-44,54,179541,20406,101043,7,13043,2670,-46726,362844,165,-286,2477,9376
2459,1128144,17354,-848,-4000,-540,-42,47,-179963,21039,101048,7,13042,2672,-46734,362901,165,-285,2477,9376
2470,1128155,17310,-830,-4092,-542,-47,50,-179462,21677,101047,7,13050,2672,-46743,362959,165,-287,2478,9377
2481,1128166,17374,-840,-4032,-538,-45,50,-178958,22315,101040,7,13051,2673,-46751,363019,165,-287,2478,9377
2492,1128178,17380,-828,-3962,-536,-50,43,-178451,22954,101026,7,13047,2673,-46754,363079,166,-286,2477,9376
2504,1128189,17388,-864,-3958,-539,-49,48,-177942,23593,101007,7,13042,2676,-46763,363139,165,-284,2478,9375
2515,1128200,17336,-826,-3986,-542,-53,52,-177429,24232,100982,7,13041,2676,-46767,363195,165,-284,2478,9375
2526,1128211,17328,-794,-4094,-539,-50,55,-176914,24870,100950,7,13049,2673,-46770,363252,165,-285,2477,9376
2537,1128223,17360,-810,-4004,-539,-42,45,-176396,25509,100911,7,13048,2672,-46772,363311,166,-285,2476,9375
2549,1128234,17304,-812,-4018,-535,-49,51,-175873,26148,100866,7,13049,2671,-46776,363369,165,-285,2476,9375
2560,1128245,17326,-842,-4048,-536,-45,50,-175347,26786,100814,7,13053,2672,-46784,363428,165,-286,2476,9376
2571,1128256,17314,-864,-4004,-528,-43,52,-174818,27424,100754,7,13052,2676,-46793,363488,165,-285,2477,9376
2582,1128267,17336,-828,-3930,-532,-43,52,-174284,28062,100688,7,13045,2677,-46797,363548,165,-284,2477,9374
2593,1128279,17376,-876,-3974,-539,-40,50,-173746,28700,100615,7,13041,2681,-46809,363606,166,-283,2477,9374
2605,1128290,17338,-840,-4070,-537,-45,48,-173204,29338,100535,7,13046,2682,-46818,363662,165,-284,2478,9375
2617,1128301,17314,-822,-4006,-532,-46,51,-172656,29974,100447,7,13047,2681,-46822,363720,165,-284,2478,9375
2627,1128312,17366,-806,-3958,-535,-46,54,-172104,30611,100352,7,13042,2680,-46821,363779,165,-283,2477,9373
2638,1128324,17354,-864,-3962,-540,-40,58,-171547,31246,100249,7,13038,2684,-46832,363836,166,-282,2477,9373
2650,1128335,17316,-850,-3976,-530,-42,49,-170984,31881,100137,7,13035,2686,-46840,363890,165,-281,2477,9372
2661,1128346,17350,-862,-3956,-538,-47,47,-170416,32516,100018,7,13031,2688,-46849,363945,165,-280,2478,9372
2672,1128357,17398,-864,-4006,-540,-43,52,-169842,33150,99891,7,13030,2691,-46860,363997,165,-279,2478,9372
