t_center_ms,fs_hz,angle_src,mav0,mav1,mav2,mav3,mav4,mav5,mav6,mav7,rms0,rms1,rms2,rms3,rms4,rms5,rms6,rms7,zc0,zc1,zc2,zc3,zc4,zc5,zc6,zc7,wl0,wl1,wl2,wl3,wl4,wl5,wl6,wl7,env_mean0,env_mean1,env_mean2,env_mean3,env_mean4,env_mean5,env_mean6,env_mean7,roll_mean_deg,roll_std_deg,roll_slope_degps,pitch_mean_deg,pitch_std_deg,pitch_slope_degps,imu_match_ratio
2915.500000,94.851707,EKF,0.607759,1.522306,0.423151,0.435787,3.368697,1.698897,0.544811,1.017800,0.755035,1.679326,0.533356,0.541941,4.299086,2.023441,0.693991,1.170563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.071377,15.329160,5.063829,5.709546,46.628538,18.036812,7.253668,14.084994,0.559549,1.877376,0.443173,0.794026,3.999844,1.867018,0.601944,1.780887,13.023889,0.003784,0.244444,2.677222,0.003392,-0.133333,1.000000
2938.500000,94.851707,EKF,0.598838,1.552477,0.515844,0.698287,3.963933,2.176585,0.670870,1.074719,0.728525,1.747291,0.585514,0.992322,4.984777,2.254900,0.775669,1.198815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.655797,17.740768,5.061815,10.744973,42.191786,21.024587,9.436966,12.646374,0.639061,1.845933,0.474461,0.843696,4.158054,2.008548,0.693117,1.474504,13.031111,0.004748,0.288889,2.674444,0.000497,0.000000,1.000000
2958.500000,94.851707,EKF,0.998610,1.893773,0.476685,1.093253,4.455826,2.082489,0.607231,1.185005,1.394158,2.139141,0.548608,1.292426,5.550777,2.144196,0.733932,1.244582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.098465,21.261132,3.962648,14.212689,64.164426,19.299079,8.910480,14.380620,0.980863,1.869845,0.530032,0.966874,4.495273,2.184104,0.758749,1.215232,13.037556,0.003531,0.243243,2.674889,0.000875,0.027027,1.000000
2981.000000,94.851707,EKF,0.832878,2.141226,0.547729,0.746665,4.127125,1.667952,0.814312,1.100108,0.917406,2.257692,0.625998,0.924111,5.060629,1.741050,0.903362,1.249455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.662303,21.138691,5.712256,8.962459,53.463921,16.301070,9.892716,14.326068,1.221329,1.996831,0.551305,1.049787,4.930242,2.142931,0.796844,1.181118,13.039444,0.000497,0.000000,2.675333,0.000667,0.026316,1.000000
3017.500000,94.851707,EKF,0.848102,1.593870,0.509551,0.683193,4.751256,1.915974,0.706011,1.045701,0.887577,1.741767,0.567180,0.879632,5.964238,2.111370,0.800960,1.230173,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,9.725169,18.664579,5.419170,8.946008,66.700729,19.730606,8.412818,12.469497,1.208641,2.051461,0.558878,1.024824,5.555231,2.080631,0.818580,1.214061,13.042000,0.002749,0.189189,2.673667,0.001333,-0.108108,1.000000
3035.500000,94.851707,EKF,0.722558,1.755205,0.597719,0.566560,5.469006,1.867956,0.596960,0.915036,0.769343,1.973943,0.687389,0.766298,6.911692,2.131516,0.732622,1.061937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.896275,19.469161,7.358296,7.648831,60.129769,19.330330,6.739420,11.171411,0.974101,1.999982,0.574768,0.887636,6.056704,2.034476,0.788654,1.251563,13.046889,0.003381,0.200000,2.671000,0.001826,-0.111111,1.000000
3060.500000,94.851707,EKF,0.580603,2.044479,0.523819,0.647564,6.215190,1.680240,0.762001,1.265649,0.686536,2.241373,0.667378,0.779944,7.371155,1.774910,0.843190,1.691906,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,5.339443,24.516447,7.239605,7.643105,75.067312,18.777130,7.268766,14.473740,0.811333,2.007035,0.605313,0.829669,6.525725,2.005606,0.772330,1.330415,13.052000,0.003559,0.324324,2.668111,0.001792,-0.162162,1.000000
3078.500000,94.851707,EKF,0.449129,1.663179,0.474976,0.636686,5.574950,1.750249,0.689622,1.407156,0.605764,1.823461,0.536227,0.825175,6.647696,1.949820,0.787263,1.749634,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,4.502477,17.197749,6.285291,7.377104,63.406732,20.127177,6.966148,17.386858,0.741156,2.028140,0.624926,0.786777,6.813983,1.921308,0.792128,1.493703,13.053667,0.002357,-0.027027,2.667111,0.001197,0.000000,1.000000
3114.500000,94.851707,EKF,0.464585,1.546629,0.353476,0.888292,4.525975,1.490007,0.493627,1.188149,0.605144,1.721142,0.411157,1.033106,5.226527,1.751119,0.637511,1.273981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.040326,16.932887,4.354534,11.493506,47.381601,18.552297,5.313028,11.251843,0.676759,1.954283,0.585080,0.836494,6.573533,1.823691,0.794212,1.568446,13.046667,0.004807,-0.216216,2.673778,0.005202,0.324324,1.000000
3137.500000,94.851707,EKF,0.518117,1.909036,0.377040,0.719438,5.578049,1.786318,0.415344,0.933397,0.681046,2.099976,0.455344,0.888250,6.330483,2.046001,0.477044,1.104308,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,5.890687,19.194998,3.782521,10.261132,58.238319,20.243909,3.542104,9.322598,0.653569,1.818859,0.498391,0.934955,6.166015,1.875711,0.690204,1.448773,13.048444,0.006431,0.405405,2.680667,0.002309,0.162162,1.000000
3163.000000,94.851707,EKF,0.539380,1.732712,0.425898,0.593274,3.955574,1.439191,0.517411,1.036915,0.766056,2.057993,0.566370,0.721877,4.823095,1.739335,0.615951,1.295956,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,6.668224,22.572433,4.348058,5.850430,51.797780,17.191519,5.235259,10.011330,0.703900,1.867397,0.485769,0.919317,5.704590,1.876374,0.582196,1.246056,13.055111,0.001286,0.000000,2.685222,0.002780,0.145833,1.000000
3178.500000,94.851707,EKF,0.494077,1.851601,0.333604,0.425114,3.668521,1.739895,0.592757,1.141389,0.663896,2.064668,0.423529,0.510669,4.594399,2.052853,0.732521,1.289474,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,5.550408,19.958384,2.684954,5.067483,44.883925,21.801835,6.800366,12.009357,0.727549,1.994022,0.509854,0.778628,5.462924,1.953611,0.570887,1.191311,13.055111,0.000994,0.000000,2.688000,0.001491,0.093023,1.000000
3215.500000,94.851707,EKF,0.562651,1.796537,0.414927,0.657250,4.402189,1.452931,0.733257,0.672080,0.676801,1.952776,0.464915,0.922695,5.166366,1.732986,0.936227,0.781070,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,7.379932,20.570674,4.131952,7.670703,52.004722,17.051967,8.178945,6.130972,0.705713,2.013978,0.522265,0.684030,5.147082,1.997940,0.732031,1.121768,13.055222,0.000916,-0.066667,2.687889,0.001197,0.066667,1.000000
3234.500000,94.851707,EKF,0.518752,1.742455,0.446539,0.854353,5.753096,1.726109,0.431335,0.713291,0.671489,1.950507,0.494771,1.029282,6.638984,2.026616,0.587416,0.917039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.733258,19.006309,4.906908,10.377387,57.927509,19.720472,4.484698,8.297013,0.625109,1.963287,0.486675,0.791256,5.361386,2.020717,0.833539,1.004530,13.052111,0.003381,-0.243243,2.689889,0.002079,0.135135,1.000000
3261.500000,94.851707,EKF,0.751965,1.469260,0.473288,0.634985,5.811433,1.382963,0.428716,1.110826,1.050293,1.866934,0.535368,0.725645,6.772187,1.678387,0.534924,1.322641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.497939,21.270999,6.160604,6.600883,71.106629,16.810649,4.163279,15.236309,0.780057,1.894305,0.483044,0.883636,6.024650,1.946752,0.785662,1.027896,13.048667,0.002582,-0.069767,2.690889,0.000737,-0.023256,1.000000
3279.500000,94.851707,EKF,0.801393,2.010282,0.382440,0.579466,5.234211,1.754016,0.697679,0.855340,0.908240,2.407865,0.463532,0.719401,6.259961,1.991817,0.811478,1.174821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.542128,24.836212,4.193427,7.125522,65.784502,20.301994,8.045752,11.011805,0.950960,1.994414,0.481195,0.827681,6.422460,1.923751,0.679204,1.135229,13.047889,0.001197,0.000000,2.691000,0.000943,0.024390,1.000000
3317.000000,94.851707,EKF,0.739229,1.678649,0.395494,0.753459,5.207109,1.635964,0.564734,0.756368,0.837402,2.107557,0.475731,0.851470,6.299532,1.986771,0.778689,1.014621,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,6.625864,20.268793,4.028212,8.114446,69.938336,21.066610,7.824007,8.520415,1.016641,2.117876,0.485256,0.747536,6.562434,1.970738,0.671847,1.132653,13.047000,0.001491,-0.105263,2.690222,0.001618,-0.105263,1.000000
3335.500000,94.851707,EKF,0.588456,1.970449,0.464737,0.536313,5.089597,2.033105,0.486058,1.231156,0.721344,2.336942,0.565567,0.671217,6.470544,2.368198,0.613476,1.333154,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,8.198911,22.839519,6.886314,5.424204,57.241729,22.728940,5.508445,10.357176,0.922456,2.217434,0.505491,0.759100,6.323956,2.080242,0.707376,1.115830,13.042889,0.004748,-0.288889,2.686111,0.004357,-0.244444,1.000000
3359.000000,94.851707,EKF,0.717957,1.721172,0.396941,0.377651,4.989118,1.815909,0.672659,1.696714,0.891407,2.098315,0.468154,0.560231,6.147573,2.209909,0.771979,1.817031,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,8.937118,21.994666,5.780092,3.871769,65.917460,23.470812,9.377811,17.720117,0.879310,2.218544,0.508010,0.715715,6.058074,2.181725,0.712641,1.347215,13.037444,0.003201,-0.090909,2.680778,0.003938,-0.204545,1.000000
3378.500000,94.851707,EKF,0.522090,1.464506,0.427730,0.511490,4.482513,1.644929,0.558488,1.241486,0.622582,1.774304,0.472680,0.744993,5.468534,2.066529,0.670800,1.458316,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,4.822762,17.842457,6.609092,7.076368,63.625916,21.168852,6.055404,13.943951,0.858211,2.127346,0.493307,0.694270,5.872735,2.203694,0.694289,1.577553,13.039667,0.003232,0.216216,2.679556,0.000685,0.054054,1.000000
3415.500000,94.851707,EKF,0.546460,1.031914,0.622326,0.598812,3.621802,1.457801,0.478968,0.748326,0.632276,1.203593,0.703596,0.745871,4.572183,1.770727,0.590457,0.859377,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,5.223543,12.771632,9.830389,7.771629,62.385560,19.067028,5.350964,7.918232,0.803215,1.893674,0.532147,0.715032,5.600849,2.102014,0.691981,1.510559,13.036222,0.006321,-0.435897,2.681000,0.000943,0.025641,1.000000
3440.500000,94.851707,EKF,0.539316,1.635737,0.534212,0.951687,4.868707,2.347284,0.667290,0.909695,0.629132,1.946927,0.670162,1.057225,6.224116,2.675076,0.835456,1.094698,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,5.540574,17.883184,7.199713,11.864597,68.432143,25.852577,8.850186,11.848240,0.697092,1.660537,0.613810,0.845205,5.550852,2.129322,0.731887,1.248992,13.028889,0.002685,-0.064516,2.681333,0.000471,-0.032258,1.000000
3460.500000,94.851707,EKF,0.578235,1.692508,0.435718,1.027615,4.951516,2.023028,0.495942,1.108185,0.679346,2.058964,0.558777,1.062824,5.896648,2.344770,0.565694,1.298869,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,5.106514,22.731871,6.026507,9.629299,66.013049,27.161885,4.903337,14.034710,0.671564,1.736583,0.632872,0.966278,5.605647,2.275964,0.773821,1.113820,13.026667,0.002108,0.051282,2.681778,0.001133,0.076923,1.000000
3479.000000,94.851707,EKF,1.023638,1.909431,0.456378,0.762973,3.844159,1.664966,0.356333,1.027141,1.158801,2.335946,0.554220,0.860249,4.973991,1.981934,0.402507,1.202028,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,10.199479,24.554582,6.019896,6.829624,63.394793,23.144120,3.761254,11.465077,0.809894,2.044480,0.582526,1.010581,5.758360,2.356894,0.716696,1.203173,13.030000,0.005077,0.272727,2.683000,0.001054,0.068182,1.000000
3515.000000,94.851707,EKF,1.102427,2.086555,0.392592,0.469815,3.985105,1.683036,0.407897,0.957937,1.244948,2.584420,0.489795,0.562947,5.159037,1.957872,0.516681,1.082663,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,13.420367,29.824245,4.682777,6.056902,65.482993,19.558958,5.154752,11.456815,1.007618,2.344841,0.510497,0.911897,5.588662,2.217881,0.537592,1.213386,13.036444,0.002455,0.086957,2.683111,0.001370,-0.043478,1.000000
3534.000000,94.851707,EKF,0.782468,2.307553,0.510604,0.803228,4.323436,2.182463,0.451128,0.965986,0.929983,2.830928,0.653921,1.064640,5.047926,2.583511,0.547969,1.117334,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,11.382262,30.690380,7.820383,9.137687,62.890890,24.139550,6.119082,10.692310,1.110890,2.477062,0.557843,0.789950,5.285250,2.117394,0.457355,1.135719,13.036667,0.000943,-0.055556,2.680889,0.002331,-0.166667,1.000000
3558.500000,94.851707,EKF,0.666558,2.146690,0.314695,0.885744,4.245956,2.035489,0.674746,0.503522,0.799413,2.555363,0.376053,1.101529,4.816983,2.501712,0.774008,0.665859,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,8.766986,29.185804,3.831609,12.866277,61.401026,28.444084,8.176058,5.754427,1.014447,2.519333,0.574513,0.873855,4.848573,2.210555,0.571584,1.027730,13.036667,0.000943,0.054054,2.678222,0.001030,-0.054054,1.000000
3580.500000,94.851707,EKF,0.833013,2.026805,0.486759,0.588538,3.811830,2.370766,0.714517,0.581997,0.927566,2.338260,0.511886,0.722116,4.746834,2.654987,0.866070,0.901971,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,11.914418,24.682338,4.866502,7.905350,61.610449,29.857263,8.364008,6.731211,0.869558,2.477119,0.560356,0.980279,4.564872,2.441982,0.714022,0.941314,13.040000,0.002749,0.179487,2.677000,0.000943,-0.025641,1.000000
3617.000000,94.851707,EKF,1.021299,2.204599,0.524834,0.628967,3.194138,2.189023,0.640360,1.228438,1.172704,2.634175,0.595110,0.798352,3.764183,2.566122,0.779325,1.453701,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,11.953924,30.319642,7.626796,9.213479,47.364697,30.529649,9.876732,13.710020,0.920797,2.546310,0.517274,0.941984,4.445645,2.594767,0.797574,1.006906,13.044111,0.000994,0.052632,2.675556,0.000497,0.000000,1.000000
3635.000000,94.851707,EKF,0.937471,2.433423,0.569312,0.668881,3.720628,2.692130,0.514416,0.916025,1.126362,2.939270,0.670278,0.817155,4.432849,3.264593,0.620707,1.179438,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,11.090987,26.357785,7.948358,8.184427,51.310061,34.227742,6.643199,9.596898,1.049997,2.690629,0.561078,0.817809,4.504519,2.778778,0.779937,1.154406,13.045444,0.000831,0.043478,2.675222,0.000786,-0.021739,1.000000
3659.000000,94.851707,EKF,0.779268,2.227342,0.429926,0.742535,3.288734,2.441916,0.694635,1.041521,0.969107,2.624138,0.563935,0.882929,4.164288,2.949064,0.840491,1.313343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.158718,28.769692,5.676181,10.798899,43.829954,32.483837,7.851248,14.988504,1.060128,2.742533,0.625634,0.805707,4.222377,2.943972,0.724251,1.235494,13.045778,0.001133,-0.022727,2.673667,0.001633,-0.113636,1.000000
3682.500000,94.851707,EKF,0.850865,2.335396,0.231674,0.645422,3.578227,2.141900,0.857098,1.331465,1.048286,3.001546,0.318924,0.859099,4.327973,2.596678,1.027171,1.568748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.037870,35.729074,3.682039,9.107647,55.259458,31.457075,13.532326,18.960049,1.016887,2.767153,0.580620,0.841416,3.968080,2.971380,0.768481,1.312055,13.043222,0.002149,-0.133333,2.672000,0.000816,-0.044444,1.000000
3718.000000,94.851707,EKF,0.802654,1.851697,0.373676,0.815629,3.867121,2.132738,0.727604,0.961685,1.076448,2.549928,0.459465,1.103536,4.785641,2.525489,0.931760,1.208827,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,10.357397,29.823228,5.981577,12.324378,66.586293,29.810015,11.549311,13.218780,1.002977,2.774696,0.499358,0.951741,4.081993,2.850948,0.887695,1.373066,13.038889,0.001912,-0.100000,2.672556,0.000497,0.033333,1.000000
3741.000000,94.851707,EKF,0.730940,2.314293,0.341652,0.850569,3.502196,2.125278,0.575919,1.270267,0.976903,2.846685,0.382622,1.146492,4.200631,2.719393,0.749427,1.593171,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,7.604321,29.991297,4.340251,10.333177,49.987265,29.193936,8.424750,14.177043,1.033630,2.831439,0.429312,1.046888,4.351179,2.698867,0.906256,1.424930,13.038333,0.001491,0.090909,2.673000,0.000000,0.000000,1.000000
3760.500000,94.851707,EKF,0.691834,2.858338,0.375642,0.929058,3.676366,3.001877,0.436631,1.250877,0.831818,3.472124,0.421751,1.156901,4.455914,3.624146,0.553269,1.527009,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,6.171855,34.740333,5.731204,13.856128,49.548338,35.219272,6.147092,15.459399,0.907215,2.963371,0.430743,1.081990,4.556108,2.864801,0.768478,1.448424,13.035667,0.006236,-0.282051,2.674333,0.001886,0.102564,1.000000
3783.000000,94.851707,EKF,0.745896,2.852557,0.397354,1.109194,3.813654,2.894178,0.814480,1.190880,0.919011,3.836817,0.584767,1.384080,4.459427,3.562286,1.101821,1.835623,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,9.187795,40.519612,4.566974,15.405563,45.030746,37.615274,11.697977,17.737776,0.812587,3.232836,0.449525,1.151669,4.409486,3.197713,0.716692,1.532725,13.030111,0.004202,-0.305556,2.677889,0.002331,0.222222,1.000000
3815.000000,94.851707,EKF,0.879838,4.332033,0.650142,1.447058,5.345168,4.125581,1.072848,2.192001,1.078696,5.250621,0.838780,1.642532,6.619351,4.894022,1.238205,2.708566,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,11.666116,54.174023,6.276667,18.080634,59.740632,49.816745,11.437134,28.033596,0.872779,3.879682,0.566196,1.317575,4.537826,3.726468,0.925945,1.920528,13.032222,0.002859,0.195652,2.680556,0.000831,0.043478,1.000000
3838.500000,94.851707,EKF,0.729559,4.308455,0.630093,1.714629,11.546215,4.632548,1.112308,2.783648,0.973122,5.669148,0.779626,1.977918,13.069932,6.037319,1.324558,3.000360,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,11.390092,68.800736,5.343369,21.410791,128.679280,74.120243,13.134082,28.841104,1.023746,4.722623,0.716251,1.595390,6.838296,4.607133,1.162653,2.493583,13.037556,0.003947,0.200000,2.681000,0.000000,0.000000,1.000000
3858.500000,94.851707,EKF,0.592950,7.566001,0.411572,2.624480,18.579574,8.197713,1.463516,3.980984,0.813331,9.141175,0.489236,3.008221,21.123681,9.777043,1.696881,4.514819,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,4.239254,91.860644,3.381798,28.044445,219.376436,98.233736,13.700893,39.574502,0.986787,6.108258,0.741396,2.015628,11.908790,6.224199,1.317549,3.230735,13.040444,0.000497,0.000000,2.680667,0.000471,-0.027027,1.000000
3881.000000,94.851707,EKF,0.917285,8.604847,0.497044,2.823361,24.007638,9.033417,1.977227,4.415739,1.007940,10.177349,0.563611,3.236799,26.595630,10.448882,2.311996,4.966368,0.000000,1.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,8.661619,115.446306,3.778704,34.415485,294.142641,117.387755,23.960155,52.688907,0.927514,8.012857,0.637972,2.570832,18.912088,8.377567,1.604096,4.094366,13.037000,0.003590,-0.210526,2.681444,0.001423,0.052632,1.000000
3917.500000,94.851707,EKF,0.564910,8.508483,0.489797,3.063698,23.068560,8.373551,1.871121,3.960487,0.663699,10.040274,0.637814,3.301694,25.024312,9.656125,2.251163,4.412997,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,6.477356,106.287217,4.966378,33.208919,246.917326,100.834027,20.158362,40.670130,0.866006,9.554775,0.571671,3.060006,23.988676,9.793426,1.993134,4.610541,13.031444,0.001423,-0.054054,2.684000,0.002000,-0.081081,1.000000
3939.500000,94.851707,EKF,0.441643,5.816197,0.452782,2.401114,17.487649,6.223933,1.351222,2.764675,0.636519,6.992024,0.579346,2.745009,18.341557,7.220827,1.601659,3.161754,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,5.907038,79.269127,5.628955,29.282943,166.146216,81.981813,17.753064,32.444840,0.833496,9.649247,0.600112,3.189529,24.236636,9.658907,2.088256,4.422805,13.030889,0.000737,0.054054,2.681111,0.003784,-0.270270,1.000000
3959.500000,94.851707,EKF,0.626778,4.637397,0.554771,1.774620,12.039881,5.009682,1.222102,2.115102,0.844854,5.228442,0.619730,2.227099,13.299106,5.622450,1.498879,2.464043,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,9.599904,47.959131,7.155655,20.617240,142.841591,53.044633,13.696018,23.959360,0.776867,8.115106,0.619740,2.900481,20.212760,8.059646,1.872541,3.553764,13.030111,0.002233,-0.088889,2.676556,0.001892,-0.111111,1.000000
3981.000000,94.851707,EKF,0.406846,2.369644,0.465571,0.900063,7.593188,2.693757,0.503920,1.309634,0.510918,2.829401,0.534823,1.118445,8.803293,3.091264,0.610613,1.638895,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,5.740706,28.401956,6.499014,11.773963,85.186464,30.169085,7.976590,15.104649,0.739142,5.902641,0.590589,2.310485,15.039801,6.074497,1.463917,2.633569,13.028000,0.001633,-0.071429,2.675778,0.001227,-0.023810,1.000000
4018.000000,94.851707,EKF,0.746294,2.237115,0.289800,0.701022,6.365645,2.474958,0.648766,1.245796,0.878222,2.688488,0.380231,0.808371,7.103171,2.874302,0.843228,1.365782,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,9.488436,29.139456,3.554581,7.863436,73.057475,29.878643,8.821751,13.022016,0.759098,3.918745,0.538089,1.587837,11.120245,4.274847,1.126800,1.977639,13.030222,0.002657,0.195652,2.674000,0.002749,-0.173913,1.000000
4036.500000,94.851707,EKF,0.668449,1.838251,0.172192,0.745328,5.174218,1.935398,0.640020,1.029639,0.828944,2.053232,0.231289,0.788315,6.284118,2.081896,0.820949,1.214925,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,7.237049,21.793073,2.105802,9.472809,60.610701,18.449438,9.042195,12.458857,0.766035,2.786223,0.427592,1.037089,8.167428,3.110702,0.856826,1.569651,13.034444,0.002266,0.162162,2.670222,0.001685,-0.162162,1.000000
4061.500000,94.851707,EKF,0.376751,1.595504,0.356131,0.675720,3.082625,1.453755,0.690314,0.762322,0.546813,1.748570,0.470757,0.794062,3.627909,1.667556,0.856705,0.881173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.873322,17.047928,4.555688,10.376882,41.007797,16.288725,6.198944,7.921359,0.753044,2.310505,0.338962,0.810321,6.313399,2.523480,0.843621,1.260363,13.035000,0.001414,-0.081081,2.666444,0.003236,-0.216216,1.000000
4082.000000,94.851707,EKF,0.475351,1.024067,0.479788,0.566861,3.772934,0.961127,0.638657,0.569154,0.598087,1.131980,0.541000,0.724058,4.363234,1.068866,0.786710,0.707971,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,8.332664,11.227674,6.306208,7.355644,45.657997,9.681288,7.060633,5.098701,0.670306,1.911886,0.389194,0.769444,5.209434,1.984937,0.839460,1.037914,13.037778,0.004756,0.175000,2.664444,0.002266,-0.050000,1.000000
4119.500000,94.851707,EKF,0.501861,0.876379,0.331709,0.625666,3.482052,0.948203,0.663900,0.596757,0.610182,1.017896,0.418728,0.742848,4.028970,1.116269,0.829079,0.786747,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,6.867048,10.482204,5.122284,7.753200,39.334827,12.044297,10.155723,5.946100,0.620118,1.467007,0.457701,0.742684,4.308249,1.478788,0.825046,0.834778,13.045667,0.002981,0.216216,2.665778,0.001685,0.000000,1.000000
4138.000000,94.851707,EKF,0.633348,0.882413,0.268744,0.552418,2.417623,0.735786,0.545205,0.572698,0.741465,1.044603,0.356317,0.693966,2.920367,0.949008,0.701850,0.779801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.388517,12.323594,3.770637,6.668199,29.298293,9.668571,7.354225,7.888189,0.659731,1.164511,0.447041,0.714383,3.795906,1.128836,0.798732,0.769766,13.047667,0.002582,-0.021739,2.667333,0.002867,0.065217,1.000000
4161.000000,94.851707,EKF,0.568715,0.731044,0.337467,0.353637,1.805316,0.753094,0.614821,0.335991,0.748295,0.819151,0.438231,0.409386,2.098689,0.907129,0.718369,0.422178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.173000,10.436625,4.068556,3.314013,20.374816,10.068835,6.000754,4.499300,0.695245,0.988189,0.397133,0.642688,3.164415,0.970599,0.758555,0.689165,13.045667,0.001414,-0.071429,2.673667,0.003367,0.190476,1.000000
4181.000000,94.851707,EKF,0.571016,0.776736,0.251253,0.437593,2.610173,0.701853,0.712674,0.642797,0.666270,0.809757,0.393414,0.507650,3.079958,0.794327,0.852067,0.897571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.171177,10.559859,3.018038,4.706516,31.402630,8.040157,9.686896,9.368114,0.707999,0.912431,0.392681,0.519368,2.780102,0.883130,0.746446,0.658480,13.043333,0.002108,-0.131579,2.676000,0.000943,-0.026316,1.000000
4216.500000,94.851707,EKF,0.539688,0.519496,0.297416,0.358734,2.024144,0.585836,0.668008,0.693889,0.619583,0.586499,0.363521,0.522741,2.850131,0.675822,0.846626,0.910537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.538959,6.996944,4.154941,4.109982,26.806738,8.364174,7.892132,9.949641,0.687817,0.803135,0.400154,0.426899,2.826122,0.798418,0.794148,0.716037,13.040778,0.000916,0.054054,2.675222,0.000916,-0.054054,1.000000
4239.500000,94.851707,EKF,0.421397,0.488174,0.433095,0.335609,1.334341,0.585345,0.264286,0.534652,0.592076,0.618321,0.526401,0.444687,2.077859,0.657550,0.378126,0.655530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.688489,7.649116,5.210976,4.757068,21.771698,8.293598,3.269199,7.587308,0.644974,0.716024,0.433998,0.464250,2.691725,0.717022,0.787663,0.791180,13.041778,0.001315,0.081081,2.673333,0.002000,-0.135135,1.000000
