t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,roll_mdeg,pitch_mdeg,yaw_mdeg
75327,17440,-628,-2240,-521,-36,56,7164,2050,18
75337,17432,-628,-2248,-525,-33,60,7727,2037,-1
75347,17450,-652,-2216,-520,-43,55,7173,2133,18
75357,17450,-630,-2246,-522,-42,59,7671,1876,1
75367,17470,-642,-2198,-518,-37,58,7157,2093,19
75377,17500,-628,-2262,-518,-43,54,7693,1950,0
75387,17420,-656,-2180,-528,-39,57,7169,2127,18
75397,17502,-620,-2266,-528,-37,59,7651,1859,1
75407,17402,-566,-2248,-521,-46,63,7104,1837,19
75417,17458,-594,-2298,-522,-37,62,7633,1964,1
75427,17468,-618,-2280,-523,-42,59,7103,2083,20
75437,17468,-646,-2258,-528,-40,56,7642,2118,0
75447,17448,-656,-2258,-524,-43,59,7105,2152,19
75457,17424,-634,-2288,-526,-48,59,7628,2032,0
75467,17434,-638,-2252,-522,-52,50,7103,2122,19
75477,17466,-640,-2206,-517,-41,54,7592,1913,2
75487,17480,-620,-2280,-525,-42,57,7143,2194,18
75497,17440,-620,-2280,-524,-48,55,7601,1931,1
75507,17468,-618,-2220,-527,-47,51,7089,2043,19
75517,17466,-630,-2198,-517,-44,56,7609,2081,1
75527,17490,-596,-2274,-524,-38,57,7189,1776,15
75537,17444,-572,-2274,-523,-43,55,7674,1951,0
75547,17506,-650,-2246,-516,-44,57,7202,2156,16
75557,17448,-616,-2312,-525,-50,58,7672,1950,0
75567,17420,-632,-2180,-523,-43,56,7173,2053,16
75577,17416,-646,-2236,-523,-45,60,7647,2231,0
75587,17468,-642,-2224,-522,-40,60,7174,2058,16
75597,17392,-610,-2232,-525,-43,59,7628,1841,0
75607,17484,-638,-2190,-523,-37,56,7175,2056,16
75617,17470,-618,-2232,-519,-42,59,7631,1854,0
75627,17428,-624,-2270,-519,-45,62,7252,2177,14
75637,17442,-618,-2330,-520,-40,58,7700,1968,-1
75647,17502,-568,-2320,-520,-40,62,7325,1652,10
75657,17478,-614,-2194,-520,-46,63,7107,2092,17
75667,17426,-644,-2240,-520,-46,62,7592,2107,0
75677,17424,-646,-2230,-522,-48,55,7110,2105,17
75687,17444,-554,-2254,-526,-44,56,7420,1734,6
75697,17458,-612,-2260,-523,-46,56,7338,2209,9
75707,17454,-688,-2300,-519,-40,53,7806,2289,-8
75717,17440,-610,-2206,-520,-43,58,7384,2076,7
75727,17466,-590,-2314,-521,-44,60,7723,1745,-3
75737,17450,-620,-2258,-524,-45,60,7352,2034,8
75747,17458,-634,-2234,-527,-43,55,6929,2234,23
75757,17466,-578,-2190,-526,-43,55,7173,1836,14
75767,17450,-640,-2310,-526,-43,56,7557,2093,1
75777,17426,-648,-2236,-528,-43,58,7099,2129,17
75787,17444,-630,-2206,-530,-39,56,7472,1862,4
75797,17460,-602,-2256,-530,-48,58,7128,2162,15
75807,17502,-624,-2284,-520,-49,56,7542,1976,0
75817,17440,-608,-2256,-517,-41,52,7092,1985,16
75827,17466,-606,-2282,-521,-45,55,7539,1966,1
75837,17464,-584,-2222,-519,-43,53,7106,1866,16
75847,17472,-646,-2270,-518,-41,51,7454,2140,4
75857,17472,-636,-2276,-519,-36,50,7275,1735,10
75867,17432,-620,-2220,-520,-37,52,7247,2175,12
75877,17430,-618,-2260,-525,-39,54,7534,1844,1
75887,17466,-632,-2290,-522,-36,62,7405,2261,6
75897,17454,-630,-2282,-522,-38,58,7492,1837,3
75907,17444,-612,-2228,-521,-41,56,7145,2090,15
75917,17490,-620,-2290,-520,-42,57,7558,1988,0
75927,17484,-622,-2286,-520,-41,60,7151,2106,15
75937,17462,-660,-2252,-517,-47,59,7563,2190,0
75947,17476,-658,-2260,-528,-47,54,7160,2082,14
75957,17486,-626,-2264,-522,-49,59,7567,1991,0
75967,17474,-640,-2296,-518,-49,52,7285,2296,11
75977,17492,-644,-2254,-520,-46,55,7396,1897,7
75987,17494,-628,-2244,-518,-46,61,7181,2248,15
75997,17444,-580,-2244,-527,-45,52,7338,1870,9
76007,17436,-598,-2300,-522,-43,56,7707,2032,-3
76017,17436,-634,-2198,-521,-36,58,7306,2058,11
76027,17460,-632,-2232,-519,-41,58,6908,2021,25
76037,17480,-630,-2310,-524,-46,57,7305,2037,11
76047,17452,-622,-2266,-521,-42,58,7696,1981,-2
76057,17432,-664,-2250,-517,-39,63,7348,2167,10
76067,17480,-644,-2278,-528,-41,59,7628,1892,0
76077,17466,-652,-2210,-522,-40,60,7287,2079,11
76087,17472,-656,-2264,-516,-44,61,7624,2265,0
76097,17428,-636,-2178,-521,-49,63,7268,2129,13
76107,17406,-640,-2288,-528,-40,62,7641,2059,0
76117,17476,-632,-2272,-527,-38,55,7263,2050,12
76127,17458,-616,-2248,-521,-44,58,7582,1849,1
76137,17454,-636,-2226,-522,-43,55,7276,2064,11
76147,17478,-622,-2256,-521,-43,58,7602,1886,0
76157,17466,-612,-2284,-515,-34,60,7296,2094,11
76167,17444,-610,-2284,-526,-34,58,7601,1891,0
76177,17420,-626,-2270,-520,-38,63,7322,2127,10
76187,17452,-632,-2302,-521,-41,61,7661,2001,-1
76197,17410,-654,-2252,-518,-43,65,7333,2150,10
76207,17450,-616,-2296,-518,-43,51,7599,1910,1
76217,17442,-628,-2296,-526,-38,60,7385,2195,8
76227,17490,-634,-2232,-530,-35,57,7160,1924,16
76237,17478,-594,-2240,-528,-45,55,7509,1939,4
76247,17484,-616,-2266,-519,-43,62,7197,2094,15
76257,17456,-614,-2306,-520,-46,62,7528,1996,3
76267,17444,-648,-2316,-520,-44,60,7628,2325,0
76277,17462,-642,-2310,-518,-42,57,7504,2008,4
76287,17432,-654,-2324,-522,-41,59,7704,2281,-2
76297,17436,-656,-2290,-527,-40,59,7424,2098,7
76307,17438,-656,-2268,-526,-38,59,7308,2413,11
76317,17408,-628,-2252,-517,-38,59,7364,2086,9
76327,17500,-616,-2220,-528,-43,54,7088,1909,19
76337,17448,-650,-2238,-520,-45,57,7326,2132,10
76347,17444,-672,-2276,-523,-48,60,7613,2280,0
76357,17448,-654,-2302,-521,-45,56,7440,2009,6
76367,17452,-642,-2308,-520,-42,57,7683,2215,-2
76377,17474,-608,-2210,-520,-40,58,7401,2074,8
76387,17430,-622,-2256,-513,-51,56,7248,1800,14
76397,17430,-636,-2264,-521,-42,55,7400,2072,9
76407,17430,-646,-2214,-519,-43,57,7098,2134,20
76417,17402,-622,-2262,-521,-41,61,7388,2036,9
76427,17454,-664,-2224,-518,-39,52,7170,2250,18
76437,17514,-650,-2278,-520,-46,53,7430,2095,8
76447,17480,-658,-2204,-515,-47,55,7136,2147,20
76457,17440,-628,-2292,-522,-49,60,7421,2064,9
76467,17492,-638,-2284,-528,-44,56,7694,2174,-1
76477,17448,-630,-2238,-525,-41,62,7417,2086,8
76487,17440,-606,-2262,-520,-43,59,7349,1803,11
76497,17446,-636,-2260,-524,-41,56,7383,2089,10
76507,17488,-626,-2308,-523,-49,61,7646,1978,0
76517,17430,-622,-2208,-525,-46,60,7366,2010,10
76527,17466,-622,-2266,-522,-43,60,7621,2126,0
76537,17438,-630,-2312,-524,-41,54,7433,1921,7
76547,17434,-606,-2258,-518,-38,56,7236,2115,14
76557,17442,-606,-2304,-522,-40,58,7481,1994,5
76567,17494,-656,-2268,-522,-42,54,7325,2217,11
76577,17434,-630,-2272,-518,-36,58,7464,1986,6
76587,17410,-644,-2306,-523,-38,60,7618,2203,1
76597,17434,-608,-2274,-526,-38,54,7448,2001,6
76607,17460,-634,-2256,-524,-44,57,7235,2152,14
76617,17524,-620,-2326,-522,-41,61,7471,2048,5
76627,17462,-644,-2256,-513,-43,60,7235,2148,15
76637,17416,-662,-2262,-513,-39,58,7488,2164,6
76647,17426,-640,-2234,-514,-38,49,7257,2065,15
76657,17446,-636,-2228,-517,-41,57,7496,2131,7
76667,17412,-624,-2292,-522,-44,58,7502,1884,6
76677,17446,-650,-2332,-518,-44,61,7609,2105,3
76687,17446,-674,-2308,-521,-42,53,7454,2292,9
76697,17492,-662,-2328,-517,-45,54,7613,2111,3
76707,17450,-612,-2322,-522,-44,57,7549,1882,5
76717,17446,-630,-2288,-525,-34,55,7449,2096,9
76727,17420,-588,-2260,-524,-39,60,7378,1874,11
76737,17438,-638,-2242,-522,-34,60,7320,2099,13
76747,17458,-612,-2250,-520,-38,63,7368,1876,11
76757,17440,-628,-2232,-521,-37,61,7276,2083,14
76767,17456,-678,-2302,-526,-44,52,7473,2184,7
76777,17490,-632,-2328,-525,-41,59,7613,2012,1
76787,17436,-602,-2272,-528,-45,59,7403,1955,8
76797,17436,-678,-2264,-525,-47,58,7399,2172,8
76807,17478,-630,-2222,-518,-43,54,7233,2038,15
76817,17432,-620,-2264,-517,-44,59,7442,2015,8
76827,17416,-636,-2206,-523,-43,55,7241,2068,15
76837,17458,-630,-2292,-524,-38,57,7446,2051,7
76847,17468,-644,-2238,-533,-36,59,7250,2109,13
76857,17412,-660,-2284,-525,-38,58,7447,2147,6
76867,17442,-616,-2298,-523,-47,60,7523,1962,3
76877,17482,-618,-2254,-523,-51,56,7333,2011,9
76887,17456,-654,-2292,-522,-42,60,7485,2132,4
76897,17468,-616,-2290,-529,-42,56,7460,1941,4
76907,17466,-646,-2224,-524,-44,58,7311,2058,9
76917,17406,-620,-2204,-526,-40,59,7135,1994,15
76927,17412,-654,-2270,-524,-36,56,7301,2073,9
76937,17460,-636,-2222,-519,-36,62,7119,2058,16
76947,17416,-624,-2342,-529,-41,50,7298,2050,9
76957,17444,-632,-2298,-518,-40,57,7475,2056,3
76967,17426,-642,-2220,-523,-50,58,7303,2085,9
76977,17446,-614,-2278,-524,-53,64,7450,1992,4
76987,17476,-632,-2238,-518,-48,64,7292,2057,9
76997,17452,-606,-2280,-517,-40,62,7438,1974,5
77007,17458,-626,-2292,-526,-43,55,7530,2112,1
77017,17460,-616,-2282,-516,-38,61,7430,1983,5
77027,17468,-658,-2292,-525,-38,60,7474,2139,3
77037,17444,-644,-2252,-527,-43,55,7326,2086,8
77047,17466,-628,-2250,-524,-48,54,7375,1936,6
77057,17446,-632,-2252,-519,-37,57,7349,2089,8
77067,17444,-626,-2242,-527,-43,64,7280,1954,10
77077,17470,-620,-2242,-521,-39,61,7349,2087,7
77087,17450,-632,-2288,-521,-39,59,7491,2051,2
77097,17444,-624,-2252,-523,-39,58,7349,2030,7
77107,17440,-622,-2244,-524,-34,52,7212,1990,12
77117,17470,-640,-2270,-523,-44,55,7338,2049,7
77127,17422,-644,-2256,-526,-41,59,7423,2156,4
77137,17420,-620,-2214,-522,-44,63,7316,2077,8
77147,17470,-618,-2216,-517,-44,57,7212,1996,12
77157,17458,-650,-2188,-523,-46,58,7147,2109,14
77167,17436,-662,-2298,-525,-41,52,7272,2125,9
77177,17486,-644,-2294,-525,-49,62,7396,2105,4
77187,17414,-648,-2298,-525,-47,58,7518,2112,0
77197,17426,-652,-2264,-522,-47,53,7399,2125,4
77207,17462,-626,-2256,-525,-39,54,7352,2016,5
77217,17456,-624,-2266,-522,-36,56,7462,2051,2
77227,17420,-630,-2374,-522,-43,59,7575,2051,-2
77237,17422,-606,-2240,-519,-41,55,7469,2019,1
77247,17416,-652,-2204,-522,-42,59,7370,2061,5
77257,17442,-648,-2278,-524,-43,55,7457,2120,2
77267,17468,-636,-2274,-523,-37,57,7394,2038,4
77277,17448,-646,-2296,-522,-37,56,7479,2091,1
77287,17450,-656,-2246,-521,-37,55,7385,2120,4
77297,17492,-622,-2252,-522,-40,56,7342,2033,6
77307,17500,-612,-2214,-521,-48,51,7254,2002,9
77317,17456,-602,-2238,-521,-44,59,7324,1943,7
77327,17438,-658,-2194,-528,-44,58,7269,2015,8
77337,17444,-624,-2228,-520,-42,55,7314,2094,7
77347,17444,-612,-2294,-525,-44,61,7393,2049,4
77357,17460,-616,-2228,-521,-44,62,7308,2018,7
77367,17456,-648,-2252,-523,-47,66,7347,2101,5
77377,17442,-618,-2228,-527,-44,63,7292,2029,7
77387,17468,-654,-2296,-526,-41,59,7373,2070,3
77397,17512,-600,-2310,-523,-42,58,7442,2009,1
77407,17542,-616,-2196,-522,-37,60,7350,2005,4
77417,17480,-640,-2216,-522,-40,56,7272,2052,7
77427,17486,-636,-2254,-528,-39,61,7361,2069,3
77437,17502,-612,-2270,-532,-36,57,7390,1982,1
77447,17436,-592,-2294,-523,-43,57,7471,1940,-1
77457,17484,-640,-2322,-521,-43,60,7522,2015,-2
77467,17434,-684,-2238,-518,-40,54,7459,2081,0
77477,17430,-678,-2212,-522,-43,56,7379,2126,2
77487,17446,-684,-2282,-522,-46,55,7433,2200,0
77497,17406,-620,-2330,-526,-43,59,7500,2138,-2
77507,17438,-598,-2256,-523,-41,60,7449,2063,0
77517,17424,-596,-2292,-529,-50,64,7481,1977,-2
77527,17454,-668,-2228,-522,-44,57,7415,2040,0
77537,17458,-644,-2270,-520,-39,59,7403,2131,0
77547,17400,-634,-2296,-520,-36,55,7482,2087,-2
77557,17446,-624,-2206,-522,-41,62,7393,2070,1
77567,17410,-606,-2276,-530,-35,62,7439,1991,-1
77577,17480,-620,-2296,-524,-42,57,7519,2033,-4
77587,17466,-666,-2232,-521,-46,55,7440,2077,-1
77597,17424,-644,-2242,-518,-45,55,7351,2095,2
77607,17442,-606,-2246,-516,-41,59,7341,2004,3
77617,17448,-646,-2236,-520,-44,59,7307,2090,4
77627,17462,-626,-2336,-523,-42,61,7397,2074,1
77637,17458,-626,-2304,-521,-40,54,7483,2046,-1
77647,17442,-648,-2276,-519,-39,60,7427,2119,0
77657,17456,-618,-2216,-521,-39,56,7347,2074,3
77667,17414,-592,-2282,-528,-43,58,7405,2004,0
77677,17452,-652,-2278,-522,-41,62,7429,2092,0
77687,17466,-646,-2308,-529,-42,62,7519,2099,-4
77697,17450,-622,-2278,-524,-46,54,7453,2038,-1
77707,17434,-628,-2292,-527,-45,57,7542,2056,-5
77717,17414,-662,-2292,-527,-39,62,7506,2140,-4
77727,17464,-638,-2274,-524,-40,58,7433,2086,-1
77737,17454,-622,-2198,-519,-40,63,7345,2065,1
77747,17476,-602,-2244,-518,-43,61,7322,1977,2
77757,17456,-672,-2238,-520,-37,49,7314,2068,2
77767,17468,-658,-2200,-523,-41,50,7233,2110,5
77777,17418,-696,-2216,-527,-42,58,7242,2201,5
77787,17400,-604,-2294,-521,-46,61,7312,2142,2
77797,17482,-630,-2262,-527,-43,58,7361,2065,0
77807,17524,-594,-2228,-523,-45,64,7303,1995,2
77817,17476,-628,-2252,-522,-41,61,7362,2064,0
77827,17446,-628,-2244,-513,-44,58,7284,2018,3
77837,17436,-638,-2264,-522,-42,60,7364,2060,0
77847,17428,-634,-2248,-522,-35,61,7278,2092,3
77857,17402,-672,-2280,-525,-44,52,7358,2135,0
77867,17422,-654,-2250,-527,-43,56,7369,2044,0
77877,17478,-658,-2250,-521,-39,64,7338,2131,0
77887,17494,-628,-2238,-521,-36,56,7295,2050,2
77897,17508,-634,-2362,-527,-42,62,7386,2051,-1
77907,17446,-676,-2248,-522,-43,58,7360,2139,0
77917,17452,-596,-2268,-519,-39,53,7379,2050,0
77927,17490,-658,-2284,-520,-38,59,7431,2125,-2
77937,17464,-640,-2256,-520,-45,58,7354,2077,0
77947,17474,-638,-2246,-526,-41,59,7264,2066,3
77957,17458,-584,-2276,-524,-33,59,7327,2001,0
77967,17460,-618,-2260,-517,-39,57,7416,2018,-1
77977,17428,-632,-2264,-524,-43,60,7385,2104,0
77987,17444,-658,-2270,-521,-40,57,7440,2177,-2
77997,17468,-588,-2264,-521,-44,59,7422,2088,-2
78007,17462,-668,-2252,-522,-42,61,7362,2157,0
78017,17460,-624,-2242,-522,-40,64,7331,2072,1
78027,17450,-580,-2232,-529,-40,63,7310,1983,1
78037,17496,-634,-2334,-530,-44,56,7398,2005,-2
78047,17450,-670,-2250,-528,-43,57,7372,2093,-2
78057,17462,-632,-2276,-527,-42,57,7447,2040,-5
78067,17468,-640,-2220,-519,-46,57,7358,2058,-1
78077,17442,-646,-2292,-525,-41,58,7444,2088,-5
78087,17404,-642,-2234,-519,-45,57,7353,2093,-1
78097,17452,-636,-2292,-524,-44,57,7443,2076,-4
78107,17462,-606,-2258,-531,-44,59,7390,2002,-3
78117,17488,-632,-2198,-528,-40,58,7301,2022,-1
78127,17408,-628,-2284,-518,-38,60,7390,2036,-3
78137,17392,-642,-2276,-524,-43,57,7457,2098,-6
78147,17440,-624,-2278,-526,-41,56,7436,2009,-6
78157,17468,-660,-2290,-524,-43,58,7457,2098,-7
78167,17436,-616,-2284,-520,-35,61,7462,2007,-7
78177,17452,-626,-2238,-525,-38,50,7372,2024,-4
78187,17434,-626,-2208,-522,-46,56,7282,2033,0
78197,17458,-592,-2258,-522,-41,50,7340,1961,-2
78207,17504,-672,-2208,-518,-47,56,7288,2037,0
78217,17470,-632,-2354,-527,-41,56,7379,2040,-4
78227,17436,-636,-2280,-521,-40,60,7462,2077,-7
78237,17470,-608,-2300,-523,-40,57,7494,1991,-8
78247,17454,-624,-2284,-528,-41,56,7429,2055,-6
78257,17466,-660,-2262,-525,-38,58,7384,2135,-5
78267,17444,-644,-2246,-525,-37,59,7313,2078,-2
78277,17476,-646,-2190,-519,-40,61,7222,2090,0
78287,17458,-654,-2232,-519,-40,53,7300,2137,-2
78297,17422,-578,-2234,-522,-39,58,7302,2045,-2
78307,17434,-644,-2200,-520,-41,54,7220,2085,0
78317,17488,-612,-2230,-525,-46,59,7259,2002,0
78327,17444,-632,-2266,-527,-47,53,7344,2035,-4
78337,17472,-640,-2268,-520,-38,57,7412,2095,-6
78347,17468,-614,-2318,-520,-41,58,7488,2044,-8
78357,17444,-594,-2258,-520,-35,55,7422,1980,-6
78367,17474,-626,-2252,-528,-39,61,7347,2032,-4
78377,17426,-626,-2288,-522,-38,60,7437,2037,-7
78387,17456,-658,-2252,-521,-39,58,7378,2107,-5
78397,17450,-670,-2240,-519,-39,57,7318,2176,-2
78407,17486,-634,-2310,-517,-37,60,7397,2132,-5
78417,17454,-616,-2274,-520,-35,55,7414,2042,-6
78427,17462,-606,-2264,-525,-47,56,7382,1957,-5
78437,17460,-622,-2220,-528,-43,57,7300,1997,-2
78447,17460,-620,-2210,-522,-41,54,7211,2017,0
78457,17468,-602,-2292,-520,-40,60,7300,1997,-2
78467,17422,-600,-2314,-521,-40,57,7389,1983,-5
78477,17508,-650,-2226,-524,-41,59,7320,2043,-3
78487,17474,-670,-2242,-524,-40,57,7314,2134,-3
78497,17466,-634,-2304,-518,-45,63,7399,2104,-6
78507,17464,-648,-2278,-529,-42,57,7490,2112,-10
78517,17486,-658,-2322,-532,-43,56,7577,2140,-14
78527,17462,-630,-2276,-526,-43,58,7499,2093,-11
78537,17450,-626,-2340,-523,-44,54,7584,2058,-14
78547,17476,-620,-2242,-522,-38,65,7494,2044,-11
78557,17432,-626,-2314,-521,-40,60,7585,2036,-14
78567,17476,-622,-2292,-523,-41,62,7495,2024,-11
78577,17452,-648,-2304,-519,-42,55,7522,2112,-12
78587,17470,-632,-2270,-519,-42,54,7440,2072,-9
78597,17454,-670,-2216,-523,-48,54,7360,2114,-6
78607,17444,-630,-2188,-519,-42,60,7273,2089,-2
78617,17392,-662,-2244,-520,-41,58,7339,2151,-5
78627,17466,-636,-2262,-525,-44,59,7379,2068,-6
78637,17430,-648,-2336,-519,-45,65,7469,2084,-10
78647,17480,-652,-2336,-518,-46,57,7558,2104,-13
78657,17432,-672,-2296,-525,-46,55,7508,2181,-11
78667,17462,-616,-2242,-526,-43,57,7442,2119,-9
78677,17458,-626,-2260,-518,-39,60,7385,2048,-6
78687,17404,-612,-2200,-518,-44,61,7298,2024,-3
78697,17472,-604,-2230,-522,-45,64,7263,1940,-2
78707,17488,-612,-2260,-520,-48,55,7346,1979,-5
78717,17516,-622,-2250,-519,-37,54,7293,2054,-2
78727,17450,-682,-2310,-521,-39,60,7368,2104,-5
78737,17446,-652,-2276,-521,-35,59,7455,2129,-8
78747,17446,-638,-2306,-522,-50,59,7530,2076,-11
78757,17444,-618,-2290,-526,-38,59,7473,2005,-9
78767,17410,-646,-2238,-527,-35,63,7398,2057,-7
78777,17460,-642,-2220,-525,-40,54,7308,2075,-4
78787,17482,-644,-2296,-519,-46,57,7399,2084,-7
78797,17444,-648,-2282,-523,-42,58,7481,2123,-10
78807,17428,-642,-2236,-524,-42,63,7392,2107,-7
78817,17386,-644,-2204,-521,-45,65,7301,2106,-4
78827,17442,-634,-2216,-523,-42,61,7226,2055,-1
78837,17454,-582,-2222,-518,-48,57,7242,1965,-2
78847,17398,-618,-2286,-522,-47,52,7331,1984,-5
78857,17478,-652,-2354,-523,-43,56,7416,2017,-8
78867,17490,-642,-2252,-523,-41,52,7346,2076,-5
78877,17472,-642,-2232,-522,-41,54,7256,2091,-2
78887,17482,-618,-2276,-519,-40,56,7337,2049,-5
78897,17486,-618,-2282,-519,-42,53,7421,2012,-7
78907,17470,-638,-2268,-523,-36,57,7387,2098,-6
78917,17458,-608,-2298,-523,-39,57,7449,2031,-8
78927,17440,-602,-2304,-518,-45,54,7516,1968,-10
78937,17426,-608,-2248,-522,-33,56,7425,1975,-7
78947,17420,-656,-2268,-523,-41,60,7421,2067,-7
78957,17440,-618,-2310,-517,-44,53,7504,2029,-10
78967,17432,-658,-2326,-530,-42,61,7563,2099,-13
78977,17428,-600,-2248,-526,-39,54,7488,2048,-10
78987,17450,-628,-2292,-528,-45,53,7421,1987,-8
78997,17444,-706,-2206,-528,-37,57,7369,2063,-7
79007,17468,-614,-2230,-526,-41,57,7294,2010,-4
79017,17462,-610,-2236,-524,-39,58,7302,1919,-5
79027,17458,-604,-2208,-516,-37,57,7220,1959,-2
79037,17468,-598,-2234,-522,-42,63,7309,1940,-5
79047,17468,-634,-2284,-519,-45,61,7378,2000,-7
79057,17440,-660,-2284,-523,-49,58,7423,2079,-8
79067,17448,-634,-2232,-523,-39,56,7332,2069,-5
79077,17434,-644,-2212,-522,-42,56,7245,2094,-2
79087,17444,-614,-2250,-525,-41,57,7312,2033,-5
79097,17444,-634,-2208,-523,-40,53,7225,2060,-2
79107,17428,-658,-2188,-523,-43,54,7166,2131,0
79117,17444,-676,-2264,-519,-44,56,7253,2157,-3
79127,17498,-622,-2290,-519,-48,56,7329,2106,-5
79137,17446,-646,-2298,-517,-44,58,7420,2104,-8
79147,17446,-632,-2208,-525,-44,57,7331,2084,-5
79157,17450,-660,-2340,-526,-42,62,7420,2103,-9
79167,17436,-620,-2276,-521,-39,60,7438,2013,-9
79177,17450,-602,-2318,-519,-36,54,7521,1977,-12
79187,17446,-656,-2306,-518,-46,53,7526,2068,-12
79197,17508,-636,-2268,-521,-43,51,7436,2064,-9
79207,17460,-602,-2252,-518,-39,53,7378,1994,-6
79217,17450,-606,-2286,-516,-38,61,7466,1971,-9
79227,17422,-642,-2228,-519,-46,58,7391,2022,-6
79237,17480,-630,-2254,-525,-42,56,7311,2067,-3
79247,17474,-612,-2214,-523,-43,57,7242,2008,-1
79257,17472,-644,-2252,-525,-33,55,7311,2066,-4
79267,17456,-640,-2266,-524,-32,61,7399,2083,-7
79277,17440,-620,-2240,-524,-39,55,7328,2026,-5
79287,17450,-684,-2262,-521,-40,57,7353,2114,-5
79297,17470,-652,-2302,-523,-38,52,7443,2116,-9
79307,17438,-632,-2242,-519,-42,59,7362,2076,-6
79317,17440,-592,-2236,-511,-47,57,7330,1991,-4
79327,17460,-600,-2314,-522,-45,57,7420,1974,-7
79337,17436,-634,-2256,-524,-42,60,7377,2056,-5
79347,17426,-618,-2240,-526,-44,59,7306,1999,-3
79357,17480,-618,-2238,-527,-43,59,7236,2059,-1
79367,17470,-588,-2318,-517,-41,57,7319,2021,-4
79377,17462,-646,-2254,-525,-36,61,7356,2104,-5
79387,17452,-656,-2342,-523,-42,57,7446,2113,-9
79397,17422,-664,-2270,-521,-48,55,7409,2197,-7
79407,17460,-620,-2212,-522,-47,59,7343,2135,-5
79417,17464,-646,-2248,-520,-43,61,7320,2046,-4
79427,17470,-620,-2304,-524,-46,49,7410,2031,-7
79437,17438,-632,-2250,-520,-43,59,7328,2069,-4
79447,17444,-582,-2316,-527,-41,56,7401,2015,-7
79457,17476,-624,-2280,-520,-40,55,7485,2048,-10
79467,17500,-636,-2272,-525,-39,57,7395,2064,-7
79477,17426,-642,-2260,-528,-48,55,7376,2153,-7
79487,17458,-616,-2316,-524,-44,61,7446,2095,-9
79497,17408,-626,-2240,-525,-42,54,7364,2057,-7
79507,17456,-648,-2304,-523,-43,57,7450,2085,-10
79517,17428,-640,-2274,-519,-41,59,7359,2085,-6
79527,17470,-596,-2258,-522,-43,52,7362,1993,-6
79537,17476,-634,-2216,-524,-38,55,7280,2034,-4
79547,17440,-674,-2192,-528,-41,54,7226,2107,-2
79557,17456,-646,-2276,-525,-45,55,7317,2105,-6
79567,17492,-648,-2224,-523,-44,55,7226,2104,-2
79577,17496,-618,-2250,-524,-41,55,7292,2040,-5
79587,17460,-618,-2294,-524,-45,61,7382,2026,-8
79597,17452,-646,-2270,-523,-46,57,7414,2112,-10
79607,17468,-596,-2294,-519,-38,58,7447,2026,-11
79617,17432,-626,-2226,-520,-36,60,7356,2034,-7
79627,17430,-626,-2238,-521,-38,58,7266,2048,-4
79637,17456,-618,-2276,-520,-45,62,7354,2027,-7
79647,17396,-622,-2246,-514,-45,59,7405,2104,-8
79657,17432,-642,-2272,-520,-39,53,7482,2055,-11
79667,17466,-652,-2276,-519,-39,59,7421,2123,-8
79677,17460,-614,-2220,-523,-40,59,7347,2070,-6
79687,17448,-590,-2270,-522,-36,59,7383,1986,-7
79697,17468,-606,-2252,-519,-38,53,7299,1950,-4
79707,17440,-620,-2252,-526,-38,55,7357,2019,-6
79717,17416,-622,-2204,-524,-36,55,7266,2025,-3
79727,17490,-618,-2264,-529,-39,50,7355,2009,-7
79737,17452,-650,-2302,-523,-39,54,7431,2059,-10
79747,17460,-666,-2242,-516,-38,61,7364,2122,-7
79757,17414,-638,-2268,-524,-37,59,7437,2068,-10
79767,17442,-632,-2304,-528,-45,55,7527,2056,-13
79777,17482,-652,-2248,-531,-43,63,7441,2083,-11
79787,17482,-626,-2230,-523,-44,61,7354,2059,-8
79797,17442,-672,-2228,-523,-42,54,7308,2138,-6
79807,17474,-616,-2206,-523,-47,57,7250,2068,-4
79817,17472,-648,-2220,-522,-41,56,7229,2157,-3
79827,17480,-640,-2266,-531,-39,56,7310,2117,-7
79837,17482,-638,-2252,-523,-39,60,7361,2041,-9
79847,17436,-652,-2266,-523,-39,53,7403,2122,-11
79857,17420,-644,-2350,-519,-42,56,7494,2114,-14
79867,17474,-612,-2302,-514,-48,61,7502,2023,-14
79877,17436,-632,-2236,-517,-37,58,7412,2039,-10
79887,17468,-626,-2232,-514,-40,52,7321,2036,-6
79897,17432,-672,-2282,-516,-37,52,7382,2104,-8
79907,17422,-616,-2296,-522,-39,58,7454,2048,-11
79917,17454,-634,-2250,-522,-43,55,7364,2060,-7
79927,17476,-620,-2260,-518,-38,58,7372,1969,-7
79937,17500,-602,-2300,-516,-39,56,7462,1956,-10
79947,17466,-602,-2250,-521,-42,63,7371,1957,-7
79957,17422,-662,-2270,-515,-42,65,7394,2046,-7
79967,17430,-626,-2266,-519,-43,59,7474,2001,-10
79977,17440,-598,-2292,-522,-39,61,7495,1912,-10
79987,17446,-620,-2274,-526,-40,60,7445,1989,-9
79997,17450,-646,-2316,-517,-43,54,7510,2052,-11
80007,17450,-604,-2260,-519,-45,55,7435,2002,-8
80017,17416,-692,-2280,-523,-46,53,7443,2093,-8
80027,17448,-652,-2276,-516,-44,61,7408,2178,-7
80037,17456,-612,-2286,-527,-44,62,7433,2090,-8
