t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,roll_mdeg,pitch_mdeg,yaw_mdeg
104067,17450,-650,-2206,-518,-43,57,7403,2103,-2398
104077,17410,-620,-2236,-520,-40,56,7337,2041,-2396
104087,17498,-646,-2264,-520,-38,56,7385,2119,-2397
104097,17508,-624,-2230,-525,-42,62,7312,2066,-2395
104107,17496,-630,-2244,-523,-46,59,7295,1977,-2395
104117,17460,-622,-2232,-527,-47,65,7275,2067,-2394
104127,17432,-622,-2288,-525,-42,62,7364,2050,-2398
104137,17448,-650,-2284,-523,-42,60,7439,2103,-2401
104147,17470,-668,-2278,-521,-44,61,7426,2195,-2400
104157,17454,-622,-2338,-528,-40,53,7495,2136,-2404
104167,17458,-614,-2258,-526,-39,52,7434,2069,-2402
104177,17444,-620,-2260,-525,-38,56,7369,2006,-2400
104187,17464,-660,-2208,-523,-49,57,7300,2067,-2397
104197,17478,-650,-2266,-525,-42,57,7380,2109,-2401
104207,17430,-604,-2226,-527,-43,61,7327,2037,-2399
104217,17434,-630,-2278,-517,-44,65,7417,2049,-2402
104227,17488,-610,-2254,-522,-43,56,7351,1988,-2400
104237,17454,-658,-2216,-524,-39,57,7295,2062,-2398
104247,17470,-654,-2290,-519,-38,50,7380,2093,-2401
104257,17444,-606,-2266,-520,-42,57,7396,2004,-2402
104267,17472,-674,-2260,-520,-41,57,7383,2095,-2401
104277,17432,-626,-2260,-519,-42,60,7389,2005,-2401
104287,17454,-674,-2278,-527,-44,56,7411,2094,-2403
104297,17490,-660,-2274,-527,-39,57,7404,2186,-2403
104307,17448,-648,-2266,-522,-42,59,7398,2096,-2403
104317,17470,-654,-2258,-527,-42,56,7329,2157,-2401
104327,17462,-620,-2316,-524,-43,53,7407,2109,-2404
104337,17434,-648,-2268,-517,-37,55,7492,2140,-2407
104347,17474,-634,-2342,-520,-41,63,7571,2096,-2410
104357,17524,-630,-2302,-521,-42,59,7495,2049,-2407
104367,17440,-626,-2312,-524,-40,60,7584,2032,-2410
104377,17446,-638,-2296,-526,-41,54,7503,2073,-2408
104387,17468,-608,-2272,-526,-39,55,7440,2008,-2406
104397,17454,-630,-2258,-524,-39,58,7362,2056,-2403
104407,17488,-666,-2256,-519,-46,61,7352,2148,-2403
104417,17418,-670,-2278,-524,-41,59,7437,2180,-2406
104427,17464,-616,-2322,-520,-43,55,7493,2108,-2408
104437,17440,-638,-2232,-520,-43,60,7404,2095,-2405
104447,17402,-670,-2228,-522,-40,63,7333,2156,-2403
104457,17488,-612,-2248,-524,-41,58,7328,2065,-2403
104467,17478,-630,-2356,-525,-43,54,7419,2060,-2406
104477,17456,-668,-2274,-524,-43,52,7421,2152,-2407
104487,17488,-624,-2242,-524,-41,56,7360,2086,-2405
104497,17514,-676,-2276,-523,-39,60,7395,2171,-2406
104507,17446,-620,-2340,-519,-34,60,7471,2124,-2409
104517,17486,-654,-2248,-524,-38,57,7380,2125,-2406
104527,17450,-642,-2264,-521,-44,61,7409,2039,-2407
104537,17426,-600,-2258,-523,-38,60,7381,1952,-2406
104547,17426,-624,-2248,-522,-46,64,7349,2039,-2405
104557,17442,-644,-2254,-526,-45,58,7371,2129,-2406
104567,17454,-678,-2322,-526,-51,61,7457,2161,-2410
104577,17456,-676,-2288,-526,-37,57,7480,2250,-2411
104587,17502,-672,-2218,-523,-36,62,7392,2228,-2408
104597,17422,-662,-2256,-524,-37,60,7373,2140,-2408
104607,17482,-648,-2298,-523,-34,64,7460,2114,-2411
104617,17428,-630,-2328,-521,-38,58,7544,2079,-2414
104627,17492,-654,-2224,-529,-39,59,7454,2094,-2412
104637,17476,-620,-2264,-527,-37,55,7392,2027,-2410
104647,17446,-656,-2270,-525,-47,53,7410,2117,-2411
104657,17460,-650,-2228,-524,-40,59,7319,2116,-2408
104667,17510,-670,-2198,-519,-35,58,7232,2147,-2404
104677,17482,-624,-2238,-529,-43,59,7274,2067,-2407
104687,17420,-630,-2244,-529,-44,52,7364,2049,-2410
104697,17472,-648,-2306,-520,-42,53,7449,2081,-2413
104707,17474,-622,-2274,-522,-39,54,7403,2002,-2412
104717,17430,-628,-2262,-517,-39,61,7384,2093,-2411
104727,17458,-666,-2262,-523,-36,59,7381,2185,-2411
104737,17482,-634,-2290,-530,-44,57,7431,2109,-2413
104747,17454,-618,-2280,-525,-51,49,7442,2018,-2414
104757,17416,-678,-2236,-523,-42,56,7392,2095,-2412
104767,17488,-670,-2234,-523,-43,54,7318,2149,-2410
104777,17442,-660,-2242,-527,-41,63,7408,2148,-2414
104787,17476,-636,-2272,-521,-43,58,7407,2057,-2414
104797,17462,-674,-2220,-522,-43,58,7337,2116,-2411
104807,17490,-690,-2280,-530,-42,62,7390,2191,-2414
104817,17474,-646,-2280,-519,-40,62,7429,2109,-2415
104827,17446,-646,-2210,-520,-38,62,7338,2108,-2412
104837,17482,-634,-2216,-522,-39,57,7254,2073,-2409
104847,17466,-622,-2258,-520,-37,52,7336,2036,-2412
104857,17398,-594,-2250,-523,-43,53,7365,1949,-2413
104867,17438,-654,-2252,-521,-46,54,7362,2041,-2413
104877,17428,-628,-2304,-522,-42,55,7453,2044,-2416
104887,17436,-628,-2230,-527,-34,54,7361,2045,-2413
104897,17464,-680,-2346,-523,-37,61,7440,2091,-2416
104907,17438,-620,-2264,-526,-44,60,7393,2013,-2415
104917,17422,-662,-2274,-528,-41,62,7419,2102,-2417
104927,17444,-626,-2262,-534,-46,57,7380,2021,-2416
104937,17468,-658,-2250,-529,-40,58,7350,2108,-2416
104947,17460,-586,-2252,-527,-39,58,7349,2017,-2416
104957,17466,-610,-2176,-526,-43,58,7259,2006,-2413
104967,17438,-606,-2284,-520,-37,60,7348,1992,-2417
104977,17412,-614,-2230,-523,-40,59,7259,2012,-2414
104987,17414,-646,-2286,-526,-47,60,7343,2048,-2417
104997,17452,-652,-2262,-522,-44,63,7388,2129,-2419
105007,17440,-606,-2290,-520,-43,59,7435,2051,-2420
105017,17522,-682,-2290,-524,-38,59,7441,2143,-2421
105027,17438,-626,-2248,-529,-37,59,7379,2076,-2419
105037,17524,-650,-2282,-528,-37,57,7452,2131,-2422
105047,17430,-596,-2282,-526,-39,63,7455,2041,-2423
105057,17450,-632,-2260,-522,-42,59,7366,2060,-2420
105067,17462,-604,-2324,-520,-45,58,7449,2023,-2423
105077,17452,-634,-2316,-528,-42,61,7535,2054,-2426
105087,17460,-590,-2272,-518,-42,58,7475,1987,-2424
105097,17484,-610,-2290,-523,-45,56,7393,1948,-2421
105107,17456,-630,-2184,-524,-46,58,7309,1981,-2419
105117,17506,-630,-2262,-523,-47,63,7368,2051,-2421
105127,17448,-632,-2202,-522,-38,58,7277,2055,-2418
105137,17456,-670,-2280,-521,-42,61,7350,2111,-2421
105147,17450,-646,-2274,-523,-40,62,7440,2101,-2424
105157,17450,-652,-2302,-530,-40,53,7528,2125,-2428
105167,17416,-646,-2316,-522,-39,53,7612,2090,-2431
105177,17492,-634,-2258,-522,-38,54,7522,2079,-2428
105187,17520,-654,-2264,-519,-36,56,7433,2102,-2425
105197,17462,-628,-2254,-525,-47,66,7361,2048,-2422
105207,17420,-608,-2274,-526,-40,56,7430,1988,-2425
105217,17430,-622,-2232,-531,-36,57,7342,2014,-2423
105227,17466,-598,-2258,-531,-39,50,7371,1927,-2424
105237,17426,-608,-2266,-531,-44,59,7423,2003,-2427
105247,17450,-630,-2316,-525,-40,56,7509,2032,-2430
105257,17436,-626,-2310,-522,-43,57,7599,2046,-2434
105267,17462,-670,-2296,-521,-48,49,7542,2117,-2431
105277,17498,-604,-2266,-519,-41,52,7476,2054,-2429
105287,17442,-596,-2278,-519,-38,58,7449,1968,-2428
105297,17448,-634,-2260,-517,-42,58,7395,2042,-2426
105307,17430,-620,-2306,-526,-39,56,7485,2028,-2429
105317,17468,-576,-2308,-525,-39,54,7508,1940,-2430
105327,17464,-602,-2260,-522,-48,56,7419,1952,-2427
105337,17498,-598,-2238,-521,-44,52,7328,1944,-2424
105347,17470,-668,-2266,-519,-42,57,7352,2033,-2425
105357,17486,-656,-2290,-525,-42,54,7420,2094,-2427
105367,17488,-644,-2256,-525,-36,55,7329,2091,-2424
105377,17466,-630,-2260,-528,-39,60,7394,2027,-2427
105387,17468,-596,-2330,-524,-42,54,7477,1990,-2430
